"","stat","loading","year"
"1","x3PAVG",0.111826887385379,2012
"2","x2PAVG",0.475579264779884,2012
"3","xFTAVG",0.446513541599718,2012
"4","ASTtTOV",0.485044094472411,2012
"5","SPBtPFR",0.191510442366183,2012
"6","TS",0.170985294465261,2012
"7","FTr",0.51065132262237,2012
"8","PTS",0.375841103461336,2012
"9","TRB",0.326021310852967,2012
"10","AST",0.246831407159939,2012
"11","STL",0.310281351351757,2012
"12","BLK",0.206598719870919,2012
"13","PER",0.382611301788528,2012
"14","WS",0.401125688418268,2012
"15","OWS",0.360683905064999,2012
"16","DWS",0.33938793831082,2012
