"","Player","Eff","Vol","allstar","Yr","x3PAVG","x2PAVG","xFTAVG","PTS","TRB","AST","STL","BLK","ASTtTOV","SPBtPFR","PER","WS","OWS","DWS","TS","FTr"
"1","Gary Alcorn",-1.57048103752835,-2.40510336451999,0,1961,0,38.9255713063061,66.3458389982308,0.537634408602151,12.281333031891,0.537634408602151,0,0,0,0,2.20287141067728,19.9716412619638,23.18656951586,20.117994100295,22.1320564516129,16.186898975233
"2","Paul Arizin",1.68085725841748,2.72279666564253,1,1961,0,56.6436631754687,92.4114728997013,75.0670853881033,55.2068946734984,41.9586050276024,0,0,0,0,67.4727883049658,75.6989247311828,77.6527897729357,52.3536185379379,88.0426747311828,74.6143972392315
"3","Al Attles",-0.290454175183659,-1.02612251763471,0,1961,0,40.2443928748899,37.2122509886105,27.8617260878401,13.8923352850438,39.7218573974251,0,0,0,0,27.8181789875445,37.6967886184476,37.9705804583021,35.2179887863588,55.6871639784946,39.7544346947794
"4","Dick Barnett",0.752749204239477,0.909783097555687,0,1961,0,66.4997917008886,45.7221285510246,61.1858724100009,21.4352373276112,49.4929423863902,0,0,0,0,53.756564798585,59.2264063479944,65.4655497555956,38.1672851841279,78.8659274193548,32.2748984702144
"5","Elgin Baylor",1.55136755473313,6.74102398126495,1,1961,0,62.5939174768903,88.291707626147,94.5423803605313,84.2261105412646,72.1360771100849,0,0,0,0,88.3797166741983,93.344647692858,87.0177559860899,74.7981834226892,82.4915994623656,69.9692780337942
"6","Ernie Beck",-0.812441305620087,-1.97398500533113,0,1961,0,42.0135692926999,65.769916973965,3.57552603866209,9.74706075033782,28.2455278485019,0,0,0,0,2.74985867909916,27.0842490842491,33.7341572705542,19.5803596916928,37.8528225806452,22.8868127012184
"7","Whitey Bell",-1.35650003232737,-2.62120398502812,0,1961,0,43.3315502779826,62.2476801374924,5.73128198989845,2.64391075216587,2.67037948533846,0,0,0,0,1.0816227277786,19.4340068533617,14.7895193955744,1.61290322580645,31.9707661290323,10.2697641142184
"8","Al Bianchi",-1.16650347921079,-1.91012166542597,0,1961,0,20.8779845091828,57.0211222531329,21.7506898089107,7.05781870743784,32.970878100874,0,0,0,0,11.5189805578535,16.9495723465947,18.3755855387666,25.4876772290418,32.6646505376344,26.3093659912043
"9","Bucky Bockhorn",-0.925382802926582,-0.36815733257822,0,1961,0,25.4507499143621,63.3812801788772,47.7335972600974,36.3047791300403,66.3451489509337,0,0,0,0,47.1026902384573,23.8567883729174,34.5180495547336,4.20031775054775,49.9798387096774,15.2578751341456
"10","Bob Boozer",0.632834794142111,-0.915437932798578,0,1961,0,43.9821144216996,40.2955545644079,34.6063994482069,41.3797181513823,24.9322295290565,0,0,0,0,37.1671105023309,32.1883492851235,47.1505634164986,3.6626833419456,67.0514112903226,72.7563495570566
"11","Carl Braun",-0.0432031881773031,-1.23078796760594,0,1961,0,46.7494517412901,65.2122974771631,21.1782571486784,7.68646710286273,54.8247747981804,0,0,0,0,4.59293880212055,38.5801725156564,53.9757532902406,14.1288419449995,83.7231182795699,11.7858721040338
"12","Dave Budd",0.600235562718149,-1.39457554019813,0,1961,0,49.7608384877909,43.5619739767551,25.0529925259622,31.8801502852419,11.9172075870068,0,0,0,0,19.2874440521139,33.0646614094525,45.7442594222889,10.8371590939226,71.3709677419355,62.4886896870989
"13","Barney Cable",0.0759450436416131,-0.484837855629961,0,1961,0,60.1025324871241,52.3670583848455,31.962255221688,42.601032813196,19.3501937499311,0,0,0,0,34.2776263885758,46.9660404112017,51.5846751776102,37.4703587401275,76.4717741935484,13.9374618605728
"14","Wilt Chamberlain",2.31487956535808,8.0144359101528,1,1961,0,100,0.537634408602151,100,100,35.0254191211656,0,0,0,0,100,100,94.1314028482691,76.784094645819,91.6868279569892,76.7659869957705
"15","Gene Conley",-0.556281795549792,-0.698984828969617,0,1961,0,22.7608633924519,51.8226500299129,23.6416296443251,49.5119095851959,7.62899210671756,0,0,0,0,27.1504227658479,43.6579936192839,27.5984894484283,55.5858787705776,45.5729166666667,44.0565620857269
"16","Ed Conlin",-1.14027043173539,-1.4076538871142,0,1961,0,15.8218926311664,68.0604651946583,27.235966236798,18.8518321883068,29.8271361308976,0,0,0,0,25.9045698537381,24.8625261067657,21.2452158508097,32.6192268099205,39.0843413978495,21.4685520695242
"17","Larry Costello",2.20575568651883,1.94829955368428,1,1961,0,70.5544800698478,80.5942134960075,54.6082983613746,25.1697381704388,75.4179440305969,0,0,0,0,54.5021585367529,73.2141321044547,76.9575503239641,46.0679417642021,97.5184811827957,70.702607158639
"18","Bob Cousy",-0.526664416526001,2.61394790179839,1,1961,0,6.06278364661679,79.8082141151677,64.4388721797428,28.7442026046176,88.555832291843,0,0,0,0,61.6287218957229,67.0656168958376,43.5648462217131,77.5344191194515,52.911626344086,51.1941586179324
"19","Ralph Davis",-1.35885554716454,-1.81655314207864,0,1961,0,37.0736036765665,56.439989507981,19.2369156300891,1.14285417580119,43.8049728613347,0,0,0,0,19.9617720155071,16.2701461154842,31.050623138321,5.31149425736844,44.7227822580645,2.49352944889843
"20","Archie Dees",0.387288280761712,-1.84268537904604,0,1961,0,40.7990306191874,69.5160688421073,16.2147723041878,18.2269853598991,9.0879537186558,0,0,0,0,7.12274153973235,29.4412653398829,42.2701671920584,8.2218642524095,65.1260080645161,56.4747595900932
"21","Walter Dukes",1.52302582806343,0.769053021716444,1,1961,0,35.8994871427844,42.8466572259965,44.3995992666689,72.1381830149121,35.7226027019797,0,0,0,0,50.6972201243051,50.8148928696874,56.259147502514,34.575973366599,75.4653897849462,94.0323632767292
"22","Wayne Embry",0.789031645569573,0.512750442806405,1,1961,0,64.2217775183827,36.6574914870929,53.45034185055,63.9524914883568,30.4177545848025,0,0,0,0,55.9537345398161,46.2613730355666,60.6778714656768,3.12504893334345,77.4781586021505,50.0210424426067
"23","Mike Farmer",-0.852973669791474,-1.48494436047306,0,1961,0,30.8857209723803,64.5601954926784,28.7321460655205,44.0357547631493,24.35890548469,0,0,0,0,21.9284897044215,17.526821638358,29.8488805758702,6.49894924608608,48.2795698924731,17.6535572249227
"24","Ray Felix",-0.0649965182348556,-1.0175921472691,0,1961,0,23.3665649438712,48.5226348598164,25.6394015331607,47.0872599904298,6.78478429884908,0,0,0,0,29.9408046257815,35.8063607195121,32.4094734255218,40.1275097535446,50.8299731182796,66.0574879532016
"25","Al Ferrari",-0.0607986199992852,-1.35768894897881,0,1961,0,24.8690754657501,73.5028121572167,16.8116465935413,5.61064589002477,40.3120010838989,0,0,0,0,16.7721286380757,35.1203277009729,35.9646596128876,33.9933118551446,52.0614919354839,58.1371125560255
"26","Bob Ferry",0.958536004188321,-0.00986532109477101,0,1961,0,60.7138262220853,67.4855457913925,43.2760001943246,43.2840654129947,31.0869945252856,0,0,0,0,45.2909578845001,50.0484461774784,59.1100868973181,21.2369506065326,84.417002688172,51.9274877427772
"27","Larry Foust",0.843377979722205,-0.537444499435004,0,1961,0,32.387328963158,74.7642484871913,32.5690767423547,38.3530626005128,18.8074628525944,0,0,0,0,29.3710977523318,48.3170687629891,49.2813324688865,43.5444688866126,70.8333333333333,75.836963154683
"28","Dave Gambee",1.01564645999196,0.579610884754561,0,1961,0,46.2089532301888,84.2917931043827,51.4817710801066,50.0900223321044,22.255269767124,0,0,0,0,50.1291822837755,56.3511757060144,60.1402370570746,41.5332367313852,78.3282930107527,63.1241714538224
"29","Dick Garmaker",1.24561886421173,0.551913535285084,0,1961,0,58.9702363643453,75.4188427579639,58.2653160239598,25.7228660906158,52.6847080052338,0,0,0,0,46.4688251602855,55.6587664947501,67.5490173472603,17.4327437649017,86.3424059139785,65.5198535445995
"30","Jack George",-0.688282382929738,-1.9888479059377,0,1961,0,33.6188310562101,59.9777636918724,15.6044344055728,6.48328673661025,44.4093677816145,0,0,0,0,3.96250954225929,12.9724979321754,20.5496725771865,13.4474022266629,30.582997311828,49.1898659596406
"31","Tom Gola",0.778524119642649,1.74925113591814,1,1961,0,61.5968483416955,68.8263706025318,52.6369167141807,57.6849020143905,63.5412236879414,0,0,0,0,52.6649055925224,66.0340240985402,62.8280226316842,58.9394418683599,80.7913306451613,40.3899164615028
"32","Joe Graboski",-0.76047972381682,-1.65711025746331,0,1961,0,12.2267277013852,47.3673053842094,26.5316710649933,24.0169700029288,16.9652176337306,0,0,0,0,18.7057745692496,18.8963724447595,17.1462662631978,30.8518468763469,34.8336693548387,59.359678471477
"33","Johnny Green",0.127909553999407,-0.248995199184062,0,1961,0,54.3670650022454,28.1025436789401,40.2581726194767,63.0443245983346,20.9986215309812,0,0,0,0,47.9269252356307,34.5084939874022,41.1058215792012,22.3570273099248,59.8689516129032,61.5596658460114
"34","Si Green",-0.486505522660319,-0.182665589284179,0,1961,0,14.8503533710436,46.2712968774775,36.7404299933899,33.7446827878644,57.4500016284292,0,0,0,0,35.8202648064774,42.0405231440885,31.6092968823636,51.4250942800907,47.116935483871,55.5457357490057
"35","Hal Greer",1.0294102832307,2.04864744318896,1,1961,0,67.9133979000524,78.6187843751464,67.0140126122562,38.9653438271094,61.8257117426675,0,0,0,0,64.479416335631,69.0547087321281,71.2256309388193,46.9434276346615,83.1854838709677,34.718978178987
"36","Gene Guarilia",-1.53753453083021,-2.07382596721801,0,1961,0,42.7108897471557,55.8815751025569,6.48605748867256,14.5465851578431,2.13274507673631,0,0,0,0,5.68200459608472,27.969136240104,26.2638290022827,30.2533066895042,36.1525537634409,0.537634408602151
"37","Richie Guerin",0.650868081302628,2.29466525625325,1,1961,0,18.5032859598052,85.8475506751349,70.9925127774875,52.3067802895488,80.4284117827272,0,0,0,0,70.8117533627578,57.1085903343968,66.3662566730616,27.9239253635522,68.7516801075269,71.7294783578478
"38","Cliff Hagan",1.28247038380251,3.57274782365926,1,1961,0,65.8315094383009,87.4965979969353,72.57087747495,57.0213315246791,70.9011277119771,0,0,0,0,69.8480817075198,79.8083022967816,76.248111070219,66.4960645976918,87.0362903225806,45.5232203354165
"39","Swede Halbrook",-1.41819066010272,-1.6703914816128,0,1961,0,14.0056894261489,35.4390853917584,14.7425485668285,47.7242220137992,5.82111916204249,0,0,0,0,22.5401281637895,14.4735909252038,12.6348488434981,33.434873785098,25.6199596774194,41.7587273530711
"40","Vern Hatton",-1.77452654192174,-2.23121719371972,0,1961,0,17.3698494993986,70.1043953247503,10.9173899500082,4.83952214585848,17.5255031033755,0,0,0,0,9.57495471709268,9.76183911667783,14.1798317567108,24.8025501950709,24.075940860215,13.0084380194853
"41","Tom Hawkins",0.179516497260295,-0.343253157853545,0,1961,0,54.9229199639037,34.0713467763542,38.5391361471151,40.772647823993,18.2482663762689,0,0,0,0,39.5450402499515,45.3743444314164,46.4045569593311,42.1828908554572,62.8881048387097,50.6565242093302
"42","Tom Heinsohn",-0.311674035121971,2.04030890113378,1,1961,0,21.5694179392212,76.747892069733,69.86545693976,59.797291499553,36.2669733063547,0,0,0,0,59.9330610366057,65.0271292206776,48.7050367483396,71.5643991122153,58.3249327956989,30.1233087136755
"43","Bailey Howell",3.43012442551552,3.78833285458408,1,1961,0,73.1917795359021,77.9459329980119,76.6601748430369,73.3404067830503,46.0458295060726,0,0,0,0,76.3890714280776,82.37533587764,88.8221223310803,36.7414819455927,98.9936155913978,100
"44","Hot Rod Hundley",-0.871407242811105,-0.0697244464002273,1,1961,0,6.85944504474984,71.2586207030557,42.3947881113997,22.5681099339438,67.6724165508217,0,0,0,0,44.3926090158842,37.0506912442396,23.9458360124816,48.9932077508007,41.7909946236559,47.3812680175915
"45","Darrall Imhoff",-0.523564808620917,-1.84838779520677,0,1961,0,36.4957821850312,37.810572683712,13.4497729154764,31.1608963582926,13.4336959551061,0,0,0,0,15.0630605144234,18.3587380361574,29.0293758214393,9.73451327433628,43.8726478494624,44.6920438524504
"46","Andy Johnson",-1.18414928858628,-0.951273673367862,0,1961,0,9.8365776442025,30.6704861240047,37.7482233247494,29.3045261870599,47.3783273174079,0,0,0,0,32.930159180102,23.3191539643153,13.4187411276775,40.995602322783,34.1397849462366,52.5629695095007
"47","Ron Johnson",-0.521874786346637,-2.50209982386142,0,1961,0,37.8101380238209,61.6686369990549,4.17132323927459,8.23323805068261,1.29805818188853,0,0,0,0,3.29090235595818,10.6669367498861,19.1270042569358,15.3684596876147,24.7698252688172,69.138101550828
"48","Howie Jolliff",-2.03347029555666,-2.35758339845213,0,1961,0,28.553704074087,53.5067665023522,2.54814406255253,15.5163381473602,5.05174457773687,0,0,0,0,7.79025881094584,12.3876824437834,16.3722935737508,23.643915980919,19.2506720430108,9.34074027313091
