"","stat","loading","year"
"1","x3PAVG",0.404532431215891,2020
"2","x2PAVG",0.401230972421304,2020
"3","xFTAVG",0.53195803073475,2020
"4","ASTtTOV",0.457961993407621,2020
"5","SPBtPFR",0.28168387218686,2020
"6","TS",0.282872629256736,2020
"7","FTr",0.152630130585467,2020
"8","PTS",0.362417264340436,2020
"9","TRB",0.339515756707491,2020
"10","AST",0.28745411947029,2020
"11","STL",0.302064075625493,2020
"12","BLK",0.242939722239519,2020
"13","PER",0.364799435254758,2020
"14","WS",0.38357290997505,2020
"15","OWS",0.343267553961892,2020
"16","DWS",0.349930097873415,2020
