"","stat","loading","year"
"1","x3PAVG",0.461243790317442,1996
"2","x2PAVG",0.069724152559917,1996
"3","xFTAVG",0.545532360450693,1996
"4","ASTtTOV",0.545677388324009,1996
"5","SPBtPFR",0.0719613241216721,1996
"6","TS",0.323203617963891,1996
"7","FTr",0.27818038964329,1996
"8","PTS",0.37636401052585,1996
"9","TRB",0.300066368152048,1996
"10","AST",0.280905706770532,1996
"11","STL",0.331419470166145,1996
"12","BLK",0.192052121342218,1996
"13","PER",0.382351950155363,1996
"14","WS",0.389137753080724,1996
"15","OWS",0.351831771973499,1996
"16","DWS",0.348242167522967,1996
