"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C","38","LAL","14","14","489","157","282",".557","0","0","0","157","282",".557",".557","48","61",".787","26","57","83","49","15","24","42","54","362",1986,"21.2",".586",".000",".216","6.8","13.2","10.2","15.0","1.5","2.8","12.0","29.8","0.9","0.7","1.6",".156","3.9","1.0","4.9","0.8"
"2","Mark Aguirre","SF","26","DAL","10","10","345","105","214",".491","2","6",".333","103","208",".495",".495","35","55",".636","21","50","71","54","9","0","23","28","247",1986,"21.4",".518",".028",".257","6.9","16.8","11.8","26.8","1.3","0.0","8.8","31.9","0.6","0.1","0.7",".100","4.1","-1.3","2.8","0.4"
"3","Danny Ainge","SG","26","BOS","18","18","652","107","193",".554","14","34",".412","93","159",".585",".591","52","60",".867","22","54","76","93","41","1","31","57","280",1986,"17.3",".638",".176",".311","4.1","8.5","6.5","19.3","3.1","0.1","12.4","16.2","1.6","1.1","2.7",".201","2.4","2.9","5.3","1.2"
"4","Thurl Bailey","PF","24","UTA","4","4","147","28","77",".364","0","1",".000","28","76",".368",".364","8","11",".727","11","21","32","13","2","2","5","13","64",1986,"11.0",".391",".013",".143","7.6","16.5","11.8","12.4","0.7","0.8","5.8","25.7","-0.2","0.1","-0.1","-0.030","-3.5","-2.1","-5.7","-0.1"
"5","Gene Banks","SF","26","CHI","3","0","69","10","18",".556","0","2",".000","10","16",".625",".556","2","4",".500","4","6","10","5","1","0","4","10","22",1986,"9.4",".557",".111",".222","6.3","11.4","8.7","10.6","0.7","0.0","16.8","14.4","0.0","0.0","0.0","-0.006","-0.4","-1.6","-1.9","0.0"
"6","Charles Barkley*","PF","22","PHI","12","12","497","104","180",".578","1","15",".067","103","165",".624",".581","91","131",".695","60","129","189","67","27","15","65","52","300",1986,"23.8",".631",".083",".728","14.2","29.0","21.8","21.0","2.7","1.8","21.5","25.0","0.9","1.0","2.0",".189","4.7","2.5","7.2","1.2"
"7","John Battle","SG","23","ATL","6","0","27","4","11",".364","0","1",".000","4","10",".400",".364","3","4",".750","0","4","4","2","2","0","3","5","11",1986,"6.3",".431",".091",".364","0.0","16.3","8.2","10.1","3.6","0.0","19.0","24.5","-0.1","0.0","0.0","-0.080","-7.3","2.0","-5.3","0.0"
"8","Kent Benson","C","31","DET","4","0","55","4","10",".400","0","0","0","4","10",".400",".400","0","0","0","3","10","13","0","0","2","1","11","8",1986,"3.7",".400",".000",".000","5.6","21.4","12.9","0.0","0.0","2.1","9.1","7.9","0.0","0.0","0.0",".011","-5.2","-0.8","-6.0","-0.1"
"9","Larry Bird*","SF","29","BOS","18","18","770","171","331",".517","23","56",".411","148","275",".538",".551","101","109",".927","34","134","168","148","37","11","47","55","466",1986,"23.9",".615",".169",".329","5.3","18.0","12.1","28.1","2.3","0.8","11.0","23.3","2.7","1.5","4.2",".263","7.2","2.6","9.9","2.3"
"10","Otis Birdsong","SG","30","NJN","3","3","132","29","55",".527","0","3",".000","29","52",".558",".527","11","19",".579","5","7","12","10","6","3","9","14","69",1986,"14.4",".545",".055",".345","4.2","6.9","5.4","12.6","2.2","1.4","12.4","22.4","0.1","0.0","0.1",".040","0.9","-0.1","0.8","0.1"
"11","Uwe Blab","C","23","DAL","1","0","6","2","3",".667","0","0","0","2","3",".667",".667","0","0","0","0","1","1","0","0","0","0","1","4",1986,"19.4",".667",".000",".000","0.0","19.4","9.6","0.0","0.0","0.0","0.0","21.0","0.0","0.0","0.0",".146","0.8","-1.2","-0.5","0.0"
"12","Rolando Blackman","SG","26","DAL","10","10","371","83","167",".497","0","1",".000","83","166",".500",".497","42","53",".792","15","20","35","32","8","1","20","26","208",1986,"15.5",".546",".006",".317","4.6","6.3","5.4","13.0","1.1","0.2","9.5","23.9","0.6","0.0","0.6",".076","1.4","-2.2","-0.9","0.1"
"13","Manute Bol","C","23","WSB","5","5","152","10","17",".588","0","0","0","10","17",".588",".588","3","8",".375","16","22","38","1","3","29","4","15","23",1986,"13.9",".560",".000",".471","10.8","16.3","13.4","0.9","1.0","10.9","16.3","6.8","0.1","0.2","0.3",".101","-1.1","4.3","3.2","0.2"
"14","Dudley Bradley","SG","28","WSB","5","0","82","12","29",".414","3","10",".300","9","19",".474",".466","6","9",".667","2","3","5","7","5","0","7","14","33",1986,"8.6",".501",".345",".310","2.5","4.1","3.3","12.4","3.0","0.0","17.5","20.6","-0.1","0.1","0.0","-0.006","-4.5","0.3","-4.2","0.0"
"15","Mike Bratz","PG","30","SAC","3","0","15","3","6",".500","0","0","0","3","6",".500",".500","1","1","1.000","2","2","4","1","0","0","2","0","7",1986,"13.7",".543",".000",".167","12.9","16.1","14.3","12.0","0.0","0.0","23.7","22.6","0.0","0.0","0.0","-0.031","1.0","-1.8","-0.8","0.0"
"16","Randy Breuer","C","25","MIL","14","14","318","46","86",".535","0","0","0","46","86",".535",".535","26","38",".684","20","40","60","11","11","18","13","38","118",1986,"13.6",".574",".000",".442","7.3","14.9","11.1","4.7","1.7","3.5","11.2","15.1","0.4","0.3","0.7",".103","0.3","0.9","1.2","0.3"
"17","Mike Brittain","C","22","SAS","1","0","2","1","2",".500","0","0","0","1","2",".500",".500","0","0","0","1","0","1","0","0","1","0","0","2",1986,"50.0",".500",".000",".000","57.1","0.0","31.7","0.0","0.0","28.7","0.0","43.4","0.0","0.0","0.0",".164","17.5","5.8","23.3","0.0"
"18","Tony Campbell","SF","23","DET","2","0","16","4","10",".400","0","0","0","4","10",".400",".400","1","2",".500","0","2","2","0","0","0","1","5","9",1986,"2.4",".414",".000",".200","0.0","14.7","6.8","0.0","0.0","0.0","8.4","29.5","0.0","0.0","0.0","-0.118","-10.0","-5.1","-15.1","-0.1"
"19","Rick Carlisle","SG","26","BOS","10","0","54","8","15",".533","0","0","0","8","15",".533",".533","3","4",".750","3","2","5","8","2","0","3","9","19",1986,"11.6",".567",".000",".267","6.7","3.8","5.1","19.6","1.8","0.0","15.2","15.4","0.1","0.1","0.1",".128","-0.9","1.3","0.4","0.0"
"20","Kenny Carr","PF","30","POR","4","4","143","24","42",".571","0","1",".000","24","41",".585",".571","11","15",".733","9","44","53","7","5","1","8","18","59",1986,"15.3",".607",".024",".357","7.3","30.0","19.7","6.6","1.6","0.4","14.1","15.8","0.2","0.2","0.4",".127","0.7","0.1","0.9","0.1"
"21","Terry Catledge","PF","22","PHI","11","10","293","46","117",".393","0","0","0","46","117",".393",".393","22","38",".579","37","38","75","5","6","8","14","34","114",1986,"10.1",".426",".000",".325","14.9","14.5","14.7","2.5","1.0","1.6","9.5","20.7","-0.1","0.3","0.2",".038","-2.7","-3.0","-5.7","-0.3"
"22","Lorenzo Charles","SF","22","ATL","4","0","15","3","4",".750","0","0","0","3","4",".750",".750","1","1","1.000","0","2","2","2","0","0","0","1","7",1986,"19.8",".788",".000",".250","0.0","14.7","7.3","19.5","0.0","0.0","0.0","12.4","0.1","0.0","0.1",".241","6.1","1.4","7.5","0.0"
"23","Maurice Cheeks*","PG","29","PHI","12","12","519","94","182",".516","0","7",".000","94","175",".537",".516","62","73",".849","13","43","56","85","13","3","32","18","250",1986,"16.9",".584",".038",".401","3.0","9.3","6.2","24.4","1.2","0.3","13.0","19.5","1.2","0.5","1.6",".150","2.8","-1.3","1.5","0.5"
