"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Paul Arizin*","SF","27","PHW","10","0","409","103","229",".450","0","0","0","103","229",".450",".450","83","99",".838","0","0","84","29","0","0","0","31","289",1956,"24.2",".530","0",".432","0","0","0","13.7","0","0","0","0","1.7","0.5","2.2",".262","0","0","0","0"
"2","Ernie Barrett","SG","26","BOS","3","0","43","4","13",".308","0","0","0","4","13",".308",".308","3","3","1.000","0","0","7","4","0","0","0","7","11",1956,"7.0",".384","0",".231","0","0","0","14.0","0","0","0","0","0.0","0.1","0.0",".035","0","0","0","0"
"3","Ernie Beck","SG","24","PHW","10","0","250","31","72",".431","0","0","0","31","72",".431",".431","22","31",".710","0","0","51","22","0","0","0","32","84",1956,"12.6",".490","0",".431","0","0","0","13.6","0","0","0","0","0.4","0.3","0.7",".132","0","0","0","0"
"4","Frankie Brian","PG","32","FTW","10","0","166","26","68",".382","0","0","0","26","68",".382",".382","17","21",".810","0","0","12","17","0","0","0","15","69",1956,"13.0",".447","0",".309","0","0","0","19.6","0","0","0","0","0.1","0.2","0.3",".094","0","0","0","0"
"5","Jack Coleman","PF","31","STL","8","0","331","44","112",".393","0","0","0","44","112",".393",".393","22","35",".629","0","0","79","32","0","0","0","31","110",1956,"13.3",".432","0",".313","0","0","0","18.8","0","0","0","0","0.1","0.0","0.1",".020","0","0","0","0"
"6","Ed Conlin","SF","22","SYR","8","0","197","31","85",".365","0","0","0","31","85",".365",".365","22","38",".579","0","0","47","9","0","0","0","14","84",1956,"12.1",".413","0",".447","0","0","0","7.7","0","0","0","0","-0.1","0.1","0.0",".005","0","0","0","0"
"7","Chuck Cooper*","SF","29","FTW","9","0","59","5","26",".192","0","0","0","5","26",".192",".192","2","3",".667","0","0","17","2","0","0","0","5","12",1956,"1.3",".220","0",".115","0","0","0","5.7","0","0","0","0","-0.4","0.1","-0.3","-0.228","0","0","0","0"
"8","Bob Cousy*","PG","27","BOS","3","0","124","28","56",".500","0","0","0","28","56",".500",".500","23","25",".920","0","0","24","26","0","0","0","4","79",1956,"31.6",".590","0",".446","0","0","0","39.5","0","0","0","0","0.7","0.3","1.0",".381","0","0","0","0"
"9","Walt Davis","PF","25","PHW","10","0","69","10","22",".455","0","0","0","10","22",".455",".455","3","6",".500","0","0","28","3","0","0","0","21","23",1956,"10.6",".467","0",".273","0","0","0","6.9","0","0","0","0","0.1","0.1","0.2",".126","0","0","0","0"
"10","George Dempsey","PG","26","PHW","10","0","134","12","30",".400","0","0","0","12","30",".400",".400","14","20",".700","0","0","25","13","0","0","0","11","38",1956,"12.3",".490","0",".667","0","0","0","14.2","0","0","0","0","0.2","0.2","0.3",".123","0","0","0","0"
