"","stat","loading","year"
"1","x3PAVG",0,1972
"2","x2PAVG",0.617892353417442,1972
"3","xFTAVG",0.00647487954051729,1972
"4","ASTtTOV",5.55111512312578e-17,1972
"5","SPBtPFR",6.93889390390723e-18,1972
"6","TS",0.645409007886974,1972
"7","FTr",0.449014841694062,1972
"8","PTS",0.401648071153642,1972
"9","TRB",0.305960964677499,1972
"10","AST",0.33841413911117,1972
"11","STL",0,1972
"12","BLK",0,1972
"13","PER",0.426277351947341,1972
"14","WS",0.423740057797045,1972
"15","OWS",0.384094535426912,1972
"16","DWS",0.348921131449391,1972
