"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Dick Barnett","SG","26","LAL","13","0","370","71","151",".470","0","0","0","71","151",".470",".470","77","97",".794","0","0","38","21","0","0","0","35","219",1963,"17.6",".565","0",".642","0","0","0","8.5","0","0","0","0","1.2","0.2","1.3",".175","0","0","0","0"
"2","John Barnhill","SG","24","STL","11","0","314","31","77",".403","0","0","0","31","77",".403",".403","15","22",".682","0","0","27","36","0","0","0","28","77",1963,"7.7",".444","0",".286","0","0","0","14.6","0","0","0","0","0.0","0.3","0.3",".045","0","0","0","0"
"3","Elgin Baylor*","SF","28","LAL","13","0","562","160","362",".442","0","0","0","160","362",".442",".442","104","126",".825","0","0","177","58","0","0","0","48","424",1963,"25.1",".508","0",".348","0","0","0","18.0","0","0","0","0","1.2","0.5","1.7",".146","0","0","0","0"
"4","Zelmo Beaty*","C","23","STL","11","0","307","43","97",".443","0","0","0","43","97",".443",".443","27","36",".750","0","0","84","11","0","0","0","47","113",1963,"11.4",".501","0",".371","0","0","0","4.8","0","0","0","0","0.3","0.4","0.7",".107","0","0","0","0"
"5","Al Bianchi","SG","30","SYR","5","0","77","15","34",".441","0","0","0","15","34",".441",".441","4","7",".571","0","0","8","2","0","0","0","17","34",1963,"7.0",".458","0",".206","0","0","0","3.6","0","0","0","0","0.0","0.0","0.0",".005","0","0","0","0"
"6","Bucky Bockhorn","SG","29","CIN","12","0","407","56","135",".415","0","0","0","56","135",".415",".415","23","31",".742","0","0","45","39","0","0","0","44","135",1963,"8.4",".454","0",".230","0","0","0","12.5","0","0","0","0","0.0","0.1","0.1",".011","0","0","0","0"
"7","Bob Boozer","PF","25","CIN","12","0","381","57","138",".413","0","0","0","57","138",".413",".413","45","63",".714","0","0","96","18","0","0","0","44","159",1963,"11.5",".480","0",".457","0","0","0","6.2","0","0","0","0","0.2","0.1","0.3",".038","0","0","0","0"
"8","Bill Bridges","PF","23","STL","11","0","204","41","96",".427","0","0","0","41","96",".427",".427","20","27",".741","0","0","86","9","0","0","0","31","102",1963,"16.4",".473","0",".281","0","0","0","6.5","0","0","0","0","0.1","0.4","0.5",".108","0","0","0","0"
"9","Len Chappell","PF","22","SYR","4","0","53","4","21",".190","0","0","0","4","21",".190",".190","13","16",".813","0","0","18","3","0","0","0","7","21",1963,"9.7",".374","0",".762","0","0","0","6.7","0","0","0","0","-0.1","0.0","-0.1","-0.092","0","0","0","0"
"10","Larry Costello","PG","31","SYR","5","0","134","16","37",".432","0","0","0","16","37",".432",".432","19","23",".826","0","0","4","23","0","0","0","27","51",1963,"10.6",".541","0",".622","0","0","0","21.4","0","0","0","0","0.2","0.0","0.2",".088","0","0","0","0"
"11","Bob Cousy*","PG","34","BOS","13","0","393","72","204",".353","0","0","0","72","204",".353",".353","39","47",".830","0","0","32","116","0","0","0","44","183",1963,"14.4",".407","0",".230","0","0","0","38.8","0","0","0","0","-0.5","0.8","0.3",".040","0","0","0","0"
"12","Dave DeBusschere*","SF","22","DET","4","0","159","25","59",".424","0","0","0","25","59",".424",".424","30","44",".682","0","0","63","6","0","0","0","14","80",1963,"19.2",".510","0",".746","0","0","0","5.9","0","0","0","0","0.2","0.3","0.5",".149","0","0","0","0"
"13","Bob Duffy","PG","22","STL","5","0","24","6","15",".400","0","0","0","6","15",".400",".400","2","2","1.000","0","0","3","3","0","0","0","3","14",1963,"14.1",".441","0",".133","0","0","0","19.8","0","0","0","0","0.0","0.0","0.0",".028","0","0","0","0"
"14","Walter Dukes","C","32","DET","3","0","8","0","0","0","0","0","0","0","0","0","0","3","3","1.000","0","0","1","2","0","0","0","3","3",1963,"18.6","1.136","0","0","0","0","0","31.2","0","0","0","0","0.1","0.0","0.1",".414","0","0","0","0"
"15","Leroy Ellis","C","22","LAL","13","0","302","27","53",".509","0","0","0","27","53",".509",".509","27","33",".818","0","0","85","13","0","0","0","35","81",1963,"11.9",".600","0",".623","0","0","0","5.6","0","0","0","0","0.5","0.2","0.8",".122","0","0","0","0"
"16","Wayne Embry*","C","25","CIN","12","0","394","76","169",".450","0","0","0","76","169",".450",".450","49","74",".662","0","0","162","16","0","0","0","55","201",1963,"15.9",".499","0",".438","0","0","0","5.7","0","0","0","0","0.4","0.2","0.6",".070","0","0","0","0"
"17","Mike Farmer","SF","26","STL","11","0","262","27","74",".365","0","0","0","27","74",".365",".365","13","17",".765","0","0","52","27","0","0","0","27","67",1963,"8.7",".411","0",".230","0","0","0","13.2","0","0","0","0","-0.2","0.4","0.2",".030","0","0","0","0"
"18","Bob Ferry","C","25","DET","4","0","143","20","45",".444","0","0","0","20","45",".444",".444","8","24",".333","0","0","35","11","0","0","0","10","48",1963,"11.6",".432","0",".533","0","0","0","11.6","0","0","0","0","-0.1","0.2","0.1",".039","0","0","0","0"
"19","Dave Gambee","SF","25","SYR","5","0","75","10","34",".294","0","0","0","10","34",".294",".294","12","13",".923","0","0","16","0","0","0","0","14","32",1963,"6.7",".403","0",".382","0","0","0","0.0","0","0","0","0","-0.1","0.0","-0.1","-0.065","0","0","0","0"
"20","Hal Greer*","SG","26","SYR","5","0","214","44","87",".506","0","0","0","44","87",".506",".506","29","35",".829","0","0","27","21","0","0","0","21","117",1963,"16.8",".571","0",".402","0","0","0","13.7","0","0","0","0","0.6","0.0","0.6",".144","0","0","0","0"
"21","Cliff Hagan*","SF","31","STL","11","0","255","83","179",".464","0","0","0","83","179",".464",".464","37","53",".698","0","0","55","34","0","0","0","42","203",1963,"22.4",".502","0",".296","0","0","0","23.9","0","0","0","0","0.5","0.4","0.9",".168","0","0","0","0"
"22","John Havlicek*","SF","22","BOS","11","0","254","56","125",".448","0","0","0","56","125",".448",".448","18","27",".667","0","0","53","17","0","0","0","28","130",1963,"13.5",".475","0",".216","0","0","0","9.3","0","0","0","0","0.1","0.4","0.5",".097","0","0","0","0"
