"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Shareef Abdur-Rahim","PF","31","SAC","6","0","51","3","14",".214","0","0","0","3","14",".214",".214","4","4","1.000","6","4","10","4","1","0","1","9","10",2008,"5.5",".317",".000",".286","14.2","9.1","11.6","11.1","1.0","0.0","6.0","14.7","0.0","0.0","0.0","-0.005","-4.4","-2.5","-6.9","-0.1"
"2","Arron Afflalo","SG","22","DET","75","9","970","99","241",".411","10","48",".208","89","193",".461",".432","68","87",".782","36","101","137","52","31","8","34","83","276",2008,"10.2",".494",".199",".361","4.4","12.5","8.4","8.1","1.8","0.7","10.9","15.2","0.5","1.4","1.9",".092","-2.6","1.0","-1.5","0.1"
"3","Maurice Ager","SG","23","TOT","26","3","165","21","65",".323","3","19",".158","18","46",".391",".346","6","12",".500","4","9","13","8","0","1","6","17","51",2008,"1.8",".363",".292",".185","2.8","6.3","4.6","8.0","0.0","0.4","7.9","21.3","-0.4","0.0","-0.4","-0.114","-6.8","-4.2","-11.1","-0.4"
"4","Blake Ahearn","PG","23","MIA","12","0","177","15","57",".263","10","34",".294","5","23",".217",".351","30","31",".968","1","18","19","19","6","0","16","20","70",2008,"9.0",".495",".596",".544","0.7","12.4","6.4","17.2","1.8","0.0","18.5","23.2","-0.1","0.1","0.0","-0.006","-3.5","-1.3","-4.8","-0.1"
"5","LaMarcus Aldridge","PF","22","POR","76","76","2649","561","1160",".484","1","7",".143","560","1153",".486",".484","227","298",".762","220","358","578","122","55","94","126","240","1350",2008,"18.5",".523",".006",".257","9.8","15.8","12.8","8.8","1.1","2.8","8.9","25.3","3.5","2.8","6.2",".113","0.6","-0.4","0.2","1.5"
"6","Malik Allen","PF","29","TOT","73","16","1096","157","327",".480","1","2",".500","156","325",".480",".482","23","25",".920","66","130","196","44","19","31","45","149","338",2008,"9.8",".500",".006",".076","7.0","13.6","10.4","6.8","0.9","2.2","11.7","16.1","0.1","0.9","1.0",".045","-3.4","0.0","-3.5","-0.4"
"7","Ray Allen*","SG","32","BOS","73","73","2624","439","986",".445","180","452",".398","259","534",".485",".537","215","237",".907","75","193","268","225","65","16","127","147","1273",2008,"16.4",".584",".458",".240","3.6","8.3","6.1","14.6","1.3","0.5","10.4","21.6","5.6","4.1","9.7",".177","2.9","0.2","3.0","3.3"
"8","Tony Allen","SG","26","BOS","75","11","1373","169","389",".434","18","57",".316","151","332",".455",".458","138","181",".762","34","134","168","114","62","21","109","168","494",2008,"10.7",".527",".147",".465","3.1","11.0","7.3","13.1","2.4","1.3","18.9","19.6","-0.1","2.8","2.7",".093","-3.4","1.7","-1.7","0.1"
"9","Lance Allred","C","26","CLE","3","0","10","1","4",".250","0","0","0","1","4",".250",".250","1","2",".500","0","1","1","0","0","0","0","1","3",2008,"-1.0",".307",".000",".500","0.0","11.8","5.7","0.0","0.0","0.0","0.0","22.1","0.0","0.0","0.0","-0.125","-8.1","-3.0","-11.1","0.0"
"10","Morris Almond","SG","22","UTA","9","0","39","4","15",".267","1","4",".250","3","11",".273",".300","4","6",".667","0","2","2","3","1","0","2","5","13",2008,"2.0",".368",".267",".400","0.0","6.2","3.1","10.5","1.3","0.0","10.2","22.5","-0.1","0.0","-0.1","-0.081","-9.1","-2.9","-12.0","-0.1"
