"","stat","loading","year"
"1","x3PAVG",0.450741404445952,1997
"2","x2PAVG",0.239811237975818,1997
"3","xFTAVG",0.56654993502426,1997
"4","ASTtTOV",0.455086216785497,1997
"5","SPBtPFR",0.18798086570825,1997
"6","TS",0.210161886028193,1997
"7","FTr",0.362954044836417,1997
"8","PTS",0.375899866007266,1997
"9","TRB",0.296819549968276,1997
"10","AST",0.289428519846125,1997
"11","STL",0.32972468958758,1997
"12","BLK",0.186740066869064,1997
"13","PER",0.38406021312315,1997
"14","WS",0.390586225892904,1997
"15","OWS",0.356059408367632,1997
"16","DWS",0.3411747418048,1997
