"","Player","Eff","Vol","allstar","Yr","x3PAVG","x2PAVG","xFTAVG","PTS","TRB","AST","STL","BLK","ASTtTOV","SPBtPFR","PER","WS","OWS","DWS","TS","FTr","orig.PTS","orig.TRB","orig.AST","orig.BLK","orig.STL","orig.adj.PER","orig.WS.G","orig.OWS.G","orig.DWS.G","orig.TS.","orig.x3PAVG","orig.x2PAVG","orig.xFTAVG","orig.AST.TOV","orig.FTr"
"1","Kareem Abdul-Jabbar",1.32997855230937,4.2637073165019,1,1984,33.8370151230056,98.567648381844,30.5298886960274,82.2370131612188,72.4190789473684,45.2591474654378,39.4021942985746,69.5893070489845,27.3491353341843,41.9794373948937,85.9433372862212,79.5434746929949,76.4191407365116,70.8809763824885,75.3586231753469,28.0072580645161,21.4625,7.3375,2.6375,1.7875,0.6875,37.0014591722951,0.11125,0.07375,0.03875,0.608,-0.249776984834969,99.1724246210392,-4.66748682891258,0.95475113122172,0.318
"2","Alvan Adams",-0.463542000621622,0.636239520153527,0,1984,18.0816502184305,20.4129419003967,64.0235172400709,45.4475609635357,52.1906136308513,50.848926925609,57.8703247240382,40.3342654955558,58.0030365102892,29.7941628264209,42.1333783768409,49.0638780291356,48.7423704851624,52.0087228439763,42.1481347990629,20.695564516129,9.57142857142857,4.55714285714286,3.12857142857143,0.442857142857143,1.04285714285714,13.9729890164025,0.0471428571428571,0.0214285714285714,0.0257142857142857,0.513,-0.999107939339875,-19.5527425780431,14.4245738765837,1.87179487179487,0.275
"3","Mark Aguirre",1.08189246911399,4.54170447896723,1,1984,55.8256387414995,83.741851608363,58.2566515555991,98.0090610531211,62.6684146053169,62.1884384296797,56.6563001509871,29.2206540491555,40.4242393166289,13.7506598014122,96.0976285269762,80.3369976572355,80.8492720525264,51.0829493087558,67.7022887006668,34.2387096774194,29.493670886076,5.93670886075949,4.53164556962025,0.278481012658228,1.0126582278481,44.5871306453431,0.113924050632911,0.0886075949367089,0.0253164556962025,0.572,1.02048884924175,56.6904791247827,8.7893773584906,1.25614035087719,0.352
"4","Danny Ainge",-0.348967635866467,-1.31073611751649,0,1984,53.1570979994335,33.3852081159808,53.3922186609511,26.9968605617146,18.2020373514431,39.7033556175764,34.2649218642689,7.59356340228671,67.4320353818081,9.15289617243275,26.7083419806526,32.7828042321327,34.4220647895365,36.7859576815733,35.3424040367634,5.00201612903226,5.40845070422535,1.63380281690141,2.28169014084507,0.0563380281690141,0.577464788732394,7.05690173535178,0.0253521126760563,0.00704225352112676,0.0183098591549296,0.498,0.510906333630688,-9.09478500684535,4.8246008568043,2.31428571428571,0.155
"5","J.J. Anderson",-1.18597234229832,-2.72215599721792,0,1984,21.5054815307082,35.3795108327681,24.6905484408429,9.86873992564258,12.8078310696095,7.07734254992319,17.0156601650413,23.3192031982355,34.876596665945,48.2373271889401,11.0166234893166,12.4425974435548,17.938988803248,10.860095046083,22.0210848801586,12.1423387096774,2.54166666666667,1.3125,0.458333333333333,0.1875,0.3125,1.43408927826271,0.00208333333333333,-0.00416666666666667,0.00625,0.427,-0.749330954504906,-8.36019084327244,-9.3045459848692,1.1,0.223
"6","Richard Anderson",-1.2650145673206,-0.630398595931858,0,1984,12.6555928525544,8.94929336044331,54.9076651552707,41.1070670848806,57.1926777240869,42.215195557131,34.9800911766403,34.1931477828914,55.1426397945463,13.0990702698794,40.0071044127834,26.0518626264707,29.6449929364574,24.8494919059435,28.5114435033339,14.0665322580645,8.5,5.20512820512821,2.47435897435897,0.358974358974359,0.58974358974359,13.0149684041913,0.0166666666666667,0.00384615384615385,0.0128205128205128,0.471,-1.74376271186441,-39.5097018266586,5.72303800929725,1.77064220183486,0.235
"7","Tiny Archibald",-0.0376470087337695,-0.881608793015185,0,1984,24.1222401281231,54.4131081697096,23.5020664623015,35.2537481737,18.7545582047686,53.961931476658,41.7394566032813,3.70967741935484,62.5110607801666,36.8874743769554,19.2095843851197,37.2103193569654,33.8168940080345,48.4801392506512,49.0034240403676,36.4604838709677,7.39130434782609,1.65217391304348,3.47826086956522,0,0.717391304347826,4.19157868977976,0.0304347826086956,0.00652173913043478,0.0239130434782609,0.526,-0.499985727029438,1.87182039295979,-10.1854877404065,2.05128205128205,0.362
"8","Ken Austin",-1.12762520355074,-3.20821878008598,0,1984,45.9705238546382,49.3539540887781,42.1833049113505,5.28393918673128,2.73053601746301,1.83726135615537,6.07812667452578,19.0880565074113,5.35361189290611,52.4687294272548,2.27522055623187,11.4661586386221,25.8454657912266,2.58064516129032,27.2021985943413,0.806451612903226,1.71428571428571,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.0090899327797633,0,0,0,0.462,0,-0.478767566634187,0,0.333333333333333,0
"9","John Bagley",-0.990013561007139,-0.617759354550153,0,1984,10.1672398451707,9.13485999244438,61.1975351762448,42.6583378055959,24.2832633366098,61.1300266796022,57.2361511430489,7.38897837369824,60.066604689072,37.4064335832444,41.622949394281,20.7176308269322,16.2318513955457,34.9685453553238,31.067759956749,29.7201612903226,8.85526315789474,2.05263157894737,4.38157894736842,0.0526315789473684,1.02631578947368,13.7925286745255,0.0118421052631579,-0.00526315789473684,0.0171052631578947,0.485,-2.24020874219447,-39.4286818703208,11.5144101722724,1.95882352941176,0.326
"10","James Bailey",-0.251510302272283,-0.609861605535594,0,1984,33.675724800425,42.9578117608317,32.8725472245107,42.4872775946781,48.2755541084262,22.2077646613219,25.4509346514711,43.8198543898942,21.6250356362763,11.9592271164238,35.4915161287558,38.5928230928934,41.457126768054,36.1095416956,54.4566588574518,38.3471774193548,8.84931506849315,4.02739726027397,1.08219178082192,0.547945205479452,0.452054794520548,11.0011789321381,0.0315068493150685,0.0136986301369863,0.0178082191780822,0.537,-0.249776984834969,-3.52338956794158,-3.04251134809953,0.782178217821782,0.371
