"","stat","loading","year"
"1","x3PAVG",0,1975
"2","x2PAVG",0.544967319752612,1975
"3","xFTAVG",0.440404952685456,1975
"4","ASTtTOV",0,1975
"5","SPBtPFR",0.00734399663855548,1975
"6","TS",0.629402638174363,1975
"7","FTr",0.335935236056447,1975
"8","PTS",0.371391068686322,1975
"9","TRB",0.297120035111276,1975
"10","AST",0.291009215718094,1975
"11","STL",0.31131933846874,1975
"12","BLK",0.225146619270429,1975
"13","PER",0.381917159530829,1975
"14","WS",0.389946561962984,1975
"15","OWS",0.350018021629661,1975
"16","DWS",0.347936217046658,1975
