"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C","32","LAL","82","0","3143","835","1383",".604","0","1",".000","835","1382",".604",".604","364","476",".765","190","696","886","371","81","280","297","216","2034",1980,"25.3",".639",".001",".344","7.2","22.2","15.4","16.5","1.2","4.6","15.7","24.1","9.5","5.3","14.8",".227","4.8","2.4","7.2","7.3"
"2","Tom Abernethy","PF","25","GSW","67","0","1222","153","318",".481","0","1",".000","153","317",".483",".481","56","82",".683","62","129","191","87","35","12","39","118","362",1980,"11.0",".511",".003",".258","5.4","12.0","8.6","9.3","1.4","0.6","9.9","13.3","1.2","0.8","2.0",".080","-1.0","-0.2","-1.2","0.2"
"3","Alvan Adams","C","25","PHO","75","0","2168","465","875",".531","0","2",".000","465","873",".533",".531","188","236",".797","158","451","609","322","108","55","218","237","1118",1980,"19.2",".571",".002",".270","8.2","22.4","15.4","21.6","2.3","1.4","18.2","21.9","3.1","3.9","7.0",".155","1.7","1.9","3.6","3.1"
"4","Tiny Archibald*","PG","31","BOS","80","80","2864","383","794",".482","4","18",".222","379","776",".488",".485","361","435",".830","59","138","197","671","106","10","242","218","1131",1980,"15.3",".574",".023",".548","2.3","5.3","3.8","30.2","1.7","0.2","19.7","17.0","5.9","2.9","8.9",".148","1.4","-0.3","1.1","2.3"
"5","Dennis Awtrey","C","31","CHI","26","0","560","27","60",".450","0","0","0","27","60",".450",".450","32","50",".640","29","86","115","40","12","15","27","66","86",1980,"7.4",".524",".000",".833","6.0","16.9","11.5","9.0","1.0","1.5","24.8","7.9","0.1","0.5","0.6",".053","-2.3","0.9","-1.4","0.1"
"6","Gus Bailey","SG","28","WSB","20","0","180","16","35",".457","1","1","1.000","15","34",".441",".471","5","13",".385","6","22","28","26","7","4","11","18","38",1980,"9.3",".467",".029",".371","3.3","12.4","7.8","17.8","1.8","1.2","21.3","11.3","0.0","0.2","0.2",".043","-3.0","1.3","-1.7","0.1"
"7","James Bailey","PF","22","SEA","67","0","726","122","271",".450","0","0","0","122","271",".450",".450","68","101",".673","71","126","197","28","21","54","79","116","312",1980,"12.3",".495",".000",".373","10.2","18.3","14.3","5.3","1.4","4.1","20.0","21.4","-0.4","1.4","1.0",".063","-4.2","0.9","-3.3","-0.2"
"8","Greg Ballard","SF","25","WSB","82","0","2438","545","1101",".495","16","47",".340","529","1054",".502",".502","171","227",".753","240","398","638","159","90","36","133","197","1277",1980,"18.1",".532",".043",".206","9.8","16.6","13.1","9.7","1.7","0.8","10.0","21.6","4.1","2.8","6.9",".136","1.9","0.1","2.0","2.5"
"9","Mike Bantom","SF","28","IND","77","0","2330","384","760",".505","1","3",".333","383","757",".506",".506","139","209",".665","192","264","456","279","85","49","189","268","908",1980,"13.7",".533",".004",".275","8.3","12.1","10.1","15.9","1.7","1.1","18.2","17.3","2.1","1.9","3.9",".081","-0.3","-0.5","-0.7","0.7"
"10","Marvin Barnes","PF","27","SDC","20","0","287","24","60",".400","0","0","0","24","60",".400",".400","16","32",".500","34","43","77","18","5","12","18","52","64",1980,"8.2",".432",".000",".533","12.4","16.8","14.5","7.8","0.8","2.3","19.5","12.8","-0.1","0.2","0.1",".019","-3.8","-0.5","-4.3","-0.2"
"11","Rick Barry*","SF","35","HOU","72","0","1816","325","771",".422","73","221",".330","252","550",".458",".469","143","153",".935","53","183","236","268","80","28","152","182","866",1980,"14.8",".517",".287",".198","3.1","11.5","7.2","20.4","2.1","0.9","15.3","21.6","2.2","1.2","3.4",".090","1.1","0.0","1.1","1.4"
"12","Tim Bassett","PF","28","TOT","12","0","164","12","34",".353","0","0","0","12","34",".353",".353","10","15",".667","11","22","33","14","8","0","9","27","34",1980,"6.7",".419",".000",".441","7.1","14.0","10.6","9.7","2.2","0.0","18.1","11.6","-0.1","0.2","0.1",".033","-3.5","0.1","-3.4","-0.1"
"13","Billy Ray Bates","SG","23","POR","16","0","235","72","146",".493","8","19",".421","64","127",".504",".521","28","39",".718","13","16","29","31","14","2","20","26","180",1980,"24.1",".552",".130",".267","6.0","7.6","6.8","23.8","2.9","0.5","10.9","32.0","0.7","0.3","0.9",".188","3.7","0.6","4.3","0.5"
"14","Ron Behagen","PF","29","WSB","6","0","64","9","23",".391","0","0","0","9","23",".391",".391","5","6",".833","6","8","14","7","0","4","4","14","23",1980,"10.2",".449",".000",".261","9.3","12.7","11.0","14.4","0.0","3.3","13.5","18.3","0.0","0.1","0.1",".055","-3.7","0.3","-3.4","0.0"
"15","Kent Benson","C","25","TOT","73","0","1891","299","618",".484","1","5",".200","298","613",".486",".485","99","141",".702","126","327","453","178","73","92","157","246","698",1980,"13.1",".513",".008",".228","7.3","18.3","12.9","12.2","1.8","2.7","18.8","17.4","0.4","2.7","3.2",".080","-1.6","1.4","-0.3","0.8"
"16","Del Beshore","PG","23","CHI","68","0","869","88","250",".352","10","26",".385","78","224",".348",".372","58","87",".667","16","47","63","139","58","5","104","105","244",1980,"6.4",".423",".104",".348","2.1","5.9","4.1","21.5","3.1","0.3","26.5","18.4","-1.7","0.8","-0.9","-0.052","-5.0","-0.1","-5.1","-0.7"
"17","Henry Bibby","PG","30","PHI","82","0","2035","251","626",".401","11","52",".212","240","574",".418",".410","226","286",".790","65","143","208","307","62","6","147","161","739",1980,"11.1",".491",".083",".457","3.6","7.1","5.4","19.8","1.4","0.2","16.4","17.7","1.3","2.1","3.4",".079","-1.7","-0.5","-2.2","-0.1"
"18","Larry Bird*","PF","23","BOS","82","82","2955","693","1463",".474","58","143",".406","635","1320",".481",".494","301","360",".836","216","636","852","370","143","53","263","279","1745",1980,"20.5",".538",".098",".246","8.3","23.6","16.0","18.5","2.3","1.0","14.0","25.3","5.6","5.6","11.2",".182","3.0","1.5","4.5","4.8"
"19","Otis Birdsong","SG","24","KCK","82","0","2885","781","1546",".505","10","36",".278","771","1510",".511",".508","286","412",".694","170","161","331","202","136","22","179","226","1858",1980,"18.5",".538",".023",".266","6.1","6.2","6.1","11.1","2.2","0.4","9.4","26.4","4.9","3.7","8.6",".143","2.0","0.1","2.1","3.0"
"20","Ron Boone","SG","33","TOT","81","0","2392","405","915",".443","19","50",".380","386","865",".446",".453","175","196",".893","54","173","227","309","97","3","197","232","1004",1980,"12.1",".501",".055",".214","2.7","8.1","5.5","18.8","2.0","0.1","16.4","21.5","0.4","0.6","1.0",".020","-1.8","-1.7","-3.5","-1.0"
"21","Lawrence Boston","PF","23","WSB","13","0","125","24","52",".462","0","0","0","24","52",".462",".462","8","13",".615","19","20","39","2","4","2","8","25","56",1980,"12.6",".485",".000",".250","15.1","16.2","15.7","2.3","1.5","0.8","12.2","20.7","0.1","0.1","0.2",".075","-3.3","-0.7","-4.0","-0.1"
"22","Tom Boswell","PF","26","TOT","79","0","2077","346","613",".564","5","10",".500","341","603",".566",".569","206","273",".755","146","296","442","161","29","37","181","270","903",1980,"14.3",".616",".016",".445","8.2","15.8","12.1","11.2","0.7","1.0","19.8","18.5","3.0","0.7","3.7",".086","-0.4","-1.4","-1.8","0.1"
"23","Winford Boynes","SG","22","NJN","64","0","1102","221","467",".473","0","4",".000","221","463",".477",".473","104","136",".765","51","82","133","95","59","19","96","132","546",1980,"13.1",".518",".009",".291","4.8","7.7","6.3","12.8","2.4","0.9","15.4","21.8","0.3","1.3","1.7",".072","-1.5","0.3","-1.2","0.2"
"24","Alonzo Bradley","SF","26","HOU","22","0","96","17","48",".354","1","1","1.000","16","47",".340",".365","6","9",".667","2","4","6","3","3","0","8","9","41",1980,"4.1",".395",".021",".188","2.2","4.7","3.5","4.3","1.5","0.0","13.3","24.7","-0.2","0.0","-0.2","-0.097","-5.2","-1.6","-6.8","-0.2"
"25","Dudley Bradley","SG","22","IND","82","0","2027","275","609",".452","2","5",".400","273","604",".452",".453","136","174",".782","69","154","223","252","211","48","166","194","688",1980,"13.5",".502",".008",".286","3.4","8.1","5.7","15.9","4.8","1.3","19.5","16.3","0.2","2.9","3.1",".073","-2.0","3.0","1.0","1.5"
"26","Mike Bratz","PG","24","PHO","82","0","1589","269","687",".392","21","86",".244","248","601",".413",".407","141","162",".870","50","117","167","223","93","9","135","165","700",1980,"11.6",".462",".125",".236","3.5","7.9","5.8","19.1","2.7","0.3","15.1","22.3","-0.5","2.0","1.5",".046","-2.5","0.1","-2.5","-0.2"
"27","Jim Brewer","PF","28","POR","67","0","1016","90","184",".489","0","5",".000","90","179",".503",".489","14","29",".483","101","156","257","75","42","43","47","129","194",1980,"11.3",".493",".027",".158","10.8","17.1","13.9","9.6","2.0","2.5","19.3","9.8","0.5","1.5","2.0",".096","-1.2","1.9","0.7","0.7"
"28","Ron Brewer","SG","24","POR","82","0","2815","548","1182",".464","6","32",".188","542","1150",".471",".466","184","219",".840","54","160","214","216","98","48","167","154","1286",1980,"13.2",".503",".027",".185","2.1","6.3","4.2","11.5","1.7","1.0","11.6","21.1","2.0","2.3","4.3",".074","-0.8","-0.4","-1.2","0.6"
