"","Player","Eff","Vol","allstar","Yr","x3PAVG","x2PAVG","xFTAVG","PTS","TRB","AST","STL","BLK","ASTtTOV","SPBtPFR","PER","WS","OWS","DWS","TS","FTr"
"1","Jay Arnette",-0.624063168381383,-2.04453372722291,0,1965,0,25.5104193134527,68.8534189322465,13.3947573138616,3.50130092753756,22.6835235591883,0,0,0,0,14.5529493052151,19.0903394850763,32.3656363130047,6.55284043441938,37.9036574487065,39.3181915669369
"2","Al Attles",-0.525050551364568,-0.447184972056296,0,1965,0,15.1014032239612,35.9095024507558,40.0748678265006,27.1891411954584,53.0203934493769,0,0,0,0,36.2306941953754,36.3857573572786,32.8767123287671,41.6982095650084,41.4823074635742,60.3933427701283
"3","Jim Barnes",-0.114072741267996,0.801963678132802,0,1965,0,40.6550735724511,36.7785747837395,62.4313821571656,62.7105599445384,25.1375389693747,0,0,0,0,58.7528578587052,49.792663476874,53.5614035087719,34.2865497076023,54.5361284567351,48.3925277742032
"4","Dick Barnett",0.298319516648578,0.118870055265965,0,1965,0,28.5414868213769,84.8089110873911,55.9876479378702,22.4758337937186,41.8143661725177,0,0,0,0,46.0474588741254,50.7742790637527,60.0165955429113,19.5219890943575,63.1787094855784,52.1243512203492
"5","John Barnhill",-1.05088918929958,-1.38727817030694,0,1965,0,28.0458814759189,52.7974978167939,30.0548359950972,15.3166648306505,37.0207941030446,0,0,0,0,15.0565514111547,27.500291749329,24.6897732135216,32.4775353016688,34.9479631281594,20.7094753999914
"6","Elgin Baylor",-0.403198297084461,3.15573530247684,1,1965,0,5.81546925477067,90.3710000740508,87.3747454303543,72.793363292983,62.5325261076224,0,0,0,0,81.0031155416946,61.6855791197896,59.5779990516833,47.380275011854,52.7118644067797,41.112254965041
"7","Zelmo Beaty",1.72719073758115,3.12707675889097,0,1965,0,72.6122638610254,50.5698920767871,66.7687781268866,70.3077095200401,28.8501360107586,0,0,0,0,74.725272595211,80.4276315789474,76.8859649122807,59.594298245614,79.5970859351769,68.6623343199073
"8","Walt Bellamy",2.7028866745019,4.47199741454022,1,1965,0,87.9765529002009,33.4856217872673,82.9297039359347,77.7719983754727,47.240624426921,0,0,0,0,90.6981875884308,84.951903907496,89.1228070175439,17.9591557017544,83.2158786797502,77.521125552267
"9","Al Bianchi",-1.79122522317894,-1.68449458998676,0,1965,0,13.3205819917684,60.095729337132,28.7789141780416,6.9577234889051,44.8117244330338,0,0,0,0,19.3386117974086,13.6064593301435,16.2865497076023,22.0321637426901,26.2652393696105,11.2898382876507
"10","Bucky Bockhorn",-0.808910519495093,-1.38925169654412,0,1965,0,34.3278552572234,63.3458951468479,33.8668621501616,25.0737245650251,46.280334983801,0,0,0,0,8.86822826199727,23.6642743221691,29.8245614035088,17.3245614035088,37.2108236693429,24.3694505211684
"11","Ron Bonham",1.08696478062623,-0.965118354267563,0,1965,0,39.1692638295901,78.9866187435952,32.4153975531507,13.765977326253,9.25410097425502,0,0,0,0,13.984567925718,52.5507564981249,55.8202939781887,34.8032242769085,73.2768361581921,76.2879080341441
"12","Bob Boozer",0.788708319317684,1.01462670522513,0,1965,0,57.4978307850783,80.7360414699432,57.9257776871794,54.6262940601282,28.2482119933981,0,0,0,0,64.6437446387985,62.1299342105263,66.4583333333333,30.6167763157895,71.5373178709486,55.3564534808905
"13","Gary Bradds",1.11563919841638,-1.97713792393532,0,1965,0,42.5034921026976,61.0506635625416,9.23359369327971,12.7636907179732,7.72011080646291,0,0,0,0,11.3960836137171,29.6704205080328,44.6084724005135,3.29214805305948,67.1810883140054,81.2100544760434
"14","Bill Bridges",-1.04214065807197,0.909540272757471,0,1965,0,10.9056544993903,44.2604244323129,46.0223018972174,65.8596192596921,45.8359351605318,0,0,0,0,57.6864436714723,46.5611309631962,25.2775927159671,58.6414612480568,38.9503419565864,34.1376056277613
"15","Em Bryant",-1.45227720759469,-1.71899072330856,0,1965,0,8.48154763680987,48.1765856828919,19.4528804881263,14.3326097609107,42.3408656262131,0,0,0,0,23.2683012230632,14.2000144990576,18.6830713146503,16.410344041923,25.1486767766875,38.3798738901042
"16","Dave Budd",1.15668520599873,-0.395895192782887,0,1965,0,61.5873036486068,56.2642223728614,36.7846138058659,41.7934211819729,19.7062778898466,0,0,0,0,30.0548495532393,54.8104131295982,63.737973967176,18.4086728919072,78.2961641391615,61.5150345300905
"17","Ed Burton",-0.685340616937904,-2.25090109876737,0,1965,0,41.5800824804917,61.9537803702274,7.2050191022021,10.1666359942912,3.43738265524438,0,0,0,0,1.7740907034572,18.3811802232855,21.7418546365915,24.4830827067669,26.7885816235504,47.270836014241
"18","Donnie Butcher",0.66690907763003,-1.01653984644935,0,1965,0,33.3606400966446,40.8750170462056,24.7559962338839,24.0324138147629,34.6769104141322,0,0,0,0,26.2356283943518,39.1707100658176,45.0642451198419,29.5774647887324,53.3199524234315,82.2598979110368
