"","stat","loading","year"
"1","x3PAVG",0.113371065817827,1983
"2","x2PAVG",0.53260899217054,1983
"3","xFTAVG",0.0757111439138402,1983
"4","ASTtTOV",0.349831947366651,1983
"5","SPBtPFR",0.0224605876845393,1983
"6","TS",0.584339273542822,1983
"7","FTr",0.483118235610744,1983
"8","PTS",0.38491670709146,1983
"9","TRB",0.315026401504677,1983
"10","AST",0.255319436969762,1983
"11","STL",0.301206227369289,1983
"12","BLK",0.20324554838396,1983
"13","PER",0.39823624269321,1983
"14","WS",0.402780994642027,1983
"15","OWS",0.354999851138937,1983
"16","DWS",0.329432856240078,1983
