"","stat","loading","year"
"1","x3PAVG",0.350246982761569,1990
"2","x2PAVG",0.447087679701723,1990
"3","xFTAVG",0.51384354357768,1990
"4","ASTtTOV",0.225425451084823,1990
"5","SPBtPFR",0.193052064853978,1990
"6","TS",0.563947811032577,1990
"7","FTr",0.0853323100546615,1990
"8","PTS",0.371920189146074,1990
"9","TRB",0.319321248993292,1990
"10","AST",0.257088076372933,1990
"11","STL",0.322691380353005,1990
"12","BLK",0.203183684734272,1990
"13","PER",0.38782105105993,1990
"14","WS",0.389434985689871,1990
"15","OWS",0.347341388976585,1990
"16","DWS",0.35424692082892,1990
