"","stat","loading","year"
"1","x3PAVG",0.265702519021745,2006
"2","x2PAVG",0.424129897107464,2006
"3","xFTAVG",0.486449868235643,2006
"4","ASTtTOV",0.549420445421724,2006
"5","SPBtPFR",0.0434819229837843,2006
"6","TS",0.0974860255184034,2006
"7","FTr",0.446794694253959,2006
"8","PTS",0.376764805712181,2006
"9","TRB",0.312976497478816,2006
"10","AST",0.287087287503703,2006
"11","STL",0.320594290286681,2006
"12","BLK",0.199134466380863,2006
"13","PER",0.383663220254966,2006
"14","WS",0.390073658324289,2006
"15","OWS",0.353105345137886,2006
"16","DWS",0.33346864564942,2006
