"","stat","loading","year"
"1","x3PAVG",0,1959
"2","x2PAVG",0.620887884757582,1959
"3","xFTAVG",0.535833159431993,1959
"4","ASTtTOV",0,1959
"5","SPBtPFR",2.16840434497101e-19,1959
"6","TS",0.451870333324789,1959
"7","FTr",0.350990401115655,1959
"8","PTS",0.417179650616624,1959
"9","TRB",0.357510941411145,1959
"10","AST",0.255626400134949,1959
"11","STL",0,1959
"12","BLK",0,1959
"13","PER",0.430138696563607,1959
"14","WS",0.425924108353569,1959
"15","OWS",0.383883739560261,1959
"16","DWS",0.34497078076232,1959
