"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Arron Afflalo","SG","26","DEN","7","7","229","30","74",".405","4","20",".200","26","54",".481",".432","12","15",".800","5","20","25","19","5","2","9","14","76",2012,"10.9",".471",".270",".203","2.2","8.7","5.5","12.4","1.2","0.6","10.0","17.2","0.2","0.0","0.2",".042","-1.0","-0.6","-1.6","0.0"
"2","Blake Ahearn","PG","27","UTA","3","0","8","2","3",".667","1","1","1.000","1","2",".500",".833","0","0","0","0","0","0","2","0","0","0","0","5",2012,"33.9",".833",".333",".000","0.0","0.0","0.0","57.8","0.0","0.0","0.0","16.2","0.1","0.0","0.1",".407","17.3","3.7","21.0","0.0"
"3","Cole Aldrich","C","23","OKC","5","0","25","4","9",".444","0","0","0","4","9",".444",".444","2","4",".500","5","8","13","0","0","0","0","3","10",2012,"19.8",".465",".000",".444","24.4","37.7","31.1","0.0","0.0","0.0","0.0","20.2","0.1","0.0","0.1",".177","0.8","-5.8","-5.0","0.0"
"4","Lavoy Allen","PF","22","PHI","12","1","236","34","61",".557","0","0","0","34","61",".557",".557","7","12",".583","21","38","59","3","10","11","5","30","75",2012,"17.1",".566",".000",".197","9.5","19.1","14.1","2.4","2.3","3.5","7.0","14.4","0.4","0.5","0.9",".191","0.0","2.6","2.6","0.3"
"5","Ray Allen*","SG","36","BOS","18","10","616","66","167",".395","28","92",".304","38","75",".507",".479","32","45",".711","8","66","74","18","17","2","17","41","192",2012,"10.0",".514",".551",".269","1.6","12.3","7.1","5.0","1.5","0.3","8.3","16.2","0.2","0.8","1.0",".077","-1.1","0.4","-0.7","0.2"
"6","Tony Allen","SG","30","MEM","7","7","170","18","45",".400","0","5",".000","18","40",".450",".400","12","17",".706","8","14","22","5","9","7","10","21","48",2012,"9.9",".457",".111",".378","5.6","10.4","7.9","5.2","2.9","3.6","16.0","17.0","-0.1","0.3","0.2",".056","-2.8","2.7","-0.1","0.1"
"7","Lou Amundson","PF","29","IND","11","0","94","12","23",".522","0","0","0","12","23",".522",".522","3","6",".500","6","17","23","2","2","5","4","16","27",2012,"12.3",".527",".000",".261","7.5","20.8","14.2","3.7","1.2","4.4","13.5","14.6","0.1","0.2","0.2",".117","-2.2","2.4","0.2","0.1"
"8","James Anderson","SG","22","SAS","8","0","31","4","9",".444","2","4",".500","2","5",".400",".556","1","2",".500","0","5","5","3","1","0","0","1","11",2012,"16.3",".557",".444",".222","0.0","18.1","9.4","14.6","1.7","0.0","0.0","14.8","0.1","0.0","0.1",".168","2.3","2.4","4.7","0.1"
"9","Ryan Anderson","PF","23","ORL","5","5","172","15","44",".341","12","30",".400","3","14",".214",".477","6","7",".857","9","14","23","4","3","2","9","22","48",2012,"7.1",".510",".682",".159","5.9","9.5","7.7","4.3","1.0","0.9","16.0","16.0","0.0","0.0","0.0",".010","-2.5","-1.5","-4.0","-0.1"
"10","Carmelo Anthony","SF","27","NYK","5","5","204","52","124",".419","4","18",".222","48","106",".453",".435","31","41",".756","13","28","41","11","6","1","14","21","139",2012,"21.5",".489",".145",".331","7.4","17.4","12.2","14.1","1.6","0.5","9.0","36.2","0.3","0.0","0.4",".091","4.8","-0.1","4.7","0.3"
