"","stat","loading","year"
"1","x3PAVG",0.328579007910925,1992
"2","x2PAVG",0.479831175890899,1992
"3","xFTAVG",0.406485819717614,1992
"4","ASTtTOV",0.207952325897023,1992
"5","SPBtPFR",0.0272644743875781,1992
"6","TS",0.623278602020631,1992
"7","FTr",0.253186530892786,1992
"8","PTS",0.367354432392278,1992
"9","TRB",0.306653833005745,1992
"10","AST",0.257934243425452,1992
"11","STL",0.321203048266841,1992
"12","BLK",0.216812899298302,1992
"13","PER",0.382977229597755,1992
"14","WS",0.388942380948762,1992
"15","OWS",0.354615795302767,1992
"16","DWS",0.361392786159947,1992
