"","stat","loading","year"
"183","FTr",0.399830081665589,1963
"184","PTS",0.42158102486142,1963
"185","TRB",0.37082770290662,1963
"186","AST",0.265620968857295,1963
"187","STL",0,1963
"188","BLK",0,1963
"189","PER",0.429370601333186,1963
"190","WS",0.426758521050257,1963
"191","OWS",0.384234073831535,1963
"192","DWS",0.316360527034749,1963
"193","x3PAVG",0,1964
"194","x2PAVG",0.604614132375703,1964
"195","xFTAVG",0.142600491997406,1964
"196","ASTtTOV",5.55111512312578e-17,1964
"197","SPBtPFR",0,1964
"198","TS",0.571549003213373,1964
"199","FTr",0.536132994264925,1964
"200","PTS",0.411181244392706,1964
"201","TRB",0.354544128039437,1964
"202","AST",0.313847520844749,1964
"203","STL",0,1964
"204","BLK",0,1964
"205","PER",0.431414998355244,1964
"206","WS",0.427789793847889,1964
"207","OWS",0.379865508582105,1964
"208","DWS",0.305462544439429,1964
"209","x3PAVG",0,1965
"210","x2PAVG",0.583912136682994,1965
"211","xFTAVG",0.0199259368739648,1965
"212","ASTtTOV",2.77555756156289e-17,1965
"213","SPBtPFR",1.38777878078145e-17,1965
"214","TS",0.634616316986955,1965
"215","FTr",0.505877162844804,1965
"216","PTS",0.423643530385803,1965
"217","TRB",0.345306301572152,1965
"218","AST",0.322123986327686,1965
"219","STL",8.67361737988404e-19,1965
"220","BLK",0,1965
"221","PER",0.437537981987881,1965
"222","WS",0.430529076704709,1965
"223","OWS",0.36938409921052,1965
"224","DWS",0.290321322622662,1965
"225","x3PAVG",0,1966
"226","x2PAVG",0.60072789095933,1966
"227","xFTAVG",0.235667768360871,1966
"228","ASTtTOV",2.77555756156289e-17,1966
"229","SPBtPFR",0,1966
"230","TS",0.545720619029919,1966
"231","FTr",0.534579937843691,1966
"232","PTS",0.418723212234879,1966
"233","TRB",0.321075652827682,1966
"234","AST",0.314837493831655,1966
"235","STL",0,1966
"236","BLK",0,1966
"237","PER",0.433814888795111,1966
"238","WS",0.428176057236588,1966
"239","OWS",0.378518020107448,1966
"240","DWS",0.328104653880037,1966
"241","x3PAVG",0,1967
"242","x2PAVG",0.556889676144395,1967
"243","xFTAVG",0.289008493118612,1967
"244","ASTtTOV",0,1967
"245","SPBtPFR",0,1967
"246","TS",0.57781523915178,1967
"247","FTr",0.521993801604072,1967
"248","PTS",0.400900131670312,1967
"249","TRB",0.321438583973398,1967
"250","AST",0.325204935512748,1967
"251","STL",0,1967
"252","BLK",0,1967
"253","PER",0.426937406409884,1967
"254","WS",0.423760494324588,1967
"255","OWS",0.378058528868959,1967
"256","DWS",0.354148717751842,1967
"257","x3PAVG",0,1968
"258","x2PAVG",0.560646822149686,1968
"259","xFTAVG",0.335712406769801,1968
"260","ASTtTOV",2.77555756156289e-17,1968
"261","SPBtPFR",6.93889390390723e-18,1968
"262","TS",0.537410394607895,1968
"263","FTr",0.533068840321466,1968
"264","PTS",0.409146647832714,1968
"265","TRB",0.33606339224955,1968
"266","AST",0.323467797589033,1968
"267","STL",4.33680868994202e-19,1968
"268","BLK",1.35525271560688e-20,1968
"269","PER",0.415144024579134,1968
"270","WS",0.422355429600239,1968
"271","OWS",0.375295798506942,1968
"272","DWS",0.351359352296693,1968
"273","x3PAVG",0,1969
"274","x2PAVG",0.637012764285197,1969
"275","xFTAVG",0.332894099916825,1969
"276","ASTtTOV",0,1969
"277","SPBtPFR",0,1969
"278","TS",0.551012279719328,1969
"279","FTr",0.424006749918924,1969
"280","PTS",0.415826396202982,1969
"281","TRB",0.326092513788503,1969
"282","AST",0.315984290561598,1969
"283","STL",8.67361737988404e-19,1969
"284","BLK",0,1969
"285","PER",0.427887982648399,1969
"286","WS",0.43006971845188,1969
"287","OWS",0.381100646568484,1969
"288","DWS",0.32805520503584,1969
"289","x3PAVG",0,1970
"290","x2PAVG",0.578413534343036,1970
"291","xFTAVG",0.0791284131154396,1970
"292","ASTtTOV",2.77555756156289e-17,1970
"293","SPBtPFR",8.67361737988404e-19,1970
"294","TS",0.648775174148171,1970
"295","FTr",0.488126265361371,1970
"296","PTS",0.419404386805152,1970
"297","TRB",0.313734192793852,1970
"298","AST",0.315557218188627,1970
"299","STL",0,1970
"300","BLK",0,1970
"301","PER",0.408274299923357,1970
"302","WS",0.426984649787978,1970
"303","OWS",0.385839356134573,1970
"304","DWS",0.358076325348141,1970
"305","x3PAVG",0,1971
"306","x2PAVG",0.56384818281835,1971
"307","xFTAVG",0.0285405977244096,1971
"308","ASTtTOV",0,1971
"309","SPBtPFR",6.93889390390723e-18,1971
"310","TS",0.685193497213017,1971
"311","FTr",0.460185323963046,1971
"312","PTS",0.413398785194922,1971
"313","TRB",0.318459499659533,1971
"314","AST",0.320700167293961,1971
"315","STL",4.33680868994202e-19,1971
"316","BLK",0,1971
"317","PER",0.422313782881427,1971
"318","WS",0.421009346293129,1971
"319","OWS",0.375823565913849,1971
"320","DWS",0.357764224873867,1971
"321","x3PAVG",0,1972
"322","x2PAVG",0.617892353417442,1972
"323","xFTAVG",0.00647487954051729,1972
"324","ASTtTOV",5.55111512312578e-17,1972
"325","SPBtPFR",6.93889390390723e-18,1972
"326","TS",0.645409007886974,1972
"327","FTr",0.449014841694062,1972
"328","PTS",0.401648071153642,1972
"329","TRB",0.305960964677499,1972
"330","AST",0.33841413911117,1972
"331","STL",0,1972
"332","BLK",0,1972
"333","PER",0.426277351947341,1972
"334","WS",0.423740057797045,1972
"335","OWS",0.384094535426912,1972
"336","DWS",0.348921131449391,1972
"337","x3PAVG",0,1973
"338","x2PAVG",0.654060945977797,1973
"339","xFTAVG",0.119369336354534,1973
"340","ASTtTOV",0,1973
"341","SPBtPFR",6.93889390390723e-18,1973
"342","TS",0.632171201709576,1973
"343","FTr",0.397887939266797,1973
"344","PTS",0.403559085758197,1973
"345","TRB",0.317039407562977,1973
"346","AST",0.348118114070467,1973
"347","STL",0,1973
"348","BLK",0,1973
"349","PER",0.418328882371009,1973
"350","WS",0.423472776254735,1973
"351","OWS",0.385360675654191,1973
"352","DWS",0.335572288210485,1973
"353","x3PAVG",0,1974
"354","x2PAVG",0.540281758566066,1974
"355","xFTAVG",0.474727810258999,1974
"356","ASTtTOV",1.66533453693773e-16,1974
"357","SPBtPFR",0.261574335509061,1974
"358","TS",0.643300273685851,1974
"359","FTr",0.0217428702373283,1974
"360","PTS",0.371864205117183,1974
"361","TRB",0.308697845883505,1974
"362","AST",0.292331893565935,1974
"363","STL",0.306478697191869,1974
"364","BLK",0.235365546163351,1974
"365","PER",0.384644074414136,1974
"366","WS",0.390441175407562,1974
"367","OWS",0.347519479649728,1974
"368","DWS",0.33237542114128,1974
"369","x3PAVG",0,1975
"370","x2PAVG",0.544967319752612,1975
"371","xFTAVG",0.440404952685456,1975
"372","ASTtTOV",0,1975
"373","SPBtPFR",0.00734399663855548,1975
"374","TS",0.629402638174363,1975
"375","FTr",0.335935236056447,1975
"376","PTS",0.371391068686322,1975
"377","TRB",0.297120035111276,1975
"378","AST",0.291009215718094,1975
"379","STL",0.31131933846874,1975
"380","BLK",0.225146619270429,1975
"381","PER",0.381917159530829,1975
"382","WS",0.389946561962984,1975
"383","OWS",0.350018021629661,1975
"384","DWS",0.347936217046658,1975
"385","x3PAVG",0,1976
"386","x2PAVG",0.553196850361428,1976
"387","xFTAVG",0.217385668931176,1976
"388","ASTtTOV",5.55111512312578e-17,1976
"389","SPBtPFR",0.216428269613122,1976
"390","TS",0.680776927379227,1976
"391","FTr",0.369348473604413,1976
"392","PTS",0.369964626001092,1976
"393","TRB",0.309758201448927,1976
"394","AST",0.28602043173757,1976
"395","STL",0.313107909521926,1976
