"","stat","loading","year"
"1","x3PAVG",0,1976
"2","x2PAVG",0.553196850361428,1976
"3","xFTAVG",0.217385668931176,1976
"4","ASTtTOV",5.55111512312578e-17,1976
"5","SPBtPFR",0.216428269613122,1976
"6","TS",0.680776927379227,1976
"7","FTr",0.369348473604413,1976
"8","PTS",0.369964626001092,1976
"9","TRB",0.309758201448927,1976
"10","AST",0.28602043173757,1976
"11","STL",0.313107909521926,1976
"12","BLK",0.230094502541656,1976
"13","PER",0.383136101719345,1976
"14","WS",0.385615851316273,1976
"15","OWS",0.339024885466128,1976
"16","DWS",0.352076087620529,1976
