"","stat","loading","year"
"1","x3PAVG",0,1978
"2","x2PAVG",0.515865366959628,1978
"3","xFTAVG",0.248758375790259,1978
"4","ASTtTOV",0.0574739399892531,1978
"5","SPBtPFR",0.298735931161085,1978
"6","TS",0.64906917456567,1978
"7","FTr",0.397699622742932,1978
"8","PTS",0.375475954202225,1978
"9","TRB",0.312971914750974,1978
"10","AST",0.253015318325056,1978
"11","STL",0.294498072501575,1978
"12","BLK",0.237355813035606,1978
"13","PER",0.389676872907574,1978
"14","WS",0.395870439990039,1978
"15","OWS",0.348829588319274,1978
"16","DWS",0.351765814389411,1978
