"","stat","loading","year"
"1","x3PAVG",0,1970
"2","x2PAVG",0.578413534343036,1970
"3","xFTAVG",0.0791284131154396,1970
"4","ASTtTOV",2.77555756156289e-17,1970
"5","SPBtPFR",8.67361737988404e-19,1970
"6","TS",0.648775174148171,1970
"7","FTr",0.488126265361371,1970
"8","PTS",0.419404386805152,1970
"9","TRB",0.313734192793852,1970
"10","AST",0.315557218188627,1970
"11","STL",0,1970
"12","BLK",0,1970
"13","PER",0.408274299923357,1970
"14","WS",0.426984649787978,1970
"15","OWS",0.385839356134573,1970
"16","DWS",0.358076325348141,1970
