"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Alaa Abdelnaby","PF","26","TOT","54","0","506","118","231",".511","0","2",".000","118","229",".515",".511","20","35",".571","37","77","114","13","15","12","45","104","256",1995,"12.6",".519",".009",".152","8.7","17.4","13.1","5.0","1.5","1.8","15.4","25.6","-0.4","0.7","0.3",".027","-4.4","0.1","-4.3","-0.3"
"2","Mahmoud Abdul-Rauf","PG","25","DEN","73","43","2082","472","1005",".470","83","215",".386","389","790",".492",".511","138","156",".885","32","105","137","263","77","9","119","126","1165",1995,"17.8",".543",".214",".155","1.9","5.9","3.9","23.0","1.9","0.3","10.0","25.8","3.8","1.3","5.0",".115","2.3","-1.2","1.2","1.7"
"3","Michael Adams","PG","32","CHH","29","0","443","67","148",".453","29","81",".358","38","67",".567",".551","25","30",".833","6","23","29","95","23","1","26","41","188",1995,"17.7",".583",".547",".203","1.7","5.9","3.9","34.6","2.7","0.2","13.9","19.6","1.1","0.5","1.6",".169","2.5","0.8","3.3","0.6"
"4","Rafael Addison","SF","30","DET","79","16","1776","279","586",".476","24","83",".289","255","503",".507",".497","74","99",".747","67","175","242","109","53","25","76","236","656",1995,"11.3",".521",".142",".169","4.4","11.6","8.0","9.9","1.5","1.0","10.8","17.8","0.9","0.6","1.5",".040","-2.2","-1.0","-3.3","-0.6"
"5","Danny Ainge","SG","35","PHO","74","1","1374","194","422",".460","78","214",".364","116","208",".558",".552","105","130",".808","25","84","109","210","46","7","79","155","571",1995,"14.3",".596",".507",".308","2.1","7.0","4.6","21.7","1.7","0.4","14.2","17.6","2.8","0.6","3.4",".118","0.9","-0.4","0.4","0.8"
"6","Victor Alexander","C","25","GSW","50","29","1237","230","447",".515","6","25",".240","224","422",".531",".521","36","60",".600","87","204","291","60","28","29","76","145","502",1995,"12.8",".530",".056",".134","7.7","18.4","13.0","7.8","1.1","1.6","13.8","18.8","0.3","0.8","1.1",".044","-2.2","-0.7","-2.9","-0.3"
"7","Derrick Alston","C","22","PHI","64","1","1032","120","258",".465","0","4",".000","120","254",".472",".465","59","120",".492","98","121","219","33","39","35","53","107","299",1995,"11.6",".481",".016",".465","11.0","13.8","12.4","5.1","2.0","2.5","14.6","15.7","0.0","1.0","1.0",".045","-2.5","-0.1","-2.6","-0.2"
"8","Greg Anderson","PF","30","ATL","51","0","622","57","104",".548","0","0","0","57","104",".548",".548","34","71",".479","62","126","188","17","23","32","32","103","148",1995,"12.6",".547",".000",".683","11.3","24.2","17.6","4.1","2.0","3.9","19.1","12.2","0.3","1.3","1.5",".118","-3.9","1.7","-2.2","0.0"
"9","Kenny Anderson","PG","24","NJN","72","70","2689","411","1031",".399","97","294",".330","314","737",".426",".446","348","414",".841","73","177","250","680","103","14","225","184","1267",1995,"18.0",".522",".285",".402","3.0","7.2","5.1","43.1","2.0","0.4","15.6","23.5","4.8","2.0","6.8",".122","3.0","-0.7","2.2","2.8"
"10","Nick Anderson","SG","27","ORL","76","76","2588","439","923",".476","179","431",".415","260","492",".528",".573","143","203",".704","85","250","335","314","125","22","141","124","1200",1995,"17.5",".593",".467",".220","3.9","10.7","7.4","17.4","2.4","0.6","12.2","19.1","5.7","2.6","8.3",".154","3.4","0.7","4.0","3.9"
"11","Willie Anderson","SG","28","SAS","38","11","556","76","162",".469","3","19",".158","73","143",".510",".478","30","41",".732","15","40","55","52","26","10","38","71","185",1995,"10.3",".514",".117",".253","3.2","7.8","5.6","13.8","2.4","1.2","17.4","17.3","0.0","0.7","0.7",".061","-2.8","1.7","-1.1","0.1"
"12","Greg Anthony","PG","27","NYK","61","2","943","128","293",".437","56","155",".361","72","138",".522",".532","60","76",".789","7","57","64","160","50","7","57","99","372",1995,"15.0",".570",".529",".259","0.9","6.8","4.0","27.4","2.8","0.6","14.9","18.6","1.5","1.4","2.9",".147","0.9","1.7","2.5","1.1"
"13","B.J. Armstrong","PG","27","CHI","82","82","2577","418","894",".468","108","253",".427","310","641",".484",".528","206","233",".884","25","161","186","244","84","8","103","159","1150",1995,"15.1",".577",".283",".261","1.1","7.4","4.3","14.7","1.7","0.2","9.4","19.0","5.4","2.8","8.1",".152","1.0","-0.1","1.0","1.9"
"14","Darrell Armstrong","PG","26","ORL","3","0","8","3","8",".375","2","6",".333","1","2",".500",".500","2","2","1.000","1","0","1","3","1","0","1","3","10",1995,"40.2",".563",".750",".250","14.8","0.0","7.2","76.1","6.3","0.0","10.1","53.0","0.1","0.0","0.1",".492","13.9","3.7","17.6","0.0"
"15","Vincent Askew","SG","28","SEA","71","1","1721","248","504",".492","31","94",".330","217","410",".529",".523","176","238",".739","65","116","181","176","49","13","85","191","703",1995,"13.6",".577",".187",".472","4.6","7.9","6.2","14.8","1.4","0.6","12.3","17.4","3.3","1.3","4.6",".128","0.4","-0.5","-0.1","0.8"
"16","Keith Askins","SF","27","MIA","50","5","854","81","207",".391","21","78",".269","60","129",".465",".442","46","57",".807","86","112","198","39","35","17","25","109","229",1995,"12.3",".493",".377",".275","11.6","15.7","13.6","6.5","2.1","1.5","9.7","13.3","1.0","0.9","1.9",".107","-0.5","0.4","-0.1","0.4"
"17","Stacey Augmon","SG","26","ATL","76","76","2362","397","876",".453","7","26",".269","390","850",".459",".457","252","346",".728","157","211","368","197","100","47","152","163","1053",1995,"16.0",".512",".030",".395","7.6","10.7","9.1","14.3","2.3","1.5","12.9","22.7","1.9","3.2","5.1",".103","0.1","0.6","0.7","1.6"
"18","Anthony Avent","PF","25","ORL","71","3","1066","105","244",".430","0","0","0","105","244",".430",".430","48","75",".640","97","196","293","41","28","50","53","170","258",1995,"9.8",".466",".000",".307","10.7","20.4","15.7","5.0","1.3","3.2","16.1","13.3","0.1","1.5","1.5",".069","-4.1","0.1","-4.0","-0.5"
"19","Vin Baker","PF","23","MIL","82","82","3361","594","1229",".483","7","24",".292","587","1205",".487",".486","256","432",".593","289","557","846","296","86","116","221","277","1451",1995,"16.6",".511",".020",".352","10.0","20.6","15.1","15.1","1.3","2.6","13.5","21.6","2.7","3.1","5.8",".083","0.2","-0.1","0.2","1.8"
"20","Charles Barkley*","PF","31","PHO","68","66","2382","554","1141",".486","74","219",".338","480","922",".521",".518","379","507",".748","203","553","756","276","110","45","150","201","1561",1995,"25.2",".572",".192",".444","9.8","26.8","18.2","18.9","2.3","1.4","9.9","27.5","7.4","3.3","10.6",".214","5.6","0.7","6.3","5.0"
