"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Paul Arizin*","SF","27","PHW","72","0","2724","617","1378",".448","0","0","0","617","1378",".448",".448","507","626",".810","0","0","539","189","0","0","0","282","1741",1956,"21.3",".526","0",".454","0","0","0","0","0","0","0","0","10.2","2.0","12.2",".214","0","0","0","0"
"2","Jesse Arnelle","PF","22","FTW","31","0","409","52","164",".317","0","0","0","52","164",".317",".317","43","69",".623","0","0","170","18","0","0","0","60","147",1956,"12.6",".378","0",".421","0","0","0","0","0","0","0","0","-0.6","0.6","0.0","-0.001","0","0","0","0"
"3","Dick Atha","SG","24","NYK","25","0","288","36","88",".409","0","0","0","36","88",".409",".409","21","27",".778","0","0","42","32","0","0","0","39","93",1956,"11.4",".466","0",".307","0","0","0","0","0","0","0","0","0.3","0.2","0.5",".076","0","0","0","0"
"4","Jim Baechtold","SF","28","NYK","70","0","1738","268","695",".386","0","0","0","268","695",".386",".386","233","291",".801","0","0","220","163","0","0","0","156","769",1956,"14.2",".467","0",".419","0","0","0","0","0","0","0","0","2.3","0.8","3.2",".088","0","0","0","0"
"5","Ernie Barrett","SG","26","BOS","72","0","1451","207","533",".388","0","0","0","207","533",".388",".388","93","118",".788","0","0","243","174","0","0","0","184","507",1956,"11.2",".433","0",".221","0","0","0","0","0","0","0","0","0.5","1.0","1.5",".051","0","0","0","0"
"6","Ernie Beck","SG","24","PHW","67","0","1007","136","351",".387","0","0","0","136","351",".387",".387","76","106",".717","0","0","196","79","0","0","0","86","348",1956,"11.7",".438","0",".302","0","0","0","0","0","0","0","0","0.4","0.8","1.1",".053","0","0","0","0"
"7","Don Bielke","C","23","FTW","7","0","38","5","9",".556","0","0","0","5","9",".556",".556","4","7",".571","0","0","9","1","0","0","0","9","14",1956,"12.2",".579","0",".778","0","0","0","0","0","0","0","0","0.1","0.0","0.2",".198","0","0","0","0"
"8","Carl Braun*","SG","28","NYK","72","0","2316","396","1064",".372","0","0","0","396","1064",".372",".372","320","382",".838","0","0","259","298","0","0","0","215","1112",1956,"15.2",".451","0",".359","0","0","0","0","0","0","0","0","2.4","1.2","3.6",".075","0","0","0","0"
"9","Frankie Brian","PG","32","FTW","37","0","680","78","263",".297","0","0","0","78","263",".297",".297","72","88",".818","0","0","88","74","0","0","0","62","228",1956,"9.4",".378","0",".335","0","0","0","0","0","0","0","0","-0.8","0.6","-0.2","-0.016","0","0","0","0"
"10","Nat Clifton*","PF","33","NYK","64","0","1537","213","541",".394","0","0","0","213","541",".394",".394","135","191",".707","0","0","386","151","0","0","0","189","561",1956,"13.9",".449","0",".353","0","0","0","0","0","0","0","0","1.1","1.0","2.1",".067","0","0","0","0"
