"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C","38","LAL","79","79","2629","755","1338",".564","0","2",".000","755","1336",".565",".564","336","439",".765","133","345","478","280","67","130","203","248","1846",1986,"22.7",".603",".001",".328","6.0","14.2","10.3","15.7","1.2","2.7","11.7","26.6","7.6","3.2","10.8",".197","4.4","1.0","5.4","4.9"
"2","Alvan Adams","C","31","PHO","78","45","2005","341","679",".502","0","2",".000","341","677",".504",".502","159","203",".783","148","329","477","324","103","46","206","272","841",1986,"15.3",".547",".003",".299","8.9","18.1","13.7","22.5","2.4","1.3","21.1","19.4","1.2","2.7","3.9",".094","0.2","1.5","1.6","1.8"
"3","Michael Adams","PG","23","SAC","18","0","139","16","44",".364","0","3",".000","16","41",".390",".364","8","12",".667","2","4","6","22","9","1","11","9","40",1986,"8.0",".406",".068",".273","1.6","3.2","2.4","20.3","3.0","0.4","18.2","17.5","-0.2","0.1","-0.1","-0.028","-3.6","-0.2","-3.8","-0.1"
"4","Mark Aguirre","SF","26","DAL","74","73","2501","668","1327",".503","16","56",".286","652","1271",".513",".509","318","451",".705","177","268","445","339","62","14","252","229","1670",1986,"19.2",".547",".042",".340","7.9","11.6","9.8","20.9","1.2","0.3","14.2","29.0","3.7","0.9","4.7",".090","2.3","-2.1","0.3","1.4"
"5","Danny Ainge","SG","26","BOS","80","78","2407","353","701",".504","26","73",".356","327","628",".521",".522","123","136",".904","47","188","235","405","94","7","129","204","855",1986,"13.6",".562",".104",".194","2.3","8.1","5.4","21.3","1.9","0.2","14.5","15.2","3.6","3.2","6.8",".136","-0.1","1.0","0.9","1.8"
"6","Ron Anderson","SF","27","TOT","77","30","1676","310","628",".494","2","9",".222","308","619",".498",".495","85","127",".669","130","144","274","144","56","6","82","125","707",1986,"14.0",".517",".014",".202","8.5","9.3","8.9","12.5","1.6","0.2","10.7","18.7","1.6","1.5","3.1",".090","0.3","-0.4","-0.1","0.8"
"7","John Bagley","PG","25","CLE","78","77","2472","366","865",".423","9","37",".243","357","828",".431",".428","170","215",".791","76","199","275","735","122","10","239","165","911",1986,"15.2",".475",".043",".249","3.4","8.9","6.1","40.7","2.3","0.2","19.9","19.8","1.0","2.0","3.0",".059","1.3","-0.7","0.6","1.6"
"8","James Bailey","PF","28","NYK","48","36","1245","202","443",".456","0","4",".000","202","439",".460",".456","129","167",".772","102","232","334","50","33","40","99","207","533",1986,"12.6",".516",".009",".377","8.8","22.1","15.2","6.1","1.3","2.0","16.1","20.7","0.0","2.0","1.9",".075","-3.3","0.1","-3.2","-0.4"
"9","Thurl Bailey","PF","24","UTA","82","13","2358","483","1077",".448","0","7",".000","483","1070",".451",".448","230","277",".830","148","345","493","153","42","114","144","160","1196",1986,"15.0",".499",".006",".257","6.9","15.7","11.4","9.7","0.8","2.7","10.7","23.0","1.0","3.0","4.0",".081","-0.5","-0.4","-0.9","0.7"
"10","Greg Ballard","SF","31","GSW","75","14","1792","272","570",".477","17","35",".486","255","535",".477",".492","101","126",".802","132","285","417","83","65","8","54","174","662",1986,"13.4",".529",".061",".221","7.7","17.9","12.6","6.0","1.7","0.2","7.9","14.9","2.6","1.0","3.6",".097","-0.3","-0.7","-1.0","0.4"
"11","Gene Banks","SF","26","CHI","82","33","2139","356","688",".517","0","19",".000","356","669",".532",".517","183","255",".718","178","182","360","251","81","10","139","212","895",1986,"15.5",".559",".028",".371","9.1","10.0","9.5","16.6","1.8","0.3","14.8","17.9","3.7","0.6","4.3",".097","1.6","-0.9","0.8","1.5"
"12","Ken Bannister","PF","25","NYK","70","15","1405","235","479",".491","0","1",".000","235","478",".492",".491","131","249",".526","89","233","322","42","42","24","129","208","601",1986,"10.4",".511",".002",".520","6.8","19.7","13.0","4.6","1.5","1.1","18.0","21.4","-1.3","2.0","0.7",".025","-4.2","-0.1","-4.3","-0.8"
"13","Charles Barkley*","PF","22","PHI","80","80","2952","595","1041",".572","17","75",".227","578","966",".598",".580","396","578",".685","354","672","1026","312","173","125","350","333","1603",1986,"22.4",".619",".072",".555","13.4","25.4","19.4","16.0","2.8","2.4","21.3","22.4","5.4","5.5","10.8",".176","3.1","2.0","5.1","5.3"
"14","John Battle","SG","23","ATL","64","0","639","101","222",".455","0","7",".000","101","215",".470",".455","75","103",".728","12","50","62","74","23","3","47","80","277",1986,"11.7",".518",".032",".464","2.1","8.6","5.3","16.3","1.7","0.3","15.0","20.1","0.4","0.6","1.0",".074","-2.1","0.2","-1.9","0.0"
"15","Benoit Benjamin","C","21","LAC","79","37","2088","324","661",".490","1","3",".333","323","658",".491",".491","229","307",".746","161","439","600","79","64","206","145","286","878",1986,"16.1",".551",".005",".464","8.4","23.6","15.9","5.4","1.4","5.3","15.4","18.1","1.7","2.3","4.0",".093","-1.6","1.1","-0.5","0.8"
"16","Kent Benson","C","31","DET","72","51","1344","201","415",".484","1","2",".500","200","413",".484",".486","66","83",".795","118","258","376","80","58","51","58","196","469",1986,"13.8",".519",".005",".200","9.1","20.9","14.8","7.4","2.0","2.1","11.4","14.8","1.4","1.9","3.2",".116","-1.0","1.1","0.2","0.7"
"17","Larry Bird*","SF","29","BOS","82","81","3113","796","1606",".496","82","194",".423","714","1412",".506",".521","441","492",".896","190","615","805","557","166","51","266","182","2115",1986,"25.6",".580",".121",".306","7.2","20.4","14.2","26.3","2.5","0.9","12.7","27.6","9.6","6.2","15.8",".244","6.6","2.1","8.7","8.4"
"18","Otis Birdsong","SG","30","NJN","77","74","2395","542","1056",".513","8","22",".364","534","1034",".516",".517","122","210",".581","88","114","202","261","85","17","179","228","1214",1986,"13.4",".529",".021",".199","4.1","5.4","4.7","16.3","1.6","0.4","13.5","22.1","1.4","1.8","3.2",".064","-0.4","-0.7","-1.1","0.6"
"19","Uwe Blab","C","23","DAL","48","0","409","44","94",".468","0","0","0","44","94",".468",".468","36","67",".537","25","66","91","17","3","12","28","65","124",1986,"7.6",".502",".000",".713","6.9","17.4","12.2","5.1","0.3","1.6","18.5","15.1","-0.1","0.2","0.1",".010","-4.1","-0.9","-4.9","-0.3"
"20","Rolando Blackman","SG","26","DAL","82","81","2787","677","1318",".514","4","29",".138","673","1289",".522",".515","404","483",".836","88","203","291","271","79","25","189","138","1762",1986,"19.0",".576",".022",".366","3.5","7.9","5.7","14.4","1.3","0.5","11.0","25.2","6.2","0.8","7.0",".121","2.2","-1.6","0.6","1.8"
"21","Manute Bol","C","23","WSB","80","60","2090","128","278",".460","0","1",".000","128","277",".462",".460","42","86",".488","123","354","477","23","28","397","65","255","298",1986,"11.2",".472",".004",".309","6.4","18.3","12.4","1.4","0.6","10.6","17.1","7.6","-0.4","4.2","3.9",".089","-3.8","4.7","0.9","1.5"
"22","Sam Bowie","C","24","POR","38","34","1132","167","345",".484","0","0","0","167","345",".484",".484","114","161",".708","93","234","327","99","21","96","88","142","448",1986,"15.2",".539",".000",".467","9.3","23.5","16.4","11.5","0.9","4.8","17.5","17.6","0.9","1.5","2.4",".100","-0.5","1.6","1.2","0.9"
"23","Dudley Bradley","SG","28","WSB","70","7","842","73","209",".349","17","68",".250","56","141",".397",".390","32","56",".571","24","71","95","107","85","3","44","101","195",1986,"10.2",".417",".325",".268","3.1","9.1","6.1","17.0","4.9","0.2","15.8","13.8","-0.5","1.5","1.0",".057","-4.6","4.1","-0.4","0.3"
