"","stat","loading","year"
"1","x3PAVG",0,1965
"2","x2PAVG",0.583912136682994,1965
"3","xFTAVG",0.0199259368739648,1965
"4","ASTtTOV",2.77555756156289e-17,1965
"5","SPBtPFR",1.38777878078145e-17,1965
"6","TS",0.634616316986955,1965
"7","FTr",0.505877162844804,1965
"8","PTS",0.423643530385803,1965
"9","TRB",0.345306301572152,1965
"10","AST",0.322123986327686,1965
"11","STL",8.67361737988404e-19,1965
"12","BLK",0,1965
"13","PER",0.437537981987881,1965
"14","WS",0.430529076704709,1965
"15","OWS",0.36938409921052,1965
"16","DWS",0.290321322622662,1965
