"","stat","loading","year"
"1","x3PAVG",0,1960
"2","x2PAVG",0.497309956100611,1960
"3","xFTAVG",0.136697561296704,1960
"4","ASTtTOV",0,1960
"5","SPBtPFR",0,1960
"6","TS",0.649684113860036,1960
"7","FTr",0.558486469394417,1960
"8","PTS",0.421554685142512,1960
"9","TRB",0.370642349216211,1960
"10","AST",0.22631855200393,1960
"11","STL",0,1960
"12","BLK",2.71050543121376e-20,1960
"13","PER",0.430468042436178,1960
"14","WS",0.429719603729612,1960
"15","OWS",0.384142991599506,1960
"16","DWS",0.340834707794471,1960
