"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Paul Arizin*",1952,"1674","745","170","66","2939","0","0","0","548","1222","0.448","25.5","16","14.8","1.2","0.546","0.579"
"2","Cliff Barker",1952,"126","81","70","44","494","0","0","0","48","161","0.298","10.8","0.1","-0.7","0.8","0.343","0.317"
"3","Don Barksdale*",1952,"781","601","137","62","2014","0","0","0","272","804","0.338","15.8","1.5","0.2","1.4","0.409","0.427"
"4","Leo Barnhorst",1952,"820","430","255","66","2344","0","0","0","349","897","0.389","15.9","4.7","1.3","3.5","0.419","0.208"
"5","Elmer Behnke",1952,"16","17","4","4","55","0","0","0","6","22","0.273","7.8","-0.1","-0.2","0.1","0.319","0.318"
"6","Charlie Black",1952,"17","31","9","13","117","0","0","0","6","31","0.194","1.1","-0.4","-0.5","0.1","0.234","0.387"
"7","Nelson Bobb",1952,"319","147","168","62","1192","0","0","0","110","306","0.359","10.9","1.2","0.7","0.4","0.42","0.546"
"8","Vince Boryla",1952,"500","219","90","42","1440","0","0","0","202","522","0.387","12.8","2.1","1.2","0.9","0.437","0.22"
"9","Don Boven",1952,"656","336","177","66","1982","0","0","0","200","668","0.299","12.4","1.5","-0.2","1.7","0.399","0.524"
"10","Bob Brannum",1952,"405","406","76","66","1324","0","0","0","149","404","0.369","12.4","2","0.5","1.5","0.423","0.423"
"11","Frankie Brian",1952,"1051","232","233","66","2672","0","0","0","342","972","0.352","14.8","6.1","4.3","1.8","0.452","0.445"
"12","Stan Brown",1952,"54","17","9","15","141","0","0","0","22","63","0.349","6.1","-0.1","-0.1","0","0.381","0.286"
"13","Walt Budko",1952,"254","232","91","63","1126","0","0","0","97","240","0.404","10.2","1.5","1.1","0.4","0.455","0.371"
"14","Art Burris",1952,"110","99","27","41","514","0","0","0","42","156","0.269","5.5","-0.8","-1.2","0.4","0.318","0.25"
"15","Gerry Calabrese",1952,"291","84","83","58","937","0","0","0","109","317","0.344","9.4","0.9","0","0.9","0.402","0.325"
"16","Bill Calhoun",1952,"383","252","117","55","1594","0","0","0","129","409","0.315","10.2","0.4","-0.4","0.8","0.391","0.447"
"17","Al Cervi*",1952,"417","87","148","55","850","0","0","0","99","280","0.354","21.9","5.3","4.1","1.2","0.536","0.886"
"18","Cal Christensen",1952,"88","82","34","24","374","0","0","0","29","96","0.302","10.7","0","-0.3","0.4","0.363","0.594"
"19","Nat Clifton*",1952,"658","731","209","62","2101","0","0","0","244","729","0.335","16.4","1.6","-0.7","2.3","0.391","0.351"
"20","Bill Closs",1952,"347","204","76","57","1120","0","0","0","120","389","0.308","10.4","0","-1","0.9","0.379","0.404"
"21","Jack Coleman",1952,"736","692","208","66","2606","0","0","0","308","742","0.415","15.5","5","2.7","2.3","0.451","0.228"
"22","Chuck Cooper*",1952,"543","502","134","66","1976","0","0","0","197","545","0.361","12.6","3.1","1.1","2.1","0.429","0.369"
"23","Bob Cousy*",1952,"1433","421","441","66","2681","0","0","0","512","1388","0.369","21.4","7.7","4.9","2.8","0.445","0.365"
"24","Dillard Crocker",1952,"293","111","57","38","783","0","0","0","98","279","0.351","12.3","1.2","0.6","0.6","0.427","0.52"
"25","Ed Dahler",1952,"35","22","5","14","112","0","0","0","14","38","0.368","10.3","0.1","0","0","0.426","0.184"
"26","Bob Davies*",1952,"1052","189","390","65","2394","0","0","0","379","990","0.383","17.4","6.3","4.7","1.6","0.455","0.383"
"27","Nate DeLong",1952,"64","31","14","17","132","0","0","0","20","42","0.476","21.1","0.8","0.7","0.1","0.557","0.833"
"28","Dick Dickey",1952,"127","81","50","45","440","0","0","0","40","136","0.294","9.6","0.3","-0.2","0.4","0.382","0.507"
"29","Bob Donham",1952,"551","330","228","66","1980","0","0","0","201","413","0.487","14.3","6.1","4.2","1.9","0.508","0.709"
"30","Dike Eddleman",1952,"743","269","135","66","1904","0","0","0","270","813","0.332","11.1","-0.1","-1.5","1.4","0.387","0.408"
"31","Jake Fendley",1952,"183","80","58","58","651","0","0","0","54","170","0.318","9.8","1","0.5","0.5","0.432","0.559"
"32","Larry Foust",1952,"1047","880","200","66","2615","0","0","0","390","989","0.394","21.2","7.1","3.9","3.2","0.45","0.398"
"33","Jerry Fowler",1952,"9","10","2","6","41","0","0","0","4","13","0.308","3.8","-0.1","-0.1","0","0.305","0.308"
"34","Joe Fulks*",1952,"922","368","123","61","1904","0","0","0","336","1078","0.312","11.8","-1.8","-2.5","0.7","0.381","0.281"
"35","Bill Gabor",1952,"488","93","86","57","1085","0","0","0","173","538","0.322","9.8","0.5","-0.5","1","0.394","0.34"
"36","Harry Gallatin*",1952,"741","661","115","66","1931","0","0","0","233","527","0.442","22","8.9","7","1.9","0.547","0.647"
"37","Vern Gardner",1952,"159","112","37","27","507","0","0","0","72","194","0.371","11.1","-0.1","-0.3","0.2","0.389","0.119"
"38","Joe Graboski",1952,"904","655","130","66","2439","0","0","0","320","827","0.387","17.3","7.2","3.4","3.8","0.451","0.479"
"39","Alex Hannum*",1952,"438","336","133","66","1508","0","0","0","170","462","0.368","0","0","0","0","0.419","0.299"
"40","Bob Harris",1952,"514","531","120","66","1899","0","0","0","190","463","0.41","14.1","4.3","2.2","2.1","0.463","0.451"
"41","Bob Harrison",1952,"401","160","188","65","1712","0","0","0","156","487","0.32","8.2","2.2","-1","3.2","0.37","0.255"
"42","Lew Hitch",1952,"217","243","50","61","849","0","0","0","77","215","0.358","14","2.7","0.4","2.3","0.423","0.437"
"43","Joe Holland",1952,"226","166","47","55","737","0","0","0","93","265","0.351","11.5","0.6","-0.5","1.1","0.383","0.26"
"44","Red Holzman*",1952,"269","106","115","65","1065","0","0","0","104","372","0.28","6.6","-1.5","-2.1","0.6","0.329","0.228"
"45","Mel Hutchins",1952,"607","880","190","66","2618","0","0","0","231","633","0.365","16.7","3.8","0.7","3","0.415","0.355"
"46","Joe Hutton",1952,"155","85","62","60","723","0","0","0","53","158","0.335","8","1.5","0.2","1.3","0.41","0.443"
"47","Arnie Johnson",1952,"657","404","182","66","2158","0","0","0","178","411","0.433","16.4","8.7","7.1","1.6","0.565","0.942"
"48","Ralph Johnson",1952,"523","222","210","66","2265","0","0","0","211","592","0.356","8.8","1.6","0","1.6","0.4","0.236"
"49","Neil Johnston*",1952,"382","342","39","64","993","0","0","0","141","299","0.472","18.8","3.4","2.9","0.5","0.523","0.505"
"50","Wah Wah Jones",1952,"430","283","150","58","1320","0","0","0","164","524","0.313","13.5","0.8","-1.4","2.1","0.368","0.26"
"51","Noble Jorgensen",1952,"529","288","63","66","1318","0","0","0","190","460","0.413","16.3","4.8","3.1","1.7","0.488","0.407"
"52","George Kaftan",1952,"322","196","88","52","955","0","0","0","115","307","0.375","14.7","1.7","1","0.8","0.44","0.436"
"53","Jack Kerris",1952,"589","514","212","66","2148","0","0","0","186","480","0.388","16.1","5.9","3.7","2.3","0.473","0.677"
"54","Jack Kiley",1952,"118","49","62","47","477","0","0","0","44","193","0.228","3.7","-1.8","-2.1","0.4","0.272","0.28"
"55","George King",1952,"658","274","244","66","1889","0","0","0","235","579","0.406","16.6","6.4","3.9","2.5","0.473","0.456"
"56","Walt Kirk",1952,"111","44","28","11","396","0","0","0","28","101","0.277","9.7","0.4","0.1","0.3","0.41","0.772"
"57","Frank Kudelka",1952,"606","275","183","65","1583","0","0","0","204","614","0.332","14.2","1.7","0.8","0.9","0.416","0.42"
"58","Bob Lavoy",1952,"648","479","107","63","1829","0","0","0","240","604","0.397","17.1","5.8","2.9","2.9","0.461","0.369"
"59","Don Lofgran",1952,"454","257","48","63","1254","0","0","0","149","417","0.357","13.9","2.9","1.3","1.6","0.442","0.525"
"60","Ray Lumpp",1952,"458","125","123","62","1317","0","0","0","184","476","0.387","11.4","1.9","1.1","0.8","0.433","0.25"
"61","Ed Macauley*",1952,"1264","529","232","66","2631","0","0","0","384","888","0.432","22.6","13.8","11.3","2.6","0.544","0.699"
"62","John Mahnken",1952,"182","132","63","60","581","0","0","0","78","227","0.344","10.8","0.1","-0.6","0.6","0.37","0.189"
"63","Slater Martin*",1952,"616","228","249","66","2480","0","0","0","237","632","0.375","10.8","6.3","1.8","4.5","0.43","0.301"
"64","John McConathy",1952,"14","20","8","11","106","0","0","0","4","29","0.138","1.7","-0.5","-0.6","0.1","0.199","0.483"
"65","Alfred McGuire*",1952,"208","121","107","59","788","0","0","0","72","167","0.431","12.8","1.9","1.3","0.6","0.471","0.731"
"66","Dick McGuire*",1952,"591","332","388","64","2018","0","0","0","204","474","0.43","18.9","6.6","4.7","1.9","0.491","0.612"
"67","Bones McKinney",1952,"337","175","111","63","1083","0","0","0","136","418","0.325","9.4","0","-1","1","0.372","0.191"
"68","Joe McNamee",1952,"166","137","40","58","695","0","0","0","68","222","0.306","0","0","0","0","0.34","0.225"
"69","Dick Mehen",1952,"703","282","171","65","2294","0","0","0","293","824","0.356","10.6","0.6","-1","1.6","0.392","0.203"
"70","Stan Miasek",1952,"779","639","140","66","2174","0","0","0","258","707","0.365","16.5","4.1","2.6","1.4","0.447","0.526"
"71","Ed Mikan",1952,"520","492","87","66","1781","0","0","0","202","571","0.354","11.5","0.8","0","0.8","0.409","0.259"
"72","George Mikan*",1952,"1523","866","194","64","2572","0","0","0","545","1414","0.385","26.5","14.4","6.4","8","0.459","0.393"
