"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Paul Arizin*",1956,"1741","539","189","72","2724","0","0","0","617","1378","0.448","21.3","12.2","10.2","2","0.526","0.454"
"2","Jesse Arnelle",1956,"147","170","18","31","409","0","0","0","52","164","0.317","12.6","0","-0.6","0.6","0.378","0.421"
"3","Dick Atha",1956,"93","42","32","25","288","0","0","0","36","88","0.409","11.4","0.5","0.3","0.2","0.466","0.307"
"4","Jim Baechtold",1956,"769","220","163","70","1738","0","0","0","268","695","0.386","14.2","3.2","2.3","0.8","0.467","0.419"
"5","Ernie Barrett",1956,"507","243","174","72","1451","0","0","0","207","533","0.388","11.2","1.5","0.5","1","0.433","0.221"
"6","Ernie Beck",1956,"348","196","79","67","1007","0","0","0","136","351","0.387","11.7","1.1","0.4","0.8","0.438","0.302"
"7","Don Bielke",1956,"14","9","1","7","38","0","0","0","5","9","0.556","12.2","0.2","0.1","0","0.579","0.778"
"8","Carl Braun*",1956,"1112","259","298","72","2316","0","0","0","396","1064","0.372","15.2","3.6","2.4","1.2","0.451","0.359"
"9","Frankie Brian",1956,"228","88","74","37","680","0","0","0","78","263","0.297","9.4","-0.2","-0.8","0.6","0.378","0.335"
"10","Nat Clifton*",1956,"561","386","151","64","1537","0","0","0","213","541","0.394","13.9","2.1","1.1","1","0.449","0.353"
"11","Jack Coleman",1956,"957","688","294","75","2738","0","0","0","390","946","0.412","15.1","6.4","2.2","4.1","0.453","0.263"
"12","Ed Conlin",1956,"543","326","145","66","1423","0","0","0","211","574","0.368","13.8","2","-0.2","2.2","0.416","0.31"
"13","Chuck Cooper*",1956,"302","239","89","67","1144","0","0","0","101","308","0.328","9.3","1.1","-0.2","1.3","0.412","0.432"
"14","Bob Cousy*",1956,"1356","492","642","72","2767","0","0","0","440","1223","0.36","20.2","6.8","4.3","2.6","0.461","0.461"
"15","Red Davis",1956,"2","4","1","3","16","0","0","0","0","6","0","-3.3","-0.1","-0.1","0","0.145","0.333"
"16","Walt Davis",1956,"323","276","56","70","1097","0","0","0","123","333","0.369","7.7","0.8","0","0.9","0.422","0.336"
"17","George Dempsey",1956,"340","264","205","72","1444","0","0","0","126","265","0.475","12.8","3.5","2.3","1.2","0.521","0.525"
"18","Corky Devlin",1956,"546","171","138","69","1535","0","0","0","200","541","0.37","11.3","1.8","0.6","1.2","0.436","0.355"
"19","Walter Dukes",1956,"465","443","39","60","1290","0","0","0","149","370","0.403","13.8","2.8","1.9","0.9","0.491","0.638"
"20","Dick Farley",1956,"479","165","151","72","1429","0","0","0","168","451","0.373","10.8","2.5","0.8","1.7","0.442","0.459"
"21","Ron Feiereisel",1956,"30","6","6","10","59","0","0","0","8","28","0.286","12.2","0","0","0","0.428","0.571"
