"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Don Anielak",1955,"3","2","0","1","10","0","0","0","0","4","0","1.8","-0.1","-0.1","0","0.26","1"
"2","Paul Arizin*",1955,"1512","675","210","72","2953","0","0","0","529","1325","0.399","18.2","8.7","5.8","2.9","0.478","0.442"
"3","Jim Baechtold",1955,"1003","307","218","72","2536","0","0","0","362","898","0.403","13.9","6","4.1","1.8","0.479","0.378"
"4","Don Barksdale*",1955,"754","545","129","72","1790","0","0","0","267","699","0.382","14.3","2.2","1.2","1","0.445","0.484"
"5","Bob Brannum",1955,"442","492","127","71","1623","0","0","0","176","465","0.378","10.8","1.1","0.2","0.9","0.424","0.273"
"6","Carl Braun*",1955,"1074","295","274","71","2479","0","0","0","400","1032","0.388","14.6","4.7","2.8","1.9","0.454","0.331"
"7","Tom Brennan",1955,"10","5","2","11","52","0","0","0","5","11","0.455","5.6","0.1","0","0","0.455","0"
"8","Frankie Brian",1955,"691","127","142","71","1381","0","0","0","237","623","0.38","15.7","3.6","2.5","1.2","0.47","0.409"
"9","Bill Calhoun",1955,"454","290","235","69","2109","0","0","0","144","480","0.3","9","1.4","-0.9","2.3","0.389","0.492"
"10","Bob Carney",1955,"69","45","16","19","244","0","0","0","24","64","0.375","8.7","0.3","0","0.3","0.423","0.625"
"11","Fred Christ",1955,"20","8","7","6","48","0","0","0","5","18","0.278","16.7","0.1","0","0","0.438","0.611"
"12","Cal Christensen",1955,"352","388","104","71","1204","0","0","0","114","305","0.374","13.7","1.7","0.8","1","0.445","0.675"
"13","Nat Clifton*",1955,"944","612","198","72","2390","0","0","0","360","932","0.386","15","3.7","1.3","2.4","0.439","0.352"
"14","Jack Coleman",1955,"924","729","232","72","2482","0","0","0","400","866","0.462","18.2","6.2","4.3","1.9","0.488","0.211"
"15","Bert Cook",1955,"118","72","33","37","424","0","0","0","42","133","0.316","8.5","0","-0.4","0.3","0.381","0.376"
"16","Chuck Cooper*",1955,"573","385","151","70","1749","0","0","0","193","569","0.339","12.3","2.4","0.2","2.2","0.422","0.438"
"17","Larry Costello",1955,"118","49","78","19","463","0","0","0","46","139","0.331","10.5","0.2","-0.2","0.4","0.385","0.23"
"18","Bob Cousy*",1955,"1504","424","557","71","2747","0","0","0","522","1316","0.397","21.3","7.8","6.3","1.5","0.48","0.433"
"19","Bob Davies*",1955,"872","205","355","72","1870","0","0","0","326","785","0.415","18.5","5.2","4","1.2","0.477","0.373"
"20","Walt Davis",1955,"175","206","36","61","766","0","0","0","70","182","0.385","9.4","0.9","0.1","0.8","0.431","0.264"
"21","George Dempsey",1955,"352","236","174","48","1387","0","0","0","127","360","0.353","10.8","1.5","0.2","1.4","0.417","0.392"
"22","Fred Diute",1955,"11","13","4","7","72","0","0","0","2","21","0.095","-2.3","-0.3","-0.4","0.1","0.209","0.571"
"23","Dick Farley",1955,"408","167","111","69","1113","0","0","0","136","353","0.385","12.7","3","1.3","1.6","0.462","0.569"
"24","Ray Felix",1955,"1038","818","67","72","2024","0","0","0","364","832","0.438","20.4","7.2","4.8","2.5","0.494","0.599"
"25","Danny Finn",1955,"207","157","155","43","820","0","0","0","77","265","0.291","10.1","-0.3","-1.3","1","0.342","0.325"
"26","Larry Foust",1955,"1189","700","118","70","2264","0","0","0","398","818","0.487","23","13.3","10.3","3","0.57","0.627"
"27","Jim Fritsche",1955,"45","32","4","16","151","0","0","0","16","48","0.333","6.7","0.1","-0.1","0.1","0.409","0.333"
