"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Álex Abrines",2018,"353","114","28","75","1134","84","221","0.38","31","70","0.443","9","2.2","1.3","1","0.567","0.158"
"2","Quincy Acy",2018,"411","257","57","70","1359","102","292","0.349","28","73","0.384","8.2","1","-0.1","1.1","0.525","0.164"
"3","Steven Adams",2018,"1056","685","88","76","2487","0","2","0","448","710","0.631","20.6","9.7","6.7","3","0.63","0.402"
"4","Bam Adebayo",2018,"477","381","101","69","1368","0","7","0","174","333","0.523","15.7","4.2","2.3","1.9","0.57","0.526"
"5","Arron Afflalo",2018,"179","66","30","53","682","27","70","0.386","38","92","0.413","5.8","0.1","-0.1","0.2","0.516","0.16"
"6","Cole Aldrich",2018,"12","15","3","21","49","0","0","0","5","15","0.333","6","0","-0.1","0.1","0.34","0.4"
"7","LaMarcus Aldridge",2018,"1735","635","152","75","2509","27","92","0.293","660","1255","0.526","25","10.9","7.4","3.5","0.57","0.296"
"8","Jarrett Allen",2018,"587","388","49","72","1441","5","15","0.333","229","382","0.599","17.5","4.2","2.7","1.5","0.636","0.37"
"9","Kadeem Allen",2018,"19","11","12","18","107","0","11","0","6","11","0.545","2.6","-0.1","-0.2","0.1","0.366","0.409"
"10","Tony Allen",2018,"103","47","9","22","273","4","12","0.333","40","79","0.506","8.7","0.1","-0.2","0.2","0.514","0.231"
"11","Al-Farouq Aminu",2018,"644","525","84","69","2072","125","339","0.369","105","243","0.432","12","4.2","0.9","3.2","0.522","0.137"
"12","Justin Anderson",2018,"236","93","25","38","519","34","103","0.33","53","99","0.535","13","1.2","0.6","0.7","0.54","0.188"
"13","Kyle Anderson",2018,"585","396","202","74","1978","19","57","0.333","212","381","0.556","15.9","6.2","2.4","3.8","0.582","0.333"
"14","Ryan Anderson",2018,"617","331","60","66","1725","131","339","0.386","76","141","0.539","12.6","4.8","3.1","1.7","0.592","0.194"
"15","Ike Anigbogu",2018,"13","9","0","11","30","0","0","0","4","9","0.444","21.6","0.1","0.1","0","0.558","0.667"
"16","Giannis Antetokounmpo",2018,"2014","753","361","75","2756","43","140","0.307","699","1262","0.554","27.3","11.9","8.3","3.6","0.598","0.457"
"17","Carmelo Anthony",2018,"1261","453","103","78","2501","169","474","0.357","303","694","0.437","12.7","3.7","1.2","2.5","0.503","0.165"
"18","OG Anunoby",2018,"438","184","55","74","1481","73","197","0.371","90","149","0.604","10","3","1.4","1.6","0.587","0.179"
"19","Ryan Arcidiacono",2018,"48","25","35","24","304","9","31","0.29","8","10","0.8","7.3","0.3","0.1","0.2","0.55","0.146"
"20","Trevor Ariza",2018,"782","294","105","67","2269","170","462","0.368","98","189","0.519","11.8","5.3","2.6","2.8","0.567","0.137"
"21","Darrell Arthur",2018,"54","15","9","19","141","8","23","0.348","14","24","0.583","8.4","0","-0.2","0.1","0.559","0.064"
"22","Jamel Artis",2018,"77","38","18","15","279","8","29","0.276","23","50","0.46","6.9","0","-0.1","0.1","0.457","0.152"
"23","Ömer Asik",2018,"22","47","3","18","182","0","0","0","9","22","0.409","3.1","-0.1","-0.2","0.2","0.397","0.591"
"24","D.J. Augustin",2018,"766","160","287","75","1760","114","272","0.419","130","268","0.485","15.4","4.1","3.3","0.8","0.615","0.35"
"25","Luke Babbitt",2018,"259","96","31","50","715","60","156","0.385","31","59","0.525","9.8","0.9","0.5","0.4","0.576","0.102"
"26","Dwayne Bacon",2018,"175","124","38","53","713","11","43","0.256","61","149","0.409","5.8","-0.1","-0.7","0.6","0.431","0.13"
"27","Ron Baker",2018,"71","30","47","29","385","11","33","0.333","9","26","0.346","9.3","0.5","0.1","0.4","0.504","0.441"
"28","Wade Baldwin",2018,"38","8","5","7","80","4","5","0.8","10","16","0.625","16.6","0.3","0.2","0.1","0.748","0.476"
"29","Lonzo Ball",2018,"528","360","376","52","1780","90","295","0.305","113","269","0.42","12.5","2","-0.5","2.5","0.444","0.126"
"30","J.J. Barea",2018,"801","201","434","69","1603","115","313","0.367","188","377","0.499","17.8","3.3","2.3","1","0.545","0.148"
"31","Harrison Barnes",2018,"1452","468","152","77","2634","119","333","0.357","418","875","0.478","15.8","3.8","2","1.9","0.539","0.259"
"32","Will Barton",2018,"1268","409","331","81","2683","156","422","0.37","309","606","0.51","16.2","6.2","4.4","1.8","0.562","0.22"
"33","Nicolas Batum",2018,"740","306","349","64","1981","92","274","0.336","178","376","0.473","14.4","3.5","1.7","1.8","0.523","0.2"
"34","Jerryd Bayless",2018,"307","80","54","39","925","54","146","0.37","55","116","0.474","7.5","1.1","0.2","0.9","0.546","0.168"
"35","Aron Baynes",2018,"482","434","93","81","1485","3","21","0.143","207","425","0.487","12","3","0.5","2.5","0.502","0.175"
"36","Kent Bazemore",2018,"836","248","228","65","1789","108","274","0.394","176","402","0.438","14.5","2.2","0.2","2","0.547","0.297"
"37","Bradley Beal",2018,"1857","363","373","82","2977","199","530","0.375","484","954","0.507","18.4","6.9","4.4","2.5","0.564","0.249"
"38","Malik Beasley",2018,"196","71","31","62","583","28","82","0.341","45","96","0.469","9","0.3","0.1","0.3","0.509","0.185"
"39","Michael Beasley",2018,"976","414","123","74","1653","34","86","0.395","375","721","0.52","17.8","2.4","0.9","1.5","0.556","0.197"
"40","Marco Belinelli",2018,"971","151","148","80","1947","149","395","0.377","188","369","0.509","14.1","3.7","2.4","1.3","0.581","0.213"
"41","Jordan Bell",2018,"262","207","102","57","809","0","4","0","116","181","0.641","18","2.9","1.6","1.4","0.641","0.238"
"42","DeAndre' Bembry",2018,"136","72","49","26","455","11","30","0.367","42","98","0.429","7.6","-0.4","-0.9","0.5","0.477","0.258"
"43","Dragan Bender",2018,"531","361","130","82","2069","118","322","0.366","69","162","0.426","7.1","0.1","-0.7","0.8","0.524","0.105"
"44","Davis Bertans",2018,"456","153","74","77","1086","94","252","0.373","67","114","0.588","14.1","3.1","1.6","1.4","0.588","0.134"
"45","Patrick Beverley",2018,"134","45","32","11","334","24","60","0.4","24","59","0.407","12.4","0.4","0.1","0.3","0.53","0.143"
"46","Khem Birch",2018,"178","180","34","42","578","0","0","0","68","126","0.54","16.4","1.8","1.2","0.6","0.582","0.484"
"47","Jabari Bird",2018,"39","19","8","13","115","3","7","0.429","12","19","0.632","12.1","0.2","0.1","0.2","0.615","0.5"
"48","Bismack Biyombo",2018,"468","468","66","82","1495","0","1","0","183","351","0.521","14.1","2.9","1.1","1.8","0.556","0.446"
"49","Nemanja Bjelica",2018,"454","274","86","67","1371","76","183","0.415","95","188","0.505","12.6","2.8","1.7","1.1","0.581","0.121"
"50","Tarik Black",2018,"180","163","13","51","536","1","11","0.091","74","116","0.638","14.3","1.5","0.5","1","0.582","0.496"
"51","Antonio Blakeney",2018,"151","33","20","19","314","15","52","0.288","38","91","0.418","10.1","0","-0.2","0.1","0.471","0.273"
"52","Eric Bledsoe",2018,"1313","284","370","74","2322","125","360","0.347","343","629","0.545","19.7","5.6","3.1","2.5","0.582","0.321"
"53","Vander Blue",2018,"3","1","3","5","45","0","2","0","1","3","0.333","-1.8","-0.1","-0.1","0","0.255","0.4"
"54","Bogdan Bogdanovic",2018,"917","223","258","78","2175","129","329","0.392","215","443","0.485","13.5","2.9","1.8","1.1","0.556","0.154"
"55","Bojan Bogdanovic",2018,"1141","270","119","80","2464","155","386","0.402","249","466","0.534","13.9","5.4","3.8","1.6","0.605","0.241"
"56","Andrew Bogut",2018,"36","78","15","24","216","0","0","0","17","25","0.68","10.9","0.4","0.1","0.3","0.696","0.08"
"57","Joel Bolomboy",2018,"9","10","0","6","38","0","1","0","3","5","0.6","11.7","0.1","0","0","0.521","1"
"58","Devin Booker",2018,"1346","244","253","54","1865","147","384","0.383","308","670","0.46","18.1","2.4","1.9","0.6","0.561","0.312"
"59","Trevor Booker",2018,"428","318","82","68","1158","8","33","0.242","169","310","0.545","14.9","2.9","1.6","1.3","0.557","0.271"
"60","Chris Boucher",2018,"0","1","0","1","1","0","1","0","0","0","0","-28.5","0","0","0","0","0"
"61","Avery Bradley",2018,"656","116","94","46","1433","75","203","0.369","184","422","0.436","9.6","-0.2","-1.4","1.2","0.496","0.131"
"62","Tony Bradley",2018,"8","11","1","9","29","0","1","0","3","10","0.3","9.5","0","0","0","0.337","0.182"
"63","Corey Brewer",2018,"380","154","65","72","1208","31","110","0.282","111","206","0.539","11.2","2.3","0.7","1.6","0.534","0.285"
