"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Jay Arnette",1965,"238","62","68","63","662","0","0","0","91","245","0.371","7.5","0.1","-0.2","0.3","0.428","0.306"
"2","Al Attles*",1965,"679","239","205","73","1733","0","0","0","254","662","0.384","10.8","1.7","-0.2","1.9","0.434","0.414"
"3","Jim Barnes",1965,"1159","729","93","75","2586","0","0","0","454","1070","0.424","13.7","3.4","1.8","1.6","0.469","0.354"
"4","Dick Barnett",1965,"1020","200","159","74","2026","0","0","0","375","908","0.413","13.3","3.4","2.5","0.9","0.483","0.372"
"5","John Barnhill",1965,"287","91","76","41","777","0","0","0","121","312","0.388","10.1","0.4","-0.4","0.8","0.419","0.224"
"6","Elgin Baylor*",1965,"2009","950","280","74","3056","0","0","0","763","1903","0.401","20.5","4.9","2.5","2.4","0.463","0.321"
"7","Zelmo Beaty*",1965,"1351","966","111","80","2916","0","0","0","505","1047","0.482","17.2","10.8","6.8","4","0.537","0.456"
"8","Walt Bellamy*",1965,"1981","1166","191","80","3301","0","0","0","733","1441","0.509","21.7","12.1","11.2","0.9","0.559","0.522"
"9","Al Bianchi",1965,"404","95","140","60","1116","0","0","0","175","486","0.36","7.3","-0.6","-1.4","0.8","0.389","0.156"
"10","Bucky Bockhorn",1965,"148","55","45","19","424","0","0","0","60","157","0.382","9.1","0.1","-0.1","0.2","0.425","0.248"
"11","Ron Bonham",1965,"274","78","19","37","369","0","0","0","91","220","0.414","21.6","1.8","1","0.8","0.509","0.509"
"12","Bob Boozer",1965,"1136","604","108","80","2139","0","0","0","424","963","0.44","17.8","5.3","3.9","1.4","0.504","0.389"
"13","Gary Bradds",1965,"137","84","19","41","335","0","0","0","46","111","0.414","13.1","0.5","0.4","0.1","0.494","0.568"
"14","Bill Bridges",1965,"910","853","187","79","2362","0","0","0","362","938","0.386","14.1","3.1","-0.7","3.8","0.43","0.293"
"15","Em Bryant",1965,"377","167","167","77","1332","0","0","0","145","436","0.333","7.1","-0.7","-1.5","0.8","0.381","0.305"
"16","Dave Budd",1965,"513","310","62","62","1188","0","0","0","196","407","0.482","15.2","3.2","2.5","0.7","0.532","0.418"
"17","Ed Burton",1965,"18","13","2","7","42","0","0","0","7","20","0.35","7.8","0","-0.1","0.1","0.39","0.35"
"18","Donnie Butcher",1965,"412","200","122","71","1157","0","0","0","143","353","0.405","10.9","1.9","0.7","1.2","0.465","0.578"
"19","Al Butler",1965,"59","21","12","25","172","0","0","0","24","73","0.329","5.7","-0.3","-0.3","0","0.371","0.205"
"20","Joe Caldwell",1965,"709","441","118","66","1543","0","0","0","290","776","0.374","13","0.3","-1.6","1.9","0.408","0.271"
"21","Wilt Chamberlain*",1965,"2534","1673","250","73","3301","0","0","0","1063","2083","0.51","28.6","15.1","9.6","5.5","0.513","0.422"
"22","Len Chappell",1965,"358","140","15","43","655","0","0","0","145","367","0.395","12.9","0.1","-0.2","0.3","0.436","0.272"
"23","Larry Costello",1965,"861","169","275","64","1967","0","0","0","309","695","0.445","14","5.7","4.1","1.5","0.527","0.399"
"24","Mel Counts",1965,"258","265","19","54","572","0","0","0","100","272","0.368","13.5","1.5","-0.4","1.8","0.424","0.272"
"25","Steve Courtin",1965,"101","22","22","24","317","0","0","0","42","103","0.408","6.9","0.2","0.1","0.2","0.45","0.204"
"26","Dave DeBusschere*",1965,"1322","874","253","79","2769","0","0","0","508","1196","0.425","17.4","6.6","2.8","3.7","0.476","0.365"
"27","Connie Dierking",1965,"536","435","72","68","1294","0","0","0","218","538","0.405","13.2","1.4","-0.1","1.5","0.438","0.312"
"28","Terry Dischinger",1965,"1456","479","198","80","2698","0","0","0","568","1153","0.493","17.7","10.3","7.7","2.6","0.543","0.368"
"29","Bob Duffy",1965,"14","4","5","4","26","0","0","0","4","11","0.364","18.4","0.1","0.1","0","0.497","0.636"
"30","Johnny Egan",1965,"678","143","252","74","1664","0","0","0","258","529","0.488","15.4","5.1","4.1","1","0.55","0.376"
"31","Leroy Ellis",1965,"820","652","49","80","2026","0","0","0","311","700","0.444","14.2","3.8","2.5","1.3","0.497","0.406"
"32","Wayne Embry*",1965,"943","741","92","74","2243","0","0","0","352","772","0.456","14.2","4.5","3.1","1.4","0.504","0.481"
