"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Tariq Abdul-Wahad",2000,"697","291","98","61","1578","3","23","0.13","271","623","0.435","13.6","2.2","0.4","1.8","0.477","0.299"
"2","Shareef Abdur-Rahim",2000,"1663","825","271","82","3223","29","96","0.302","565","1181","0.478","20.2","8.8","6.2","2.6","0.547","0.431"
"3","Cory Alexander",2000,"82","42","58","29","329","9","35","0.257","19","63","0.302","8.8","-0.1","-0.5","0.4","0.381","0.224"
"4","Ray Allen*",2000,"1809","359","308","82","3070","172","407","0.423","470","1004","0.468","20.6","10.1","9","1","0.57","0.282"
"5","Rafer Alston",2000,"60","23","70","27","361","3","14","0.214","24","81","0.296","4.3","-0.7","-0.7","0","0.31","0.042"
"6","John Amaechi",2000,"836","266","95","80","1684","1","6","0.167","305","694","0.439","13.2","2.4","0.6","1.8","0.505","0.416"
"7","Derek Anderson",2000,"1080","258","220","64","2201","55","178","0.309","322","682","0.472","16.9","3.3","3.1","0.3","0.542","0.359"
"8","Kenny Anderson",2000,"1149","225","420","82","2593","85","220","0.386","349","766","0.456","17.4","7.3","5.4","1.9","0.524","0.257"
"9","Nick Anderson",2000,"781","339","123","72","2094","132","397","0.332","174","385","0.452","11.8","2.8","0.3","2.5","0.479","0.097"
"10","Shandon Anderson",2000,"1009","384","239","82","2700","79","225","0.351","289","553","0.523","13.8","4.9","3","1.9","0.567","0.325"
"11","Chris Anstey",2000,"439","280","65","73","1007","1","6","0.167","160","358","0.447","15.1","1.9","0.6","1.3","0.512","0.404"
"12","Greg Anthony",2000,"514","133","208","82","1548","88","233","0.378","81","183","0.443","13","4.1","2.3","1.8","0.551","0.274"
"13","B.J. Armstrong",2000,"201","47","78","27","583","13","29","0.448","70","157","0.446","10.7","0.4","0.2","0.2","0.51","0.134"
"14","Darrell Armstrong",2000,"1330","270","501","82","2590","137","403","0.34","347","716","0.485","19.5","8","4.6","3.4","0.542","0.221"
"15","Chucky Atkins",2000,"782","126","306","82","1626","57","163","0.35","257","578","0.445","14.4","2.4","1.1","1.3","0.489","0.179"
"16","Stacey Augmon",2000,"203","116","53","59","692","0","2","0","83","173","0.48","12.2","1.5","0.5","1","0.51","0.314"
"17","Isaac Austin",2000,"397","282","74","59","1173","1","4","0.25","150","348","0.431","10.2","0","-0.9","0.9","0.481","0.389"
"18","Anthony Avent",2000,"81","74","11","49","377","0","0","0","29","96","0.302","5.5","-0.5","-0.7","0.2","0.368","0.333"
"19","William Avery",2000,"154","40","88","59","484","18","63","0.286","38","118","0.322","6.7","-0.5","-0.8","0.3","0.391","0.199"
"20","Toby Bailey",2000,"163","72","30","46","449","2","10","0.2","56","130","0.431","10.8","0.8","0.2","0.6","0.483","0.464"
"21","Vin Baker",2000,"1311","605","148","79","2849","2","8","0.25","512","1121","0.457","14","3.5","1.2","2.2","0.5","0.365"
"22","Charles Barkley*",2000,"289","209","63","20","620","6","26","0.231","100","196","0.51","19.8","1.9","1.3","0.6","0.534","0.495"
"23","Dana Barros",2000,"517","99","133","72","1139","59","144","0.41","137","291","0.471","15.1","2.4","2","0.5","0.552","0.175"
"24","Brent Barry",2000,"945","372","291","80","2726","164","399","0.411","163","308","0.529","14.6","7.5","4.9","2.5","0.609","0.222"
"25","Drew Barry",2000,"41","12","33","16","159","7","18","0.389","8","15","0.533","9.5","0.1","0.2","0","0.582","0.152"
"26","Jon Barry",2000,"495","159","150","62","1281","66","154","0.429","95","192","0.495","15.9","4.2","2.6","1.6","0.623","0.335"
"27","Tony Battie",2000,"541","410","63","82","1505","1","8","0.125","218","451","0.483","15.1","3.8","2","1.7","0.515","0.329"
"28","Jonathan Bender",2000,"64","21","3","24","130","2","12","0.167","21","58","0.362","7.6","-0.2","-0.3","0.1","0.397","0.343"
"29","Benoit Benjamin",2000,"2","1","0","3","8","0","0","0","1","3","0.333","5.5","0","0","0","0.333","0"
"30","Corey Benjamin",2000,"370","88","54","48","862","31","89","0.348","114","261","0.437","9.7","-0.2","-1","0.7","0.479","0.234"
"31","Mario Bennett",2000,"0","2","0","1","3","0","0","0","0","3","0","-25.5","-0.1","-0.1","0","0","0"
"32","Travis Best",2000,"733","142","272","82","1691","35","93","0.376","236","468","0.504","16.5","5.1","3.5","1.6","0.569","0.339"
"33","Mike Bibby",2000,"1190","306","665","82","3155","77","212","0.363","382","819","0.466","16.7","5.6","4.5","1.1","0.521","0.242"
"34","Chauncey Billups",2000,"112","34","39","13","305","7","41","0.171","27","60","0.45","10.5","0.1","0","0.2","0.465","0.436"
"35","Mookie Blaylock",2000,"822","270","489","73","2459","101","301","0.336","226","536","0.422","15.1","3.3","1.9","1.4","0.468","0.114"
"36","Corie Blount",2000,"107","113","10","38","446","0","2","0","44","87","0.506","9","0.8","0.1","0.7","0.517","0.371"
"37","Muggsy Bogues",2000,"410","135","299","80","1731","17","51","0.333","140","307","0.456","12.5","3.7","2.7","0.9","0.517","0.243"
"38","Etdrick Bohannon",2000,"29","31","5","13","118","0","0","0","7","13","0.538","10.5","0.1","0.1","0.1","0.615","1.846"
"39","Calvin Booth",2000,"42","32","7","11","143","0","0","0","16","46","0.348","11.9","0.1","0","0.2","0.403","0.304"
"40","Lazaro Borrell",2000,"62","40","10","17","167","0","3","0","28","60","0.467","15","0.3","0.1","0.2","0.457","0.175"
"41","Cal Bowdler",2000,"122","85","14","46","423","0","1","0","49","114","0.43","10","0.2","-0.1","0.3","0.463","0.33"
"42","Bruce Bowen",2000,"196","96","34","69","878","27","58","0.466","45","136","0.331","6.7","1.2","0.2","0.9","0.46","0.222"
"43","Ryan Bowen",2000,"131","114","20","52","589","1","9","0.111","45","108","0.417","11.8","1.4","0.8","0.6","0.467","0.453"
"44","Ira Bowman",2000,"5","2","1","11","20","0","0","0","2","2","1","13.3","0.1","0","0","0.868","1"
"45","Earl Boykins",2000,"138","26","48","26","261","8","20","0.4","48","96","0.5","20","0.8","0.6","0.2","0.547","0.198"
"46","Shawn Bradley",2000,"647","497","60","77","1901","1","5","0.2","265","550","0.482","17","5.1","2.3","2.7","0.521","0.268"
"47","A.J. Bramlett",2000,"8","22","0","8","61","0","0","0","4","21","0.19","-0.4","-0.2","-0.2","0.1","0.19","0"
"48","Elton Brand",2000,"1627","810","155","81","2999","0","2","0","630","1304","0.483","20.6","7.5","4.2","3.3","0.528","0.41"
"49","Terrell Brandon",2000,"1212","238","629","71","2587","53","132","0.402","433","910","0.476","20.8","8.6","5.8","2.8","0.535","0.2"
"50","Chucky Brown",2000,"334","167","66","63","1096","2","10","0.2","146","318","0.459","9.5","1.3","0","1.3","0.476","0.159"
"51","Dee Brown",2000,"264","54","86","38","673","67","187","0.358","26","71","0.366","11.8","0.8","0.4","0.4","0.498","0.062"
"52","Marcus Brown",2000,"10","7","3","6","45","0","7","0","4","7","0.571","1.1","-0.1","-0.1","0","0.336","0.143"
"53","P.J. Brown",2000,"764","600","145","80","2302","0","1","0","322","670","0.481","15.3","6.9","3.3","3.6","0.516","0.237"
"54","Randy Brown",2000,"379","144","202","59","1625","3","6","0.5","154","429","0.359","7.3","-0.8","-2","1.2","0.402","0.193"
"55","Rick Brunson",2000,"71","27","49","37","289","2","13","0.154","27","57","0.474","7","-0.1","-0.4","0.3","0.456","0.257"
"56","Kobe Bryant*",2000,"1485","416","323","66","2524","46","144","0.319","508","1039","0.489","21.7","10.6","6.1","4.5","0.546","0.341"
"57","Mark Bryant",2000,"424","352","61","75","1712","0","0","0","174","346","0.503","8.9","2.4","1","1.4","0.547","0.272"
"58","Greg Buckner",2000,"275","174","55","48","923","10","26","0.385","101","207","0.488","12.1","1.8","1","0.8","0.527","0.27"
"59","Jud Buechler",2000,"130","91","33","58","657","18","83","0.217","37","73","0.507","8.2","0.5","0","0.5","0.409","0.045"
"60","Rodney Buford",2000,"147","48","21","34","386","7","29","0.241","55","122","0.451","11.2","0.6","0.1","0.5","0.457","0.146"
"61","Matt Bullard",2000,"382","138","63","56","1024","79","177","0.446","60","163","0.368","11.9","1.8","1.3","0.6","0.541","0.088"
"62","Scott Burrell",2000,"451","256","72","74","1336","82","232","0.353","83","187","0.444","14.2","3.2","1.7","1.5","0.511","0.119"
"63","Jason Caffey",2000,"852","482","119","71","2159","0","2","0","323","673","0.48","12.4","1.6","0.7","0.9","0.515","0.511"
"64","Michael Cage",2000,"27","81","9","20","242","0","0","0","12","24","0.5","12.6","0.7","0.4","0.3","0.533","0.125"
"65","Marcus Camby",2000,"601","461","49","59","1548","1","2","0.5","225","469","0.48","19","5.9","2.6","3.2","0.529","0.469"
"66","Elden Campbell",2000,"987","590","129","78","2538","0","6","0","370","823","0.45","14.6","5.5","1.7","3.9","0.5","0.432"
"67","Antoine Carr",2000,"67","32","7","21","221","0","0","0","28","64","0.438","7.5","0.1","0","0.1","0.477","0.219"
