"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Tariq Abdul-Wahad",1999,"454","186","50","49","1205","6","21","0.286","171","386","0.443","11.8","1.4","0.5","0.9","0.486","0.334"
"2","Shareef Abdur-Rahim",1999,"1152","374","172","50","2021","11","36","0.306","375","857","0.438","20.7","4.6","3.7","0.9","0.53","0.492"
"3","Cory Alexander",1999,"261","74","119","36","778","30","105","0.286","67","155","0.432","11","-0.3","-0.2","0","0.467","0.169"
"4","Ray Allen*",1999,"856","212","178","50","1719","74","208","0.356","229","465","0.492","18.9","5.2","4.2","1.1","0.564","0.29"
"5","Peter Aluma",1999,"2","2","0","2","5","0","0","0","1","2","0.5","3.1","0","0","0","0.5","0"
"6","Derek Anderson",1999,"409","109","145","38","978","21","69","0.304","104","245","0.424","16.5","2.1","1.1","1","0.529","0.525"
"7","Kenny Anderson",1999,"412","103","193","34","1010","6","24","0.25","155","333","0.465","16.7","2.4","1.8","0.6","0.513","0.283"
"8","Nick Anderson",1999,"701","277","91","47","1581","96","277","0.347","157","363","0.433","15.3","3.9","1.3","2.6","0.493","0.253"
"9","Shandon Anderson",1999,"427","132","56","50","1072","14","41","0.341","148","322","0.46","12.8","2","0.7","1.3","0.511","0.344"
"10","Chris Anstey",1999,"134","97","27","41","470","0","7","0","50","132","0.379","9.2","0.3","-0.2","0.4","0.418","0.345"
"11","Greg Anthony",1999,"319","63","100","50","806","49","125","0.392","55","126","0.437","16.6","2.8","1.3","1.5","0.55","0.355"
"12","B.J. Armstrong",1999,"105","39","61","32","358","7","15","0.467","33","73","0.452","12.9","0.7","0.4","0.4","0.54","0.239"
"13","Darrell Armstrong",1999,"690","180","335","50","1502","69","189","0.365","161","333","0.483","22.2","6.4","3.8","2.7","0.575","0.341"
"14","Keith Askins",1999,"53","44","10","33","415","8","29","0.276","12","33","0.364","3.5","0.2","-0.3","0.5","0.404","0.129"
"15","Stacey Augmon",1999,"208","125","58","48","874","0","2","0","78","172","0.453","13","2.6","1","1.6","0.501","0.437"
"16","Isaac Austin",1999,"477","237","89","49","1259","2","7","0.286","183","446","0.41","12","1.2","-0.9","2.1","0.457","0.347"
"17","Anthony Avent",1999,"9","12","1","5","44","0","0","0","4","13","0.308","1.3","-0.1","-0.2","0.1","0.324","0.154"
"18","Thurl Bailey",1999,"181","94","26","43","543","0","2","0","78","173","0.451","11.5","0.9","0.2","0.7","0.476","0.194"
"19","Toby Bailey",1999,"78","54","13","27","249","1","5","0.2","33","81","0.407","11.3","0.2","0","0.2","0.425","0.151"
"20","Mark Baker",1999,"0","0","0","1","2","0","0","0","0","1","0","-46.6","-0.1","-0.1","0","0","0"
"21","Vin Baker",1999,"468","211","56","34","1162","0","3","0","198","434","0.456","12.5","0.4","-0.2","0.6","0.461","0.366"
"22","Charles Barkley*",1999,"676","516","192","42","1526","4","25","0.16","236","477","0.495","23.1","6.8","4.8","2","0.546","0.532"
"23","Dana Barros",1999,"464","105","208","50","1156","64","160","0.4","104","211","0.493","17.7","3.4","2.5","0.9","0.576","0.197"
"24","Brent Barry",1999,"412","144","116","37","1181","52","172","0.302","89","184","0.484","12.9","1.6","0.7","0.9","0.514","0.284"
"25","Drew Barry",1999,"37","20","29","17","183","8","24","0.333","2","8","0.25","9","0.2","0.1","0.1","0.49","0.406"
"26","Jon Barry",1999,"213","96","112","43","736","24","79","0.304","35","59","0.593","15.9","2.4","1.6","0.8","0.609","0.609"
"27","Tony Battie",1999,"335","300","53","50","1121","0","3","0","147","280","0.525","15.5","3.3","1.7","1.6","0.541","0.216"
"28","Corey Beck",1999,"45","28","20","24","180","1","1","1","17","38","0.447","10.1","0.2","0","0.2","0.493","0.385"
"29","Benoit Benjamin",1999,"4","8","1","6","33","0","0","0","2","7","0.286","-1.5","-0.1","-0.1","0","0.286","0"
"30","Corey Benjamin",1999,"118","40","10","31","320","3","14","0.214","41","103","0.398","8.3","-0.2","-0.4","0.3","0.438","0.342"
"31","Mario Bennett",1999,"7","5","0","3","19","0","0","0","2","6","0.333","10.9","0","0","0","0.451","0.667"
"32","Travis Best",1999,"346","80","169","49","1043","22","59","0.373","105","246","0.427","14.1","2.1","1.5","0.6","0.507","0.272"
"33","Mike Bibby",1999,"662","136","325","50","1758","15","74","0.203","245","531","0.461","14.8","1.3","1.1","0.2","0.487","0.279"
"34","Chauncey Billups",1999,"624","96","173","45","1488","85","235","0.362","106","260","0.408","15.1","2.3","2.8","-0.5","0.547","0.347"
"35","Mookie Blaylock",1999,"640","224","278","48","1763","77","251","0.307","170","400","0.425","16.7","4.7","1.5","3.2","0.463","0.14"
"36","Corie Blount",1999,"100","151","12","34","530","0","1","0","36","99","0.364","9.5","0.7","-0.1","0.7","0.404","0.54"
