"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Jay Arnette",1964,"184","54","71","48","501","0","0","0","71","196","0.362","8.4","0.1","-0.3","0.4","0.419","0.276"
"2","Al Attles*",1964,"763","236","197","70","1883","0","0","0","289","640","0.452","12.6","5.3","2.6","2.8","0.501","0.43"
"3","Dick Barnett",1964,"1433","250","238","78","2620","0","0","0","541","1197","0.452","15.7","6.5","5.3","1.2","0.513","0.379"
"4","John Barnhill",1964,"486","157","145","74","1367","0","0","0","208","505","0.412","10.1","1","-0.2","1.2","0.437","0.228"
"5","Elgin Baylor*",1964,"1983","936","347","78","3164","0","0","0","756","1778","0.425","21.1","7.2","4.7","2.5","0.487","0.33"
"6","Zelmo Beaty*",1964,"774","633","79","59","1922","0","0","0","287","647","0.444","14","4.8","2.5","2.4","0.505","0.417"
"7","Walt Bellamy*",1964,"2159","1361","126","80","3394","0","0","0","811","1582","0.513","23.3","14.4","11.4","2.9","0.555","0.521"
"8","Al Bianchi",1964,"623","147","149","78","1437","0","0","0","257","684","0.376","8.9","-0.4","-1.1","0.8","0.418","0.206"
"9","Bucky Bockhorn",1964,"580","205","173","70","1670","0","0","0","242","587","0.412","9.3","1.5","0.3","1.2","0.451","0.215"
"10","Bob Boozer",1964,"1208","596","96","81","2379","0","0","0","468","1096","0.427","14.4","2.8","2.1","0.7","0.479","0.343"
"11","Bill Bridges",1964,"682","680","181","80","1949","0","0","0","268","675","0.397","13.1","2.6","-0.2","2.8","0.441","0.332"
"12","Dave Budd",1964,"340","276","57","73","1031","0","0","0","128","297","0.431","11.3","0.9","0.8","0.1","0.489","0.387"
"13","Donnie Butcher",1964,"563","329","244","78","1971","0","0","0","202","507","0.398","10","1.2","0.5","0.7","0.454","0.505"
"14","Al Butler",1964,"658","168","157","76","1379","0","0","0","260","616","0.422","13","1.1","1","0.1","0.471","0.304"
"15","Barney Cable",1964,"260","301","47","71","1125","0","0","0","116","290","0.4","7.7","0.3","-0.4","0.8","0.421","0.145"
