"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Mahmoud Abdul-Rauf",1996,"1095","138","389","57","2029","121","309","0.392","293","646","0.454","18.6","5.5","4.4","1.1","0.535","0.164"
"2","Michael Adams",1996,"114","22","67","21","329","14","41","0.341","23","42","0.548","16.1","0.8","0.6","0.2","0.579","0.422"
"3","Rafael Addison",1996,"171","90","30","53","516","0","9","0","77","156","0.494","9.6","0.2","0","0.2","0.489","0.133"
"4","Cory Alexander",1996,"168","42","121","60","560","26","66","0.394","37","89","0.416","8.7","0.2","-0.5","0.7","0.506","0.161"
"5","Jerome Allen",1996,"108","25","49","41","362","10","33","0.303","26","72","0.361","7.8","-0.3","-0.5","0.3","0.447","0.343"
"6","Derrick Alston",1996,"452","302","61","73","1614","1","3","0.333","197","384","0.513","11.8","1.7","1","0.8","0.518","0.289"
"7","John Amaechi",1996,"77","52","9","28","357","0","0","0","29","70","0.414","3.1","-0.6","-0.9","0.4","0.456","0.471"
"8","Ashraf Amaya",1996,"339","303","33","54","1104","0","1","0","121","251","0.482","11.8","1.8","0.7","1.1","0.534","0.591"
"9","Greg Anderson",1996,"54","100","10","46","344","0","1","0","24","46","0.522","7.7","0.4","-0.3","0.7","0.466","0.532"
"10","Kenny Anderson",1996,"1050","203","575","69","2344","92","256","0.359","257","578","0.445","19.5","7.7","6.1","1.6","0.534","0.405"
"11","Nick Anderson",1996,"1134","415","279","77","2717","168","430","0.391","232","474","0.489","16.5","7.4","4.2","3.3","0.562","0.265"
"12","Willie Anderson",1996,"742","246","197","76","2060","34","120","0.283","254","540","0.47","11.3","1.4","0","1.5","0.507","0.247"
"13","Greg Anthony",1996,"967","174","476","69","2096","90","271","0.332","234","510","0.459","18.6","4.8","2.9","1.9","0.53","0.38"
"14","B.J. Armstrong",1996,"1012","184","401","82","2262","98","207","0.473","242","520","0.465","17.3","7","6.2","0.8","0.595","0.384"
"15","Darrell Armstrong",1996,"42","2","5","13","41","6","12","0.5","10","20","0.5","32.4","0.1","0","0.1","0.622","0.125"
"16","Vincent Askew",1996,"582","218","163","69","1725","29","86","0.337","186","350","0.531","11.9","4.3","2.2","2.2","0.574","0.369"
"17","Keith Askins",1996,"458","324","121","75","1897","99","237","0.418","58","154","0.377","10","4.4","1.6","2.8","0.55","0.146"
