"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Paul Arizin*",1958,"1406","503","135","68","2377","0","0","0","483","1229","0.393","18.2","7.7","5.5","2.3","0.479","0.443"
"2","Dick Atha",1958,"44","24","19","18","160","0","0","0","17","47","0.362","8.9","0.2","0.1","0.1","0.421","0.255"
"3","Ernie Beck",1958,"714","307","190","71","1974","0","0","0","272","683","0.398","12.7","4.3","2.4","1.9","0.462","0.297"
"4","Al Bianchi",1958,"570","221","114","69","1421","0","0","0","215","625","0.344","9.6","0.8","-0.6","1.3","0.398","0.328"
"5","Doug Bolstorff",1958,"4","0","0","3","21","0","0","0","2","5","0.4","2.2","0","0","0","0.4","0"
"6","Carl Braun*",1958,"1173","330","393","71","2475","0","0","0","426","1018","0.418","17.5","7.6","5.9","1.7","0.495","0.371"
"7","George Brown",1958,"1","1","0","1","6","0","0","0","0","2","0","-7.2","0","0","0","0.174","1"
"8","Bob Burrow",1958,"55","64","6","14","171","0","0","0","22","70","0.314","8.6","-0.4","-0.4","0.1","0.325","0.471"
"9","Nat Clifton*",1958,"525","403","76","68","1435","0","0","0","217","597","0.363","10.4","0.5","-0.7","1.2","0.397","0.245"
"10","Jack Coleman",1958,"546","485","117","72","1506","0","0","0","231","560","0.413","13.8","2.6","1","1.6","0.442","0.234"
"11","Ed Conlin",1958,"901","436","133","60","1871","0","0","0","343","877","0.391","15.8","4.3","2.2","2","0.452","0.308"
"12","Larry Costello",1958,"1076","378","317","72","2746","0","0","0","378","888","0.426","15.1","9.2","6.4","2.9","0.51","0.426"
"13","Bob Cousy*",1958,"1167","322","463","65","2222","0","0","0","445","1262","0.353","17.9","5.4","0.8","4.6","0.415","0.258"
"14","Walt Davis",1958,"231","174","29","61","663","0","0","0","85","244","0.348","8","0.6","-0.1","0.6","0.412","0.336"
"15","George Dempsey",1958,"294","214","128","67","1048","0","0","0","112","311","0.36","10.9","1.4","0.1","1.2","0.412","0.338"
"16","Corky Devlin",1958,"473","132","167","70","1248","0","0","0","170","489","0.348","11.5","0.8","0.4","0.4","0.419","0.352"
"17","Dick Duckett",1958,"132","56","47","34","424","0","0","0","54","158","0.342","8","0.2","-0.2","0.4","0.389","0.171"
"18","Walter Dukes",1958,"803","954","52","72","2184","0","0","0","278","796","0.349","13.6","2.4","0.2","2.2","0.42","0.46"
"19","Pat Dunn",1958,"70","31","28","28","206","0","0","0","28","90","0.311","9.4","-0.1","-0.3","0.2","0.359","0.189"
"20","Bill Ebben",1958,"15","8","4","8","50","0","0","0","6","28","0.214","1.1","-0.2","-0.3","0","0.252","0.143"
"21","Bo Erias",1958,"148","83","26","18","401","0","0","0","59","170","0.347","8.9","-0.1","-0.3","0.1","0.388","0.276"
