"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Kareem Abdul-Jabbar*",1983,"1722","592","200","79","2554","0","2","0","722","1226","0.589","23.6","10.9","8","2.9","0.619","0.302"
"2","Alvan Adams",1983,"1135","548","376","80","2447","1","3","0.333","476","978","0.487","16.8","6.5","2","4.5","0.527","0.221"
"3","Mark Aguirre",1983,"1979","508","332","81","2784","16","76","0.211","751","1513","0.496","20.5","6.9","5.9","1","0.535","0.371"
"4","Danny Ainge",1983,"791","214","251","80","2048","5","29","0.172","352","691","0.509","13.2","5.2","2.8","2.4","0.519","0.135"
"5","Dwight Anderson",1983,"21","2","3","5","33","0","0","0","7","14","0.5","10.6","0","0","0","0.571","0.714"
"6","J.J. Anderson",1983,"480","294","67","65","1202","0","4","0","190","375","0.507","13.7","2.3","0.9","1.4","0.526","0.462"
"7","Richard Anderson",1983,"403","272","120","78","1274","7","19","0.368","167","412","0.405","10.4","0.5","-0.3","0.8","0.437","0.16"
"8","Tiny Archibald*",1983,"695","91","409","66","1811","5","24","0.208","230","529","0.435","12.3","2.9","1.7","1.2","0.509","0.535"
"9","John Bagley",1983,"386","96","167","68","990","0","14","0","161","359","0.448","11.7","-0.2","-1.1","0.8","0.471","0.225"
"10","James Bailey",1983,"996","474","67","75","1765","0","1","0","385","773","0.498","15.6","2","0.6","1.4","0.544","0.416"
"11","Greg Ballard",1983,"1401","508","262","78","2840","13","37","0.351","590","1237","0.477","16.8","7.9","2.8","5.1","0.509","0.183"
"12","Gene Banks",1983,"1206","612","279","81","2722","0","5","0","505","914","0.553","16.7","7.9","5.9","2","0.579","0.303"
"13","Billy Ray Bates",1983,"123","19","14","19","304","2","5","0.4","53","140","0.379","8.4","0","-0.4","0.4","0.398","0.152"
"14","Dave Batton",1983,"178","119","29","54","558","0","3","0","85","188","0.452","10.4","0.7","-0.2","0.9","0.448","0.089"
"15","Kent Benson",1983,"208","155","49","21","599","0","1","0","85","181","0.47","13.2","1.1","0.6","0.6","0.51","0.275"
"16","Larry Bird*",1983,"1867","870","458","79","2982","22","77","0.286","725","1404","0.516","24.1","14","8.4","5.6","0.561","0.282"
"17","Otis Birdsong",1983,"936","150","239","62","1885","2","6","0.333","424","828","0.512","15.1","5.2","2.6","2.6","0.521","0.174"
"18","Rolando Blackman",1983,"1326","293","185","75","2349","3","15","0.2","510","1027","0.497","17","5.7","5.5","0.1","0.548","0.366"
"19","Charles Bradley",1983,"184","78","28","51","532","0","3","0","69","173","0.399","8.7","0.2","-0.6","0.9","0.427","0.511"
"20","Dudley Bradley",1983,"201","105","106","58","683","1","5","0.2","81","154","0.526","12.6","1.1","0.4","0.7","0.562","0.283"
"21","Brad Branson",1983,"338","173","46","62","680","0","1","0","131","307","0.427","16","1","0.5","0.5","0.475","0.351"
"22","Mike Bratz",1983,"39","19","23","15","140","1","8","0.125","13","34","0.382","7","-0.1","-0.2","0.1","0.409","0.31"
"23","Ron Brewer",1983,"837","144","96","74","1964","7","18","0.389","337","789","0.427","11.5","1.6","0.6","0.9","0.475","0.211"
"24","Junior Bridgeman",1983,"1007","246","207","70","1855","1","13","0.077","420","843","0.498","16.1","4.8","2.7","2.1","0.534","0.229"
"25","Allan Bristow",1983,"104","59","70","37","371","6","13","0.462","38","86","0.442","10.2","0.2","0.2","0","0.494","0.141"
"26","Jim Brogan",1983,"219","62","66","58","466","3","13","0.231","88","200","0.44","13.4","0.4","0.2","0.2","0.472","0.202"
"27","Michael Brooks",1983,"1002","521","262","82","2457","5","15","0.333","397","815","0.487","15.2","4.7","3.4","1.3","0.526","0.334"
"28","Fred Brown",1983,"814","97","242","80","1432","14","32","0.438","357","682","0.523","17.7","3.6","2.3","1.3","0.546","0.101"
"29","Rickey Brown",1983,"399","266","25","76","1048","0","3","0","167","346","0.483","10.1","0.7","-0.1","0.8","0.505","0.301"
"30","Joe Bryant",1983,"812","277","186","81","2055","8","36","0.222","336","732","0.459","10.4","0","-1.2","1.1","0.483","0.215"
"31","Quinn Buckner",1983,"570","187","275","72","1565","0","4","0","248","557","0.445","11.5","1.6","-0.7","2.2","0.465","0.209"
"32","Don Buse",1983,"194","54","115","41","643","9","35","0.257","63","147","0.429","13.8","1.7","0.9","0.7","0.48","0.253"
"33","Marty Byrnes",1983,"391","191","179","80","1436","6","26","0.231","151","348","0.434","9.6","1","0.8","0.2","0.47","0.254"
"34","Kenny Carr",1983,"981","589","116","82","2331","2","6","0.333","360","711","0.506","13.7","5.1","2.3","2.8","0.559","0.51"
"35","M.L. Carr",1983,"333","137","71","77","883","3","19","0.158","132","296","0.446","9.7","0.8","-0.4","1.2","0.475","0.257"
"36","Joe Barry Carroll",1983,"1907","688","169","79","2988","0","3","0","785","1526","0.514","20.1","7","4.3","2.8","0.549","0.307"
"37","Butch Carter",1983,"849","150","194","81","1716","17","51","0.333","337","655","0.515","14.9","3","2.6","0.5","0.549","0.218"
"38","Bill Cartwright",1983,"1290","590","136","82","2468","0","0","0","455","804","0.566","19","10.1","5.7","4.4","0.627","0.636"
"39","Harvey Catchings",1983,"242","408","77","74","1554","0","0","0","90","197","0.457","9.8","3.1","0.3","2.8","0.51","0.467"
"40","Tom Chambers",1983,"1391","519","192","79","2665","0","8","0","519","1091","0.476","15.1","4.3","3.3","1","0.529","0.444"
"41","Maurice Cheeks*",1983,"990","209","543","79","2465","1","6","0.167","403","739","0.545","18.6","9.4","5.6","3.8","0.582","0.322"
"42","Don Collins",1983,"765","210","132","65","1575","0","6","0","332","629","0.528","15.5","3.5","1","2.6","0.55","0.214"
"43","Lester Conner",1983,"369","221","253","75","1416","0","4","0","145","299","0.485","14","2.7","1.2","1.5","0.523","0.373"
"44","Darwin Cook",1983,"1080","240","448","82","2625","8","38","0.211","435","948","0.459","14.3","6","1.3","4.7","0.494","0.245"
"45","Jeff Cook",1983,"375","335","102","75","1333","0","3","0","148","301","0.492","11.3","2.2","0.5","1.7","0.536","0.342"
"46","Joe Cooper",1983,"90","86","17","20","333","0","0","0","37","72","0.514","10.4","0.2","-0.1","0.3","0.531","0.403"
"47","Michael Cooper",1983,"639","274","315","82","2148","5","21","0.238","261","476","0.548","13.5","5.2","3.1","2.1","0.577","0.262"
"48","Wayne Cooper",1983,"775","611","116","80","2099","0","5","0","320","718","0.446","12.4","2.9","0.1","2.8","0.479","0.272"
"49","Dave Corzine",1983,"1146","717","154","82","2496","0","2","0","457","918","0.498","15.1","4","1.9","2","0.54","0.35"
"50","Dave Cowens*",1983,"324","274","82","40","1014","0","2","0","136","304","0.447","12.6","2.6","0.9","1.7","0.485","0.206"
"51","Chubby Cox",1983,"29","10","6","7","78","0","2","0","13","35","0.371","1.6","-0.2","-0.3","0.1","0.366","0.162"
"52","Charlie Criss",1983,"412","79","127","66","922","6","31","0.194","163","344","0.474","14.5","2.2","1.3","0.9","0.504","0.203"
"53","Geoff Crompton",1983,"31","48","7","14","148","0","0","0","14","34","0.412","9.7","0.2","0.1","0.1","0.428","0.147"
"54","Pat Cummings",1983,"1014","668","144","81","2317","0","1","0","433","877","0.494","14.6","4","2.5","1.5","0.526","0.223"
"55","Terry Cummings",1983,"1660","744","177","70","2531","0","1","0","684","1308","0.523","22.8","8.7","6.5","2.2","0.557","0.315"
"56","Earl Cureton",1983,"249","269","43","73","987","0","0","0","108","258","0.419","8.1","0.8","-0.9","1.7","0.433","0.26"
"57","Quintin Dailey",1983,"1151","260","280","76","2081","5","25","0.2","465","983","0.473","14.1","2.1","1.3","0.9","0.508","0.28"
"58","Adrian Dantley*",1983,"676","140","105","22","887","0","0","0","233","402","0.58","24.4","4.3","3.8","0.5","0.661","0.617"
"59","Brad Davis",1983,"915","198","565","79","2323","11","43","0.256","348","585","0.595","17.9","7.3","6.8","0.5","0.631","0.35"
"60","Charles Davis",1983,"560","213","73","74","1161","2","10","0.2","249","524","0.475","13.1","1.5","-0.3","1.8","0.489","0.167"
"61","Johnny Davis",1983,"685","128","315","53","1465","5","18","0.278","253","549","0.461","16.8","3.5","2.3","1.2","0.521","0.363"
"62","Mike Davis",1983,"14","10","0","8","28","0","0","0","4","10","0.4","21.1","0.1","0.1","0.1","0.486","1"
"63","Walter Davis",1983,"1521","197","397","80","2491","7","23","0.304","658","1266","0.52","19.1","8.1","4.9","3.2","0.548","0.175"
"64","Darryl Dawkins",1983,"968","420","114","81","2093","0","0","0","401","669","0.599","13.2","4","0","4","0.619","0.384"
"65","Kenny Dennard",1983,"28","52","6","22","224","0","0","0","11","34","0.324","7.6","0.3","0","0.3","0.369","0.265"
"66","Coby Dietrick",1983,"2","8","6","8","34","0","0","0","1","5","0.2","4.9","0","0","0","0.17","0.4"
"67","James Donaldson",1983,"728","501","97","82","1789","0","0","0","289","496","0.583","15.6","5.1","2.5","2.6","0.615","0.44"
"68","John Douglas",1983,"5","1","1","3","12","1","2","0.5","0","4","0","7.8","0","0","0","0.363","0.333"
"69","Leon Douglas",1983,"4","7","0","5","46","0","0","0","2","3","0.667","2","0","0","0","0.515","0.667"
"70","John Drew",1983,"932","235","97","44","1206","0","5","0","318","666","0.477","19.6","3","2.1","0.9","0.552","0.584"
"71","Larry Drew",1983,"1510","207","610","75","2690","2","16","0.125","597","1202","0.497","18.1","7.2","5.1","2.1","0.545","0.31"
"72","Terry Duerod",1983,"18","3","5","5","49","0","0","0","9","19","0.474","4.2","-0.2","-0.2","0","0.474","0"
"73","Mike Dunleavy",1983,"613","134","437","79","1619","67","194","0.345","146","316","0.462","14","3.1","2.1","1","0.53","0.302"
"74","T.R. Dunn",1983,"627","615","189","82","2640","0","1","0","254","526","0.483","11.4","4.4","2.6","1.8","0.524","0.309"
"75","John Duren",1983,"369","107","200","82","1433","0","13","0","163","347","0.47","8.2","0.4","0","0.4","0.481","0.15"
"76","Mark Eaton",1983,"351","462","112","81","1528","0","1","0","146","352","0.415","11","0.8","-2.1","2.9","0.447","0.255"
"77","Jerry Eaves",1983,"761","122","210","82","1588","1","8","0.125","279","567","0.492","13","2","1.2","0.8","0.557","0.43"
"78","Keith Edmonson",1983,"112","39","22","32","309","0","2","0","48","137","0.35","6.8","-0.3","-0.6","0.3","0.371","0.194"
"79","Franklin Edwards",1983,"542","85","221","81","1266","0","8","0","228","475","0.48","14.2","2.7","1.1","1.7","0.509","0.234"
"80","James Edwards",1983,"325","155","40","31","667","0","0","0","128","263","0.487","14.5","1.4","0.6","0.7","0.523","0.411"
"81","Len Elmore",1983,"248","238","39","74","975","0","1","0","97","243","0.399","8.2","0.9","-1","1.9","0.441","0.344"
"82","Chris Engler",1983,"81","104","11","54","369","0","0","0","38","94","0.404","5.8","0","-0.3","0.3","0.401","0.17"
"83","Alex English*",1983,"2326","601","397","82","2988","2","12","0.167","957","1845","0.519","24.1","10.3","8.7","1.6","0.561","0.264"
"84","Julius Erving*",1983,"1542","491","263","72","2421","2","7","0.286","603","1163","0.518","23.1","10.9","6.8","4.1","0.566","0.372"
"85","Mike Evans",1983,"263","58","113","42","695","0","9","0","115","234","0.491","8.9","-0.2","-0.3","0.1","0.504","0.169"
"86","Bruce Flowers",1983,"261","180","47","53","699","0","2","0","110","204","0.539","15.2","1.7","1.1","0.6","0.569","0.257"
"87","Sleepy Floyd",1983,"612","137","138","76","1248","10","25","0.4","216","502","0.43","13.8","2.2","1","1.1","0.505","0.342"
"88","Phil Ford",1983,"524","103","290","77","1610","1","9","0.111","212","436","0.486","10.4","2.4","0.7","1.6","0.525","0.276"
"89","World B. Free",1983,"1743","201","290","73","2638","15","45","0.333","634","1378","0.46","18.4","5.7","4.5","1.2","0.519","0.41"
"90","Bill Garnett",1983,"469","406","103","75","1411","0","3","0","170","316","0.538","15","3.9","2.6","1.3","0.593","0.545"
"91","Calvin Garrett",1983,"10","7","3","4","34","0","1","0","4","10","0.4","6.4","0","0","0","0.421","0.182"
"92","George Gervin*",1983,"2043","357","264","78","2830","12","33","0.364","745","1520","0.49","20.5","9.4","7.6","1.8","0.561","0.39"
"93","Artis Gilmore*",1983,"1479","984","126","82","2797","0","6","0","556","882","0.63","21.2","11","7.5","3.5","0.668","0.559"
"94","Mike Glenn",1983,"534","90","125","73","1124","0","1","0","230","443","0.519","15.1","2.9","2","0.9","0.553","0.2"
"95","Mike Gminski",1983,"601","382","61","80","1255","0","1","0","213","425","0.501","18.4","4.3","1.7","2.6","0.572","0.528"
"96","Glen Gondrezick",1983,"350","301","100","76","1130","0","3","0","134","291","0.46","13.5","2.5","1.5","1.1","0.508","0.388"
"97","Rickey Green",1983,"1115","223","697","78","2783","2","13","0.154","462","929","0.497","17.2","6.6","3.8","2.8","0.534","0.246"
"98","Dave Greenwood",1983,"789","765","151","79","2355","0","4","0","312","682","0.457","13","3.6","1.3","2.3","0.5","0.34"
"99","John Greig",1983,"19","6","0","9","26","0","0","0","7","13","0.538","19.9","0.1","0.1","0","0.607","0.462"
"100","Kevin Grevey",1983,"297","49","49","41","756","15","38","0.395","99","256","0.387","9.5","1","0.2","0.8","0.458","0.235"
"101","Paul Griffin",1983,"173","216","86","53","956","0","0","0","60","116","0.517","8.9","1.4","0.5","0.9","0.579","0.655"
"102","Darrell Griffith",1983,"1709","304","270","77","2787","38","132","0.288","714","1422","0.502","15.8","2.8","0.6","2.2","0.514","0.158"
"103","Bob Gross",1983,"83","66","34","27","373","1","3","0.333","34","79","0.43","8.7","0.2","0","0.2","0.459","0.232"
"104","Ernie Grunfeld",1983,"415","163","136","77","1422","0","4","0","167","373","0.448","8.9","2.2","0.2","1.9","0.494","0.26"
"105","Bill Hanzlik",1983,"500","236","268","82","1547","1","7","0.143","186","430","0.433","10.6","1","0.3","0.7","0.493","0.366"
"106","Joe Hassett",1983,"39","11","21","6","139","1","9","0.111","18","35","0.514","7.5","0","0","0","0.443","0"
"107","Scott Hastings",1983,"37","41","3","31","140","0","3","0","13","35","0.371","6.4","0.1","-0.2","0.3","0.395","0.526"
"108","Steve Hawes",1983,"400","361","95","77","1416","5","21","0.238","158","369","0.428","8.6","1","-1","2","0.464","0.241"
"109","Elvin Hayes*",1983,"1046","616","158","81","2302","2","4","0.5","422","886","0.476","14.7","2.4","0.6","1.8","0.515","0.322"
"110","Steve Hayes",1983,"237","236","36","65","1058","0","1","0","104","216","0.481","8.2","1.2","0.4","0.8","0.495","0.235"
"111","Spencer Haywood*",1983,"313","183","30","38","775","0","1","0","125","311","0.402","10","0.4","-0.8","1.2","0.447","0.279"
"112","Gerald Henderson",1983,"671","124","195","82","1551","3","16","0.188","283","602","0.47","12.1","2.3","0.5","1.8","0.496","0.215"
"113","Tom Henderson",1983,"259","69","138","51","789","0","2","0","107","261","0.41","11.5","0.4","0","0.3","0.45","0.217"
"114","Rod Higgins",1983,"848","366","175","82","2196","13","41","0.317","300","657","0.457","12.7","3.8","2.7","1.2","0.521","0.378"
"115","Johnny High",1983,"264","150","153","82","1155","1","5","0.2","99","212","0.467","8.6","1.2","-1","2.2","0.477","0.627"
"116","Armond Hill",1983,"46","20","27","14","169","0","0","0","14","26","0.538","12.6","0.5","0.2","0.2","0.645","0.846"
