"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Alaa Abdelnaby",1992,"432","260","30","71","934","0","0","0","178","361","0.493","13.5","2.1","0.6","1.5","0.533","0.28"
"2","Mahmoud Abdul-Rauf",1992,"837","114","192","81","1538","31","94","0.33","325","751","0.433","12.6","0.6","-0.2","0.8","0.469","0.128"
"3","Mark Acres",1992,"208","252","22","68","926","1","3","0.333","77","148","0.52","10.1","1.9","1.1","0.8","0.576","0.444"
"4","Michael Adams",1992,"1408","310","594","78","2795","125","386","0.324","360","847","0.425","17.1","5.3","2.6","2.6","0.506","0.292"
"5","Rafael Addison",1992,"444","165","68","76","1175","14","49","0.286","173","383","0.452","10.9","1.5","0.8","0.7","0.477","0.176"
"6","Mark Aguirre",1992,"851","236","126","75","1582","15","71","0.211","324","716","0.453","13.7","2.2","0.1","2","0.479","0.292"
"7","Danny Ainge",1992,"784","148","202","81","1595","78","230","0.339","221","446","0.496","15.4","5.2","3.1","2","0.534","0.194"
"8","Victor Alexander",1992,"589","336","32","80","1350","0","1","0","243","458","0.531","13.9","2.5","1.1","1.4","0.561","0.325"
"9","Greg Anderson",1992,"945","941","78","82","2793","0","4","0","389","850","0.458","12.6","3","-0.6","3.6","0.486","0.314"
"10","Kenny Anderson",1992,"450","127","203","64","1086","3","13","0.231","184","467","0.394","12.8","0.5","-0.6","1.1","0.43","0.204"
"11","Nick Anderson",1992,"1196","384","163","60","2203","30","85","0.353","452","957","0.472","16.4","3.6","1.6","2","0.509","0.291"
"12","Ron Anderson",1992,"1123","278","135","82","2432","42","127","0.331","427","881","0.485","14.1","3.5","2.2","1.3","0.52","0.162"
"13","Willie Anderson",1992,"744","300","302","57","1889","13","56","0.232","299","629","0.475","13.8","3.3","0.7","2.6","0.499","0.201"
"14","Michael Ansley",1992,"21","6","2","10","45","0","0","0","8","18","0.444","9","0","0","0","0.509","0.333"
"15","Greg Anthony",1992,"447","136","314","82","1510","8","55","0.145","153","380","0.403","10.6","2.2","0.2","2","0.443","0.363"
"16","B.J. Armstrong",1992,"809","145","266","82","1875","35","87","0.402","300","610","0.492","14.1","4.6","2.7","1.8","0.537","0.185"
