"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Henry Akin",1967,"192","120","25","50","453","0","0","0","83","230","0.361","8.5","-0.7","-0.9","0.2","0.39","0.161"
"2","Al Attles*",1967,"512","321","269","69","1764","0","0","0","212","467","0.454","10.2","3.5","0.9","2.6","0.48","0.323"
"3","Johnny Austin",1967,"23","7","4","4","61","0","0","0","5","22","0.227","5.7","-0.1","-0.1","0","0.396","0.727"
"4","Jim Barnes",1967,"562","450","47","80","1398","0","0","0","217","497","0.437","11","2.1","0.9","1.2","0.485","0.376"
"5","Dick Barnett",1967,"1139","226","161","67","1969","0","0","0","454","949","0.478","15.6","4.7","4.2","0.5","0.528","0.311"
"6","Jim Barnett",1967,"198","53","41","48","383","0","0","0","78","211","0.37","10.4","0","-0.5","0.5","0.415","0.294"
"7","John Barnhill",1967,"440","157","136","53","1214","0","0","0","187","447","0.418","10.6","0.7","-0.1","0.8","0.447","0.23"
"8","Rick Barry*",1967,"2775","714","282","78","3175","0","0","0","1011","2240","0.451","24.2","14.4","10.1","4.3","0.531","0.38"
"9","Elgin Baylor*",1967,"1862","898","215","70","2706","0","0","0","711","1658","0.429","20.2","6.2","3.5","2.7","0.491","0.326"
"10","Zelmo Beaty*",1967,"853","515","60","48","1661","0","0","0","328","694","0.473","16.5","4.5","3.1","1.4","0.528","0.375"
"11","Walt Bellamy*",1967,"1499","1064","206","79","3010","0","0","0","565","1084","0.521","18.4","8.8","7.4","1.4","0.56","0.535"
"12","Dave Bing*",1967,"1601","359","330","80","2762","0","0","0","664","1522","0.436","16.5","5.3","2","3.2","0.475","0.243"
"13","John Block",1967,"64","45","5","22","118","0","0","0","20","52","0.385","15.1","0.2","0.1","0.1","0.478","0.654"
"14","Bob Boozer",1967,"1436","679","90","80","2451","0","0","0","538","1104","0.487","18.4","9.4","6.6","2.9","0.549","0.418"
"15","Nate Bowman",1967,"22","28","2","9","65","0","0","0","8","21","0.381","9.8","0.1","0","0.1","0.449","0.381"
"16","Bill Bridges",1967,"1373","1190","222","79","3130","0","0","0","503","1106","0.455","16.8","7.6","4.3","3.3","0.514","0.473"
"17","Em Bryant",1967,"546","273","218","63","1593","0","0","0","236","577","0.409","10","0.1","-0.5","0.6","0.435","0.198"
"18","Joe Caldwell",1967,"1116","442","166","81","2256","0","0","0","458","1076","0.426","13.2","2","0.4","1.6","0.461","0.286"
"19","Wilt Chamberlain*",1967,"1956","1957","630","81","3682","0","0","0","785","1150","0.683","26.5","21.9","14.8","7","0.637","0.761"
"20","Jerry Chambers",1967,"516","208","44","69","1015","0","0","0","224","496","0.452","12.1","1.4","0.7","0.7","0.481","0.188"
"21","Len Chappell",1967,"317","189","33","73","708","0","0","0","132","313","0.422","11.5","0.5","0","0.5","0.455","0.259"
"22","Archie Clark",1967,"798","218","205","76","1763","0","0","0","331","732","0.452","12.3","2.7","1.5","1.2","0.489","0.262"
"23","Barry Clemens",1967,"440","201","39","60","986","0","0","0","186","444","0.419","10.4","0.9","0","1","0.455","0.203"
"24","Larry Costello",1967,"380","103","140","49","976","0","0","0","130","293","0.444","11.9","2.5","1.7","0.9","0.541","0.454"
"25","Mel Counts",1967,"423","344","52","56","860","0","0","0","177","419","0.422","13.9","1","0.1","0.9","0.459","0.224"
"26","Freddie Crawford",1967,"112","48","12","19","192","0","0","0","44","116","0.379","11.6","-0.2","-0.2","0.1","0.422","0.328"
"27","Billy Cunningham*",1967,"1495","589","205","81","2168","0","0","0","556","1211","0.459","19.3","6.8","4.4","2.5","0.513","0.461"
"28","Dave DeBusschere*",1967,"1423","924","216","78","2897","0","0","0","531","1278","0.415","16.2","5.9","1.6","4.3","0.473","0.401"
"29","Dave Deutsch",1967,"21","21","15","19","93","0","0","0","6","36","0.167","2.4","-0.5","-0.5","0","0.234","0.556"
"30","Connie Dierking",1967,"716","603","158","77","1905","0","0","0","291","729","0.399","12","1","-0.5","1.4","0.443","0.247"
"31","Johnny Egan",1967,"719","180","275","71","1743","0","0","0","267","624","0.428","13","3.1","1.9","1.2","0.499","0.351"
"32","Joe Ellis",1967,"153","112","27","41","333","0","0","0","67","164","0.409","13.1","0.4","-0.2","0.5","0.437","0.152"
"33","Leroy Ellis",1967,"1203","970","170","81","2938","0","0","0","496","1166","0.425","13.6","3.2","0.7","2.5","0.466","0.245"
"34","Wayne Embry*",1967,"376","294","42","72","729","0","0","0","147","359","0.409","14.4","1.2","-0.2","1.5","0.445","0.401"
"35","Keith Erickson",1967,"587","339","119","76","1454","0","0","0","235","641","0.367","10.1","0.2","-1.6","1.7","0.413","0.248"
"36","Bob Ferry",1967,"334","258","92","51","991","0","0","0","132","315","0.419","11.6","0.9","0.1","0.8","0.46","0.349"
"37","Hank Finkel",1967,"41","64","5","27","141","0","0","0","17","47","0.362","7.7","0","-0.2","0.2","0.392","0.255"
"38","Dave Gambee",1967,"407","197","42","63","757","0","0","0","150","345","0.435","13.8","1.9","1.1","0.8","0.509","0.362"
"39","Gail Goodrich*",1967,"957","251","210","77","1780","0","0","0","352","776","0.454","15.2","4.4","3.1","1.3","0.518","0.434"
"40","Johnny Green",1967,"502","394","57","61","948","0","0","0","203","437","0.465","16.6","1.5","0.6","0.9","0.475","0.474"
"41","Hal Greer*",1967,"1765","422","303","80","3086","0","0","0","699","1524","0.459","15","7.6","5","2.6","0.51","0.306"
"42","Richie Guerin*",1967,"1092","192","345","80","2275","0","0","0","394","904","0.436","14.4","4.7","3.1","1.6","0.502","0.46"
"43","Matt Guokas",1967,"207","83","105","69","808","0","0","0","79","203","0.389","7.5","0.5","-0.2","0.7","0.434","0.399"
"44","Happy Hairston",1967,"1174","631","62","79","2442","0","0","0","461","962","0.479","13.8","5.1","3.7","1.4","0.519","0.397"
"45","Reggie Harding",1967,"407","455","94","74","1367","0","0","0","172","383","0.449","12","2.6","0.5","2","0.475","0.269"
"46","John Havlicek*",1967,"1733","532","278","81","2602","0","0","0","684","1540","0.444","19.2","8.3","4.2","4.1","0.5","0.286"
"47","Tom Hawkins",1967,"632","434","83","76","1798","0","0","0","275","572","0.481","10.3","2.4","1.1","1.4","0.488","0.302"
"48","Walt Hazzard",1967,"731","231","323","79","1642","0","0","0","301","706","0.426","13.8","2.2","0.7","1.5","0.466","0.251"
"49","Fred Hetzel",1967,"938","639","111","77","2123","0","0","0","373","932","0.4","12.4","2.9","-0.2","3","0.453","0.254"
"50","Wayne Hightower",1967,"543","405","64","72","1310","0","0","0","195","567","0.344","10.7","-0.2","-1.5","1.3","0.412","0.37"
"51","Bob Hogsett",1967,"16","3","1","7","22","0","0","0","5","16","0.313","12.7","0","0","0","0.429","0.375"
"52","Tom Hoover",1967,"31","36","8","17","129","0","0","0","13","31","0.419","5.8","0","-0.1","0.1","0.422","0.419"
"53","Bailey Howell*",1967,"1621","677","103","81","2503","0","0","0","636","1242","0.512","19.5","11.8","8","3.8","0.559","0.379"
"54","Lou Hudson",1967,"1471","435","95","80","2446","0","0","0","620","1328","0.467","15.3","4.9","3.4","1.5","0.5","0.246"
"55","Darrall Imhoff",1967,"867","1080","222","81","2725","0","0","0","370","780","0.474","13.6","5","2","3","0.498","0.265"
"56","Luke Jackson",1967,"970","724","114","81","2377","0","0","0","386","882","0.438","12.3","4.2","1.6","2.6","0.487","0.296"
"57","Gus Johnson*",1967,"1511","855","194","73","2626","0","0","0","620","1377","0.45","17.6","5","2.7","2.3","0.489","0.278"
"58","Neil Johnson",1967,"175","167","38","51","522","0","0","0","59","171","0.345","9.4","-0.2","-0.4","0.2","0.419","0.503"
"59","K.C. Jones*",1967,"483","239","389","78","2446","0","0","0","182","459","0.397","7.7","3.7","0.1","3.5","0.445","0.412"
"60","Sam Jones*",1967,"1594","338","217","72","2325","0","0","0","638","1406","0.454","18.5","7.5","4.4","3.1","0.508","0.264"
"61","Wali Jones",1967,"1069","265","303","81","2249","0","0","0","423","982","0.431","12.9","4","1.9","2","0.486","0.271"
"62","Toby Kimball",1967,"97","146","13","38","222","0","0","0","35","97","0.361","16.9","0.4","-0.2","0.6","0.423","0.412"
"63","Jim King",1967,"746","319","240","67","1667","0","0","0","286","685","0.418","13.7","3.5","1","2.5","0.477","0.323"
"64","Don Kojis",1967,"792","479","70","78","1655","0","0","0","329","773","0.426","12.9","1.9","-0.1","2","0.455","0.287"
"65","Howard Komives",1967,"1021","183","401","65","2282","0","0","0","402","995","0.404","13","1.5","0.7","0.8","0.461","0.254"
"66","Tommy Kron",1967,"67","36","46","32","221","0","0","0","27","87","0.31","8.8","-0.3","-0.5","0.2","0.351","0.218"
"67","Rudy LaRusso",1967,"578","351","78","45","1292","0","0","0","211","509","0.415","12.8","1.7","0.7","1.1","0.476","0.44"
"68","Clyde Lee",1967,"515","551","77","74","1247","0","0","0","205","503","0.408","13.9","2.1","-0.2","2.3","0.447","0.33"
"69","George Lee",1967,"12","0","0","1","5","0","0","0","3","4","0.75","77","0.1","0.1","0","0.847","1.75"
"70","Freddie Lewis",1967,"149","44","40","32","334","0","0","0","60","153","0.392","10.5","0","-0.2","0.2","0.436","0.268"
"71","Kevin Loughery",1967,"1380","349","288","76","2577","0","0","0","520","1306","0.398","13.7","2.5","0.9","1.7","0.464","0.315"
"72","Bob Love",1967,"439","257","49","66","1074","0","0","0","173","403","0.429","10.7","1","0.3","0.6","0.469","0.365"
"73","Jerry Lucas*",1967,"1438","1547","268","81","3558","0","0","0","577","1257","0.459","16.9","7.3","4.1","3.2","0.508","0.286"
"74","Jack Marin",1967,"711","313","75","74","1323","0","0","0","283","632","0.448","14.4","2.5","1.6","0.9","0.498","0.296"
"75","Jon McGlocklin",1967,"508","164","93","60","1194","0","0","0","217","493","0.44","11.4","1.1","0.5","0.6","0.471","0.211"
"76","McCoy McLemore",1967,"726","374","62","79","1382","0","0","0","258","670","0.385","13.5","1.8","0.2","1.6","0.46","0.406"
"77","Bill Melchionni",1967,"315","98","98","73","692","0","0","0","138","353","0.391","10.8","-0.1","-0.7","0.7","0.415","0.17"
"78","Tom Meschery",1967,"761","549","94","72","1846","0","0","0","293","706","0.415","11.6","3.1","0.5","2.6","0.468","0.346"
"79","Eddie Miles",1967,"1425","298","181","81","2419","0","0","0","582","1363","0.427","14.9","3.7","1.4","2.3","0.471","0.248"
"80","Wayne Molis",1967,"45","22","2","13","75","0","0","0","19","51","0.373","11.7","-0.2","-0.2","0","0.397","0.255"
"81","Erwin Mueller",1967,"1015","497","131","80","2136","0","0","0","422","957","0.441","13.3","3.5","1","2.4","0.474","0.272"
"82","Jeff Mullins",1967,"992","388","226","77","1835","0","0","0","421","919","0.458","15.8","4.5","1.9","2.7","0.49","0.233"
"83","Dorie Murrey",1967,"98","102","12","35","311","0","0","0","33","82","0.402","10","0.5","0.1","0.4","0.463","0.659"
"84","Don Nelson*",1967,"595","295","65","79","1202","0","0","0","227","509","0.446","14.3","3.3","1.5","1.8","0.502","0.373"
"85","Paul Neumann",1967,"1084","272","342","78","2421","0","0","0","386","911","0.424","13","5.8","2.8","3","0.501","0.428"
"86","Don Ohl",1967,"1180","189","168","58","2024","0","0","0","452","1002","0.451","15.3","4.4","3.4","1.1","0.51","0.353"
"87","Bud Olsen",1967,"173","103","32","40","348","0","0","0","75","167","0.449","13.4","0.5","-0.1","0.5","0.449","0.347"
"88","Ron Reed",1967,"525","423","81","62","1248","0","0","0","223","600","0.372","12.1","-0.2","-2","1.8","0.399","0.222"
"89","Willis Reed*",1967,"1628","1136","126","78","2824","0","0","0","635","1298","0.489","19.7","7.9","6.5","1.3","0.538","0.375"
"90","Oscar Robertson*",1967,"2412","486","845","79","3468","0","0","0","838","1699","0.493","25.5","17.4","14.7","2.7","0.583","0.496"
"91","Flynn Robinson",1967,"668","133","110","76","1140","0","0","0","274","599","0.457","14","2.2","1.6","0.6","0.501","0.257"
