"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Quincy Acy",2013,"116","77","11","29","342","1","2","0.5","41","73","0.562","15.9","1.1","0.7","0.4","0.632","0.507"
"2","Jeff Adrien",2013,"209","196","36","52","713","0","2","0","72","166","0.434","13.4","1","0.5","0.4","0.493","0.595"
"3","Arron Afflalo",2013,"1057","239","206","64","2307","72","240","0.3","325","665","0.489","13","2","1.5","0.5","0.527","0.246"
"4","Josh Akognon",2013,"5","1","1","3","9","1","2","0.5","1","2","0.5","15.3","0","0","0","0.625","0"
"5","Cole Aldrich",2013,"100","120","9","45","388","0","0","0","44","80","0.55","11.1","0.6","0.1","0.4","0.563","0.25"
"6","LaMarcus Aldridge",2013,"1560","670","192","74","2790","2","14","0.143","636","1304","0.488","20.4","7.2","4.8","2.3","0.53","0.264"
"7","Lavoy Allen",2013,"455","395","73","79","1669","0","1","0","206","453","0.455","11.5","2.5","0.9","1.6","0.474","0.132"
"8","Ray Allen*",2013,"863","217","135","79","2035","139","332","0.419","153","319","0.48","14.7","5.4","3.4","1.9","0.599","0.243"
"9","Tony Allen",2013,"705","363","98","79","2109","3","24","0.125","281","614","0.458","13.2","5.1","1","4.1","0.489","0.293"
"10","Al-Farouq Aminu",2013,"555","585","103","76","2066","4","19","0.211","221","455","0.486","13.7","3.1","0.7","2.4","0.519","0.289"
"11","Lou Amundson",2013,"76","106","11","39","372","0","0","0","32","81","0.395","9.3","0.1","-0.3","0.4","0.392","0.444"
"12","Chris Andersen",2013,"207","172","17","42","624","2","3","0.667","69","120","0.575","17.4","2.7","1.6","1.1","0.631","0.756"
"13","Alan Anderson",2013,"693","148","103","65","1495","95","285","0.333","141","331","0.426","12.6","1.6","0.8","0.8","0.509","0.239"
"14","James Anderson",2013,"149","72","42","39","401","21","60","0.35","31","66","0.47","13.9","0.9","0.4","0.4","0.539","0.222"
"15","Ryan Anderson",2013,"1309","519","97","81","2503","213","557","0.382","259","558","0.464","18.1","6.5","5.7","0.8","0.548","0.161"
"16","Carmelo Anthony",2013,"1920","460","171","67","2482","157","414","0.379","512","1075","0.476","24.8","9.5","7.5","2","0.56","0.344"
"17","Joel Anthony",2013,"87","115","13","62","566","0","0","0","35","68","0.515","10.4","1.2","0.4","0.8","0.542","0.412"
"18","Trevor Ariza",2013,"530","266","113","56","1471","76","209","0.364","112","242","0.463","14","3.1","0.7","2.4","0.538","0.211"
"19","Darrell Arthur",2013,"362","169","33","59","970","5","18","0.278","157","341","0.46","11.8","1.7","0.2","1.5","0.477","0.128"
"20","Ömer Asik",2013,"832","956","75","82","2464","0","1","0","332","613","0.542","14.9","5.5","2","3.5","0.558","0.487"
"21","D.J. Augustin",2013,"356","91","170","76","1226","67","190","0.353","36","104","0.346","11","2.8","1.4","1.5","0.527","0.337"
"22","Gustavo Ayón",2013,"204","199","71","55","734","0","0","0","92","167","0.551","12.8","1.2","0.4","0.8","0.54","0.299"
"23","Jeff Ayres",2013,"145","104","15","37","369","2","4","0.5","59","122","0.484","14.5","1","0.3","0.7","0.533","0.183"
"24","Luke Babbitt",2013,"244","137","29","62","730","62","178","0.348","24","56","0.429","9.4","0.7","0.3","0.4","0.509","0.056"
"25","Leandro Barbosa",2013,"215","46","58","41","513","18","47","0.383","65","146","0.445","13.5","0.9","0.4","0.5","0.509","0.212"
"26","J.J. Barea",2013,"834","207","294","74","1713","97","280","0.346","219","478","0.458","14.1","1.9","0.8","1","0.51","0.177"
"27","Andrea Bargnani",2013,"443","128","38","35","1003","38","123","0.309","132","303","0.436","11.2","0.1","-0.5","0.6","0.482","0.181"
"28","Harrison Barnes",2013,"748","333","98","81","2058","52","145","0.359","224","483","0.464","11","2.8","0.9","1.9","0.526","0.303"
"29","Matt Barnes",2013,"822","366","123","80","2058","111","325","0.342","201","350","0.574","15.5","6.3","3.5","2.8","0.566","0.173"
"30","Earl Barron",2013,"39","61","5","12","159","0","0","0","18","51","0.353","8.9","0","-0.3","0.3","0.361","0.137"
"31","Will Barton",2013,"295","145","58","73","894","9","65","0.138","109","244","0.447","9.1","-0.5","-1.1","0.6","0.437","0.21"
"32","Brandon Bass",2013,"701","425","84","81","2239","0","2","0","286","587","0.487","12.3","4.7","2","2.7","0.535","0.255"
"33","Shane Battier",2013,"472","165","72","72","1786","136","316","0.43","16","46","0.348","10.7","4.4","2.8","1.6","0.623","0.105"
"34","Nicolas Batum",2013,"1047","412","360","73","2807","165","444","0.372","187","389","0.481","15.7","5.8","3.8","1.9","0.566","0.252"
"35","Jerryd Bayless",2013,"693","176","264","80","1765","71","201","0.353","189","420","0.45","13.5","4","1.5","2.5","0.514","0.196"
"36","Aron Baynes",2013,"43","32","5","16","141","0","1","0","18","35","0.514","8.8","0.1","0","0.2","0.521","0.333"
"37","Kent Bazemore",2013,"123","22","22","61","267","10","34","0.294","33","82","0.402","11.3","0.1","-0.3","0.3","0.454","0.379"
"38","Bradley Beal",2013,"780","211","137","56","1745","91","236","0.386","191","451","0.424","13.6","3","1","2","0.515","0.231"
