"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Jeff Adrien",2012,"21","22","1","8","63","0","0","0","7","16","0.438","11.2","0.1","0.1","0.1","0.493","0.75"
"2","Arron Afflalo",2012,"943","197","149","62","2086","88","221","0.398","241","478","0.504","14.7","5.3","4.7","0.6","0.584","0.353"
"3","Blake Ahearn",2012,"10","2","1","4","30","2","9","0.222","2","5","0.4","-7.3","-0.2","-0.2","0","0.357","0"
"4","Solomon Alabi",2012,"33","47","3","14","122","0","0","0","13","36","0.361","14.2","0.2","0","0.2","0.418","0.222"
"5","Cole Aldrich",2012,"57","48","3","26","173","0","0","0","22","42","0.524","17.7","0.6","0.3","0.4","0.592","0.333"
"6","LaMarcus Aldridge",2012,"1191","442","134","55","1994","2","11","0.182","481","932","0.516","22.7","7","5.4","1.6","0.56","0.291"
"7","Lavoy Allen",2012,"169","171","34","41","624","0","0","0","79","167","0.473","12.7","1.6","0.4","1.2","0.488","0.084"
"8","Ray Allen*",2012,"655","142","109","46","1565","106","234","0.453","120","259","0.463","14.8","4.7","2.5","2.2","0.607","0.215"
"9","Tony Allen",2012,"568","233","79","58","1525","8","26","0.308","202","422","0.479","15.7","4.2","1.7","2.5","0.541","0.391"
"10","Morris Almond",2012,"14","8","2","4","67","1","3","0.333","5","14","0.357","8.7","0","-0.1","0.1","0.382","0.176"
"11","Al-Farouq Aminu",2012,"399","308","66","66","1477","13","47","0.277","137","318","0.431","10.6","1.4","-0.4","1.8","0.481","0.312"
"12","Lou Amundson",2012,"213","222","14","60","753","0","0","0","89","207","0.43","11.5","1","-0.3","1.3","0.438","0.396"
"13","Chris Andersen",2012,"168","148","6","32","486","0","0","0","59","108","0.546","18.9","1.9","1","0.8","0.583","0.759"
"14","Alan Anderson",2012,"163","34","26","17","461","24","61","0.393","31","81","0.383","8.7","0.3","0.1","0.2","0.519","0.239"
"15","James Anderson",2012,"190","79","41","51","603","19","68","0.279","47","106","0.443","8.8","0.5","0.1","0.4","0.483","0.299"
"16","Ryan Anderson",2012,"980","471","54","61","1964","166","422","0.393","166","335","0.496","21.2","8.9","7","1.9","0.589","0.226"
"17","Carmelo Anthony",2012,"1245","344","200","55","1876","68","203","0.335","373","822","0.454","21.1","6.2","3.7","2.6","0.525","0.358"
"18","Joel Anthony",2012,"219","250","9","64","1349","0","0","0","85","152","0.559","10.3","3.4","1.2","2.2","0.598","0.467"
"19","Gilbert Arenas",2012,"72","18","18","17","211","13","39","0.333","13","25","0.52","9.9","0.4","0.1","0.3","0.526","0.156"
"20","Trevor Ariza",2012,"444","215","135","41","1350","29","87","0.333","139","316","0.44","14.2","2.2","0.5","1.7","0.496","0.253"
"21","Ömer Asik",2012,"205","350","32","66","971","0","0","0","79","156","0.506","13.4","2.6","0.1","2.5","0.509","0.66"
"22","D.J. Augustin",2012,"532","109","307","48","1408","61","179","0.341","122","308","0.396","14.1","0.5","0.7","-0.2","0.493","0.246"
"23","Gustavo Ayón",2012,"319","265","74","54","1088","0","1","0","140","260","0.538","16.7","3.2","1.5","1.7","0.552","0.241"
"24","Jeff Ayres",2012,"34","33","4","20","106","0","0","0","15","36","0.417","13.4","0.3","0.1","0.2","0.435","0.194"
"25","Kelenna Azubuike",2012,"7","0","0","3","18","1","3","0.333","2","5","0.4","-3.4","-0.1","-0.1","0","0.438","0"
"26","Luke Babbitt",2012,"202","95","16","40","537","43","100","0.43","28","73","0.384","11.3","0.7","0.4","0.3","0.556","0.116"
"27","Renaldo Balkman",2012,"42","26","5","14","115","2","9","0.222","14","23","0.609","14.3","0.3","0.1","0.2","0.57","0.344"
"28","Leandro Barbosa",2012,"708","128","96","64","1382","65","170","0.382","206","467","0.441","14","1.7","0.5","1.2","0.512","0.195"
"29","J.J. Barea",2012,"463","114","232","41","1032","53","143","0.371","114","275","0.415","14.9","1.2","0.8","0.4","0.502","0.234"
