"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Zaid Abdul-Aziz",1973,"417","304","53","48","900","0","0","0","149","375","0.397","14.5","1","0.2","0.8","0.467","0.432"
"2","Kareem Abdul-Jabbar*",1973,"2292","1224","379","76","3254","0","0","0","982","1772","0.554","28.5","21.9","14.4","7.5","0.58","0.26"
"3","Don Adams",1973,"675","441","117","74","1874","0","0","0","265","678","0.391","10.6","0.9","-0.6","1.5","0.445","0.271"
"4","Rick Adelman",1973,"501","157","294","76","1822","0","0","0","214","525","0.408","9.5","0.1","-0.4","0.5","0.44","0.194"
"5","Lucius Allen",1973,"1237","279","426","80","2693","0","0","0","547","1130","0.484","16","7.6","3.8","3.8","0.508","0.177"
"6","Tiny Archibald*",1973,"2719","223","910","80","3681","0","0","0","1028","2106","0.488","25.2","14.2","13.9","0.3","0.555","0.372"
"7","Dennis Awtrey",1973,"378","447","224","82","1687","0","0","0","146","305","0.479","12.1","5","1.3","3.7","0.508","0.502"
"8","Dick Barnett",1973,"192","41","50","51","514","0","0","0","88","226","0.389","8.1","-0.2","-0.8","0.6","0.401","0.133"
"9","Jim Barnett",1973,"971","255","301","82","2215","0","0","0","394","844","0.467","15.2","6.1","3.3","2.8","0.517","0.257"
"10","Rick Barry*",1973,"1832","728","399","82","3075","0","0","0","737","1630","0.452","20.4","10.2","5.2","5","0.508","0.244"
"11","Butch Beard",1973,"482","174","247","73","1403","0","0","0","191","435","0.439","13.1","1.5","1","0.5","0.485","0.322"
"12","Walt Bellamy*",1973,"1193","964","179","74","2802","0","0","0","455","901","0.505","15.9","7.1","4.2","2.9","0.527","0.584"
"13","Henry Bibby",1973,"229","82","64","55","475","0","0","0","78","205","0.38","15.1","1","0.2","0.8","0.472","0.42"
"14","Dave Bing*",1973,"1840","298","637","82","3361","0","0","0","692","1545","0.448","18.3","8.6","6","2.7","0.514","0.362"
"15","John Block",1973,"1082","562","113","73","2041","0","0","0","391","886","0.441","16.7","4.2","3.2","0.9","0.514","0.427"
"16","Tom Boerwinkle",1973,"30","54","40","8","176","0","0","0","9","24","0.375","14.3","0.5","0","0.5","0.457","0.833"
"17","Freddie Boyd",1973,"860","210","301","82","2351","0","0","0","362","923","0.392","10.1","-0.7","-1.7","1","0.425","0.217"
"18","Steve Bracey",1973,"457","107","125","70","1050","0","0","0","192","395","0.486","12.7","2.1","1.4","0.7","0.515","0.278"
"19","Bill Bradley*",1973,"1319","301","367","82","2998","0","0","0","575","1252","0.459","13.8","7","2.9","4.1","0.493","0.155"
"20","Bill Bridges",1973,"845","904","219","82","2867","0","0","0","333","722","0.461","12.8","6.7","2.4","4.4","0.506","0.353"
"21","John Brisker",1973,"898","319","150","70","1633","0","0","0","352","809","0.435","16.4","2.3","1.7","0.6","0.492","0.292"
"22","Fred Brown",1973,"1063","318","438","79","2320","0","0","0","471","1035","0.455","16","2.8","1.8","1","0.483","0.143"
"23","Roger Brown",1973,"1","0","0","1","5","0","0","0","0","0","0","-1.7","0","0","0","0.379","0"
"24","Corky Calhoun",1973,"493","338","76","82","2025","0","0","0","211","450","0.469","7.5","2.1","1.1","0.9","0.501","0.213"
"25","Austin Carr",1973,"1685","369","279","82","3097","0","0","0","702","1575","0.446","15.4","5.9","2.9","2.9","0.488","0.217"
"26","Fred Carter",1973,"1617","485","349","81","2993","0","0","0","679","1614","0.421","15.2","1.3","-0.3","1.5","0.455","0.228"
"27","Wilt Chamberlain*",1973,"1084","1526","365","82","3542","0","0","0","426","586","0.727","19.1","18.2","10.7","7.5","0.689","0.776"
"28","Don Chaney",1973,"1038","449","221","79","2488","0","0","0","414","859","0.482","13.6","8.7","4.1","4.6","0.532","0.311"
"29","Phil Chenier",1973,"1398","288","301","71","2776","0","0","0","602","1332","0.452","15.2","5.5","2.3","3.1","0.486","0.183"
"30","Bob Christian",1973,"230","305","47","55","759","0","0","0","85","155","0.548","14.5","2.4","1.6","0.9","0.606","0.51"
"31","Archie Clark",1973,"715","129","275","39","1477","0","0","0","302","596","0.507","18.3","5.6","3.6","2","0.545","0.23"
"32","Jim Cleamons",1973,"459","167","205","80","1392","0","0","0","192","423","0.454","12.4","2.6","1","1.6","0.491","0.239"
"33","Barry Clemens",1973,"471","211","115","72","1119","0","0","0","209","405","0.516","14.9","3.5","2.2","1.3","0.541","0.168"
"34","Mel Counts",1973,"303","253","65","66","658","0","0","0","132","294","0.449","16.3","1.5","0.3","1.2","0.474","0.197"
"35","Dave Cowens*",1973,"1684","1329","333","82","3425","0","0","0","740","1637","0.452","18.1","12","2.1","9.9","0.481","0.16"
"36","Pete Cross",1973,"20","61","11","29","157","0","0","0","6","25","0.24","6.6","-0.2","-0.3","0.1","0.304","0.72"
"37","Dick Cunningham",1973,"157","208","34","72","692","0","0","0","64","156","0.41","9.1","1","-0.2","1.2","0.441","0.321"
"38","Bob Dandridge",1973,"1474","600","207","73","2852","0","0","0","638","1353","0.472","16.2","8.1","3.8","4.3","0.504","0.186"
"39","Bob Davis",1973,"16","5","2","9","41","0","0","0","6","28","0.214","-1","-0.3","-0.3","0","0.261","0.214"
"40","Charlie Davis",1973,"656","116","185","75","1419","0","0","0","263","631","0.417","11.8","0.7","0.3","0.4","0.465","0.266"
"41","Dwight Davis",1973,"762","563","118","81","2151","0","0","0","293","748","0.392","10.9","2.3","-0.5","2.8","0.451","0.297"
"42","Jim Davis",1973,"334","261","56","73","771","0","0","0","131","257","0.51","16.1","2.3","1.5","0.8","0.544","0.444"
"43","Mickey Davis",1973,"380","226","72","74","1046","0","0","0","152","347","0.438","12.2","2.3","0.7","1.6","0.49","0.265"
"44","Mike Davis",1973,"123","35","19","13","283","0","0","0","50","118","0.424","10.9","0.4","0.1","0.3","0.477","0.212"
"45","Dave DeBusschere*",1973,"1258","787","259","77","2827","0","0","0","532","1224","0.435","16","6.6","0.9","5.8","0.47","0.212"
"46","Terry Dischinger",1973,"386","190","103","63","970","0","0","0","161","338","0.476","13.1","1.4","1.1","0.3","0.508","0.284"
"47","Terry Driscoll",1973,"323","300","55","60","964","0","0","0","140","327","0.428","11.6","1.7","-0.1","1.8","0.456","0.19"
"48","Charles Dudley",1973,"34","6","16","12","99","0","0","0","10","23","0.435","12.3","0.2","0.2","0","0.566","0.696"
"49","Ken Durrett",1973,"22","14","3","8","65","0","0","0","8","21","0.381","7.4","0","0","0","0.449","0.381"
"50","Joe Ellis",1973,"467","282","88","74","1054","0","0","0","199","487","0.409","13.2","1.1","-0.5","1.6","0.442","0.191"
"51","Leroy Ellis",1973,"971","777","139","79","2600","0","0","0","421","969","0.434","13.1","2.1","0.4","1.6","0.467","0.166"
