"","Player","PC1","PC2","allstar"
"1","Zaid Abdul-Aziz",-0.200465247705684,-2.32952471517443,0
"2","Kareem Abdul-Jabbar",2.84567075263197,7.2833840441748,0
"3","Tom Abernethy",0.58886738845346,-0.169896345322579,0
"4","Alvan Adams",0.67574395406614,2.09481381059806,0
"5","Lucius Allen",-0.661855955206796,0.115248640877932,0
"6","Jim Ard",0.0070078766901077,-2.91179836240268,0
"7","Tate Armstrong",-0.656478645568066,-2.32954642820079,0
"8","Bird Averitt",-0.952734555372972,-1.95876696118597,0
"9","Dennis Awtrey",-0.0900823029087967,-1.5303960777643,0
"10","Gus Bailey",0.159599135245024,-2.30312240412443,0
"11","Greg Ballard",-0.256614193490465,-1.30804417569364,0
"12","Mike Bantom",0.569086359761265,2.12064378982179,0
"13","Marvin Barnes",-0.973455664719398,0.219686115661771,0
"14","Rick Barry",-0.690409747528372,4.6536785494175,1
"15","Tim Bassett",-1.47373734646433,-1.10876171936458,0
"16","Butch Beard",0.731837419658136,0.670691577456042,0
"17","Ron Behagen",-0.773271597894126,-0.0542474047505617,0
"18","Mel Bennett",-0.539568029625955,-2.6099730103489,0
"19","Kent Benson",-0.00631841022002867,-0.867690184117843,0
"20","Henry Bibby",-0.401109623989425,0.904908031376488,0
"21","Bob Bigelow",-2.39368598222777,-2.95600538084237,0
"22","Dave Bing",-0.233579415794439,0.555321150247194,0
"23","Otis Birdsong",0.850809429978632,0.648492632959427,0
"24","Tom Boerwinkle",-0.0424132483566764,-2.1380518544172,0
"25","Phil Bond",-2.16920878571447,-3.29736788172146,0
"26","Ron Boone",-0.626600578514214,0.708432463797442,0
"27","Jim Bostic",0.172178453920793,-1.67113574915965,0
"28","Tom Boswell",1.07331422830437,-0.649520774372608,0
"29","Freddie Boyd",-0.983075048265113,-2.23334019035314,0
"30","Alonzo Bradley",-0.846302385363408,-2.31261539573654,0
"31","Mike Bratz",-1.35591161340099,-2.07515167006158,0
"32","Jim Brewer",-0.583009956816472,-0.456956670964318,0
"33","Junior Bridgeman",0.815850081830529,0.469116456918536,0
"34","Allan Bristow",0.658330183435079,-0.485808584413037,0
"35","Wayman Britt",-0.594296335910331,-3.06312589637343,0
"36","Gary Brokaw",0.822731847698734,-2.25615231034583,0
"37","Fred Brown",0.37731512999342,2.09876608737233,0
"38","John Brown",1.1387996352687,-0.303853641344429,0
"39","Joe Bryant",-0.219831405510939,-1.00036848182496,0
"40","Quinn Buckner",0.0510636173271059,0.543526130760344,0
"41","Ticky Burden",-0.835050691578866,-3.10935150450866,0
"42","Tom Burleson",0.301243797452955,0.491123526309463,0
"43","Don Buse",-0.33345569885624,1.43678720339276,0
"44","Corky Calhoun",0.0402151595690314,-0.910279650710061,0
"45","Mack Calvin",1.2211677408067,-1.42958410747458,0
"46","Austin Carr",-0.880431296033416,0.185401494824571,0
"47","Kenny Carr",-0.345203740439073,-2.0389867268433,0
"48","M.L. Carr",-0.13091069155824,1.29157409789381,0
"49","Bob Carrington",-0.627545525429656,-1.20477589107528,0
"50","Harvey Catchings",-0.752829405691936,-1.64331832320926,0
"51","Don Chaney",-1.39460254261016,-2.0423602642731,0
"52","Ken Charles",-0.653013510149022,-1.03878099990136,0
"53","Phil Chenier",-0.194900671183198,-0.0902405956619447,0
"54","Jim Chones",-0.0642319332392967,2.56626430697659,0
"55","Jim Cleamons",0.102439106769406,-0.5180746570214,0
"56","E.C. Coleman",-0.464131208870215,-0.454976685811943,0
"57","Doug Collins",2.01439562130895,2.71012289464851,1
"58","Norm Cook",-2.16039373309143,-2.94699844005715,0
"59","Dave Cowens",0.677750041888931,5.70493885190675,1
"60","Wesley Cox",0.258092275498275,-1.93655202529943,0
"61","Charlie Criss",-0.399182393716278,0.353410369878015,0
"62","Mark Crow",-0.352515833437284,-2.20293282876091,0
"63","Louie Dampier",0.438174494582346,0.0607298720400435,0
"64","Bob Dandridge",0.493026795041674,2.84483431057975,0
"65","Adrian Dantley",2.77056378871815,5.03808814774044,0
"66","Brad Davis",0.165794502738265,-2.21547267577453,0
"67","Johnny Davis",-0.093933639448299,0.314147391163547,0
"68","Walter Davis",2.54848324293472,4.38593380623743,1
"69","Darryl Dawkins",2.47985485635809,1.8448855159032,0
"70","Derrek Dickey",-0.59966261670918,-2.35446328838392,0
"71","Coby Dietrick",-0.342850934553354,-0.285086532565263,0
"72","Ernie DiGregorio",-0.925479953484549,-2.56150939912791,0
"73","Jacky Dorsey",0.239345622043384,-2.25669115557078,0
"74","Leon Douglas",1.10109035539021,0.538284320575863,0
"75","John Drew",1.20839962899429,4.00843960014491,0
"76","Charles Dudley",2.40303539081359,0.229941521433518,0
"77","Mike Dunleavy",-0.161640186004489,-2.31952396073292,0
"78","T.R. Dunn",-0.816351707434885,-1.64141269293277,0
"79","Jim Eakins",2.23548556259822,-1.78525146691829,0
"80","Al Eberhard",0.141618243635602,-1.77599261534234,0
"81","James Edwards",-0.105285792055944,1.18476775243667,0
"82","Bo Ellis",-0.526825383451959,-1.59925925879242,0
"83","Len Elmore",-1.29046403669346,-0.615397824351391,0
"84","Alex English",1.37669587916156,0.167604944623344,0
"85","Julius Erving",1.35730458349764,4.01724155014987,1
"86","Al Fleming",0.97524406724615,-2.84362555542453,0
"87","Mike Flynn",-0.0514719847132342,-1.86343284940734,0
"88","Chris Ford",0.0388490814469744,0.709869953886984,0
"89","Don Ford",-0.353960330367694,-0.114601943884193,0
"90","Bayard Forrest",0.274237290157918,-1.26493078492849,0
"91","Walt Frazier",0.108863064667782,1.93102458623034,0
"92","World B. Free",1.18050363778353,1.64390543047107,0
"93","Terry Furlow",-0.629677126327114,-1.36013798553923,0
"94","Mike Gale",-0.190691153107607,0.62524372892866,0
"95","Gus Gerard",-0.594000586914769,-1.41719259191153,0
"96","George Gervin",3.36986594715099,5.28973516081736,1
"97","John Gianelli",0.0658247537573259,0.20246593201269,0
"98","Artis Gilmore",4.02828596386069,5.83717706957981,1
"99","Mike Glenn",0.573307872845554,-1.23661493448238,0
"100","Glen Gondrezick",-0.84564231351206,-1.686139363644,0
"101","Gail Goodrich",1.05736713544927,1.87749809987444,0
"102","Mike Green",-0.0271565841640519,-0.400252584449458,0
"103","Rickey Green",-1.53797945583482,-1.97648148108656,0
"104","Steve Green",0.352652321781508,-2.28130580371784,0
"105","Kevin Grevey",-0.559510659648332,0.763892268620899,0
"106","Greg Griffin",-1.44221791837381,-2.45645771617084,0
"107","Paul Griffin",0.358090668591903,-0.190647150085446,0
"108","Bob Gross",1.43364166816414,2.40545306963293,0
"109","Ernie Grunfeld",-0.330264527558142,-1.24992840467411,0
"110","Glenn Hansen",-4.84502594132082,-3.6877583368493,0
"111","Joe Hassett",-1.10855501051564,-2.33705067600643,0
"112","John Havlicek",-0.737374842469367,1.63190245306763,1
"113","Steve Hawes",-0.377679634029543,2.32740883160072,0
"114","Bubbles Hawkins",-0.278500996932801,-0.984590200554503,0
"115","Elvin Hayes",-0.374473525557267,4.25503479438615,1
"116","Spencer Haywood",-0.0457405339282762,0.561729851075339,0
"117","Gar Heard",-1.140167736262,1.03077878779871,0
"118","Tom Henderson",-0.686168411479555,0.546783644250843,0
"119","Armond Hill",-0.932365897222728,0.339873115987226,0
"120","Darnell Hillman",0.58208703862227,0.425658758090741,0
"121","Wilbur Holland",-1.03983998507832,1.42138882768082,0
"122","Lionel Hollins",-0.928149926981085,1.91982431855011,1
"123","Lou Hudson",0.496067615065993,0.457551938251406,0
"124","Kim Hughes",-1.81802661031558,-2.0289697867309,0
"125","Dan Issel",2.19551182834308,5.01438507581643,0
"126","Phil Jackson",1.02517147104934,-2.27475875109748,0
"127","Aaron James",0.412876895133146,0.500370173377864,0
"128","Charles Johnson",-1.8379939196849,-1.34545847395358,0
"129","Dennis Johnson",-0.552746472457893,1.39608556526793,0
"130","Eddie Johnson",0.541509742080244,0.0630806483558684,0
"131","George Johnson",-1.70598909765507,0.430312327994333,0
"132","John Johnson",-1.52227661122512,-0.237243836238359,0
"133","Larry Johnson",-2.67784358912994,-3.06494105693691,0
"134","Marques Johnson",2.06049774142502,4.59784925106284,0
"135","Mickey Johnson",0.287034486263215,3.23368750649481,0
"136","Ollie Johnson",-0.0552347368238783,-0.219679340866742,0
"137","Bobby Jones",2.96299265434725,3.65084041984859,1
"138","Caldwell Jones",0.528471326015285,-0.226914157932489,0
"139","Dwight Jones",-0.369996851069439,0.34749252224562,0
"140","Robin Jones",0.958571455245409,-2.95954928439336,0
"141","Wil Jones",-0.674572599343683,-1.28289486486283,0
"142","Eddie Jordan",-1.03097868714868,-0.864947826281556,0
"143","George Karl",-0.359021090607393,-3.14968894017309,0
"144","Rich Kelley",1.63195070800598,2.2076452922522,0
"145","Larry Kenon",0.722680807908266,3.63037657968581,1
"146","Bernard King",0.443152801483072,3.2762914297782,0
"147","Billy Knight",1.32790342393815,3.1662763822848,1
