"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Álex Abrines",2017,"406","86","40","68","1055","94","247","0.381","40","94","0.426","10.1","2.1","1.2","0.9","0.56","0.144"
"2","Quincy Acy",2017,"222","115","18","38","558","37","90","0.411","33","80","0.413","11.8","0.9","0.5","0.5","0.565","0.353"
"3","Steven Adams",2017,"905","613","86","80","2389","0","1","0","374","654","0.572","16.5","6.5","3.3","3.1","0.589","0.392"
"4","Arron Afflalo",2017,"515","125","78","61","1580","62","151","0.411","123","269","0.457","8.9","1.4","1.2","0.2","0.559","0.221"
"5","Alexis Ajinça",2017,"207","177","12","39","584","0","4","0","89","174","0.511","12.9","1","0","0.9","0.529","0.225"
"6","Cole Aldrich",2017,"105","158","25","62","531","0","0","0","45","86","0.523","12.7","1.3","0.6","0.7","0.549","0.256"
"7","LaMarcus Aldridge",2017,"1243","523","139","72","2335","23","56","0.411","477","993","0.48","18.6","7.2","3.5","3.7","0.532","0.258"
"8","Lavoy Allen",2017,"177","219","57","61","871","0","1","0","77","167","0.461","11.6","1.7","0.9","0.8","0.485","0.196"
"9","Tony Allen",2017,"643","391","98","71","1914","15","54","0.278","259","541","0.479","13.3","3.1","0.2","2.9","0.493","0.218"
"10","Al-Farouq Aminu",2017,"532","451","99","61","1773","70","212","0.33","113","254","0.445","11.3","1.9","-0.1","2","0.506","0.292"
"11","Chris Andersen",2017,"28","31","5","12","114","0","3","0","9","19","0.474","11.6","0.2","0.1","0.2","0.497","0.636"
"12","Alan Anderson",2017,"86","24","11","30","308","14","44","0.318","16","36","0.444","5","0.1","0","0.1","0.494","0.2"
"13","Justin Anderson",2017,"532","245","66","75","1228","58","194","0.299","128","245","0.522","13.9","1.9","0.6","1.3","0.537","0.294"
"14","Kyle Anderson",2017,"246","208","91","72","1020","15","40","0.375","78","169","0.462","12.5","2.7","0.7","2","0.525","0.273"
"15","Ryan Anderson",2017,"979","330","68","72","2116","204","506","0.403","119","267","0.446","13.5","5.2","4","1.1","0.583","0.194"
"16","Giannis Antetokounmpo",2017,"1832","700","434","80","2845","49","180","0.272","607","1079","0.563","26.1","12.4","7.9","4.5","0.599","0.486"
"17","Carmelo Anthony",2017,"1659","438","213","74","2538","151","421","0.359","451","968","0.466","17.9","4.7","3.2","1.5","0.535","0.263"
"18","Joel Anthony",2017,"25","31","3","19","122","0","0","0","10","16","0.625","11.6","0.4","0.1","0.2","0.64","0.5"
"19","Trevor Ariza",2017,"936","458","175","80","2773","191","555","0.344","135","243","0.556","12.4","6","2.8","3.2","0.548","0.158"
"20","Darrell Arthur",2017,"262","112","42","41","639","53","117","0.453","42","98","0.429","12.8","1.1","0.6","0.4","0.583","0.102"
"21","Ömer Asik",2017,"85","163","15","31","482","0","0","0","31","65","0.477","9.8","1","0.4","0.6","0.517","0.6"
"22","D.J. Augustin",2017,"616","117","209","78","1538","95","274","0.347","100","243","0.412","11","1.2","0.7","0.5","0.524","0.311"
"23","Luke Babbitt",2017,"324","141","36","68","1065","87","210","0.414","26","71","0.366","8.3","1.8","0.8","1","0.563","0.053"
"24","Ron Baker",2017,"215","98","107","52","857","23","86","0.267","59","131","0.45","7.5","-0.1","-0.6","0.5","0.456","0.198"
"25","Wade Baldwin",2017,"106","46","61","33","405","3","22","0.136","33","93","0.355","6.5","-0.3","-0.8","0.5","0.404","0.322"
"26","Leandro Barbosa",2017,"419","104","81","67","963","35","98","0.357","137","294","0.466","11.5","0.6","0.3","0.4","0.509","0.115"
"27","J.J. Barea",2017,"381","84","193","35","771","53","148","0.358","89","195","0.456","17.2","1.3","0.8","0.5","0.521","0.149"
"28","Harrison Barnes",2017,"1518","394","116","79","2803","78","222","0.351","521","1058","0.492","16.3","4.6","2.5","2.1","0.541","0.22"
"29","Matt Barnes",2017,"527","384","195","74","1777","87","263","0.331","98","210","0.467","10.3","2","0.3","1.7","0.514","0.188"
"30","Will Barton",2017,"820","259","206","60","1705","87","235","0.37","208","431","0.483","15.5","3.3","2.5","0.8","0.547","0.285"
"31","Brandon Bass",2017,"292","129","21","52","577","1","3","0.333","106","183","0.579","19.7","2.2","1.6","0.6","0.65","0.473"
"32","Nicolas Batum",2017,"1164","481","456","77","2617","135","405","0.333","258","570","0.453","15.8","4.6","1.7","2.8","0.529","0.291"
"33","Jerryd Bayless",2017,"33","12","13","3","71","2","5","0.4","9","27","0.333","8.7","-0.1","-0.1","0","0.453","0.313"
"34","Aron Baynes",2017,"365","333","32","75","1163","0","0","0","143","279","0.513","13.1","3","1.4","1.5","0.57","0.337"
"35","Kent Bazemore",2017,"801","231","177","73","1963","92","266","0.346","203","455","0.446","11.5","2.1","-0.6","2.8","0.504","0.233"
"36","Bradley Beal",2017,"1779","240","267","77","2684","223","552","0.404","414","770","0.538","20.1","8.5","6.9","1.6","0.604","0.259"
"37","Malik Beasley",2017,"83","17","11","22","165","9","28","0.321","24","45","0.533","13.7","0.2","0.1","0.1","0.536","0.137"
"38","Michael Beasley",2017,"528","193","53","56","935","18","43","0.419","198","363","0.545","17.8","1.8","0.8","1","0.584","0.259"
"39","Marco Belinelli",2017,"780","178","147","74","1778","102","283","0.36","162","332","0.488","13.3","3.2","2","1.2","0.566","0.273"
"40","DeAndre' Bembry",2017,"101","59","28","38","371","1","18","0.056","46","80","0.575","8.8","0.3","-0.1","0.4","0.481","0.163"
"41","Dragan Bender",2017,"146","103","23","43","574","28","101","0.277","29","60","0.483","5.3","-0.3","-0.7","0.3","0.44","0.068"
"42","Anthony Bennett",2017,"115","78","12","23","264","13","48","0.271","25","44","0.568","14.7","0.5","0.3","0.2","0.533","0.391"
"43","Ben Bentil",2017,"0","2","0","3","10","0","1","0","0","2","0","-17.6","-0.1","-0.1","0","0","0"
"44","Davis Bertans",2017,"303","98","46","67","808","69","173","0.399","34","61","0.557","12.9","2.3","1.1","1.2","0.609","0.145"
"45","Patrick Beverley",2017,"639","393","281","67","2058","110","288","0.382","118","255","0.463","13","5.3","2.9","2.4","0.546","0.175"
"46","Bismack Biyombo",2017,"483","567","74","81","1793","0","0","0","179","339","0.528","12.2","2.9","0.8","2.1","0.546","0.69"
"47","Nemanja Bjelica",2017,"403","244","79","65","1190","56","177","0.316","95","179","0.531","11","1.5","0.6","0.9","0.526","0.171"
"48","Tarik Black",2017,"383","343","39","67","1091","1","2","0.5","149","292","0.51","15","2.4","1.5","0.8","0.56","0.371"
"49","Eric Bledsoe",2017,"1390","320","418","66","2176","104","310","0.335","345","724","0.477","20.5","5.3","4","1.4","0.563","0.443"
"50","Bojan Bogdanovic",2017,"1113","277","111","81","2083","144","392","0.367","232","453","0.512","13.5","2.9","2","0.9","0.585","0.288"
"51","Andrew Bogut",2017,"79","218","49","27","583","0","1","0","38","80","0.475","9.3","0.7","-0.3","1","0.46","0.136"
"52","Joel Bolomboy",2017,"22","17","2","12","53","1","4","0.25","8","12","0.667","19.7","0.2","0.1","0.1","0.59","0.375"
"53","Devin Booker",2017,"1726","249","268","78","2730","147","405","0.363","459","1026","0.447","14.6","2","1.3","0.6","0.531","0.308"
"54","Trevor Booker",2017,"709","571","138","71","1754","25","78","0.321","280","513","0.546","15.7","3.1","1","2.2","0.554","0.186"
"55","Avery Bradley",2017,"894","334","122","55","1835","108","277","0.39","251","498","0.504","14.4","3.1","1.1","2","0.548","0.12"
"56","Corey Brewer",2017,"371","166","97","82","1281","27","118","0.229","120","230","0.522","9.1","1.2","0","1.2","0.491","0.195"
"57","Malcolm Brogdon",2017,"767","213","317","75","1982","78","193","0.404","212","442","0.48","14.9","4.1","2.6","1.5","0.555","0.198"
"58","Aaron Brooks",2017,"322","69","125","65","894","48","128","0.375","73","172","0.424","9.5","0.3","-0.2","0.5","0.507","0.133"
"59","Anthony Brown",2017,"43","33","8","11","159","7","27","0.259","11","23","0.478","7.2","0","-0.2","0.2","0.43","0"
"60","Bobby Brown",2017,"62","6","14","25","123","14","35","0.4","9","25","0.36","10.8","0.1","0.1","0","0.509","0.033"
"61","Jaylen Brown",2017,"515","220","64","78","1341","46","135","0.341","146","288","0.507","10.3","1.5","0.2","1.3","0.539","0.293"
"62","Nicolás Brussino",2017,"150","95","47","54","521","29","95","0.305","23","46","0.5","10.7","0.6","0","0.6","0.498","0.156"
"63","Reggie Bullock",2017,"141","64","29","31","467","28","73","0.384","26","55","0.473","11.7","1","0.4","0.5","0.538","0.055"
"64","Trey Burke",2017,"285","47","100","57","703","31","70","0.443","85","185","0.459","10.8","0.5","0.3","0.3","0.532","0.114"
"65","Alec Burks",2017,"283","120","30","42","653","25","76","0.329","74","172","0.43","11.6","0.8","-0.1","0.9","0.501","0.315"
"66","Jimmy Butler",2017,"1816","470","417","76","2809","91","248","0.367","479","1004","0.477","25.1","13.8","10.1","3.8","0.586","0.54"
"67","Bruno Caboclo",2017,"14","10","4","9","40","2","6","0.333","4","10","0.4","14.6","0.1","0","0.1","0.438","0"
"68","José Calderón",2017,"141","74","88","41","539","20","64","0.313","35","70","0.5","8.9","0.3","0","0.3","0.506","0.09"
"69","Kentavious Caldwell-Pope",2017,"1047","248","193","76","2529","153","437","0.35","217","491","0.442","12.8","4.5","2","2.5","0.519","0.199"
"70","Isaiah Canaan",2017,"181","50","37","39","592","25","94","0.266","38","79","0.481","8.1","0.5","0","0.6","0.483","0.191"
"71","Clint Capela",2017,"818","526","63","65","1551","0","0","0","362","563","0.643","21.4","5.9","3.8","2.1","0.638","0.314"
"72","DeMarre Carroll",2017,"638","275","74","72","1882","109","320","0.341","111","230","0.483","11.9","3.8","1.7","2.1","0.53","0.213"
"73","Vince Carter",2017,"586","227","133","73","1799","112","296","0.378","81","194","0.418","11.7","4","1.9","2.1","0.542","0.235"
"74","Michael Carter-Williams",2017,"297","153","113","45","846","15","64","0.234","97","242","0.401","9.9","0.2","-1","1.3","0.437","0.252"
"75","Omri Casspi",2017,"186","112","37","36","643","15","43","0.349","62","121","0.512","10","0.5","0.1","0.4","0.526","0.177"
"76","Willie Cauley-Stein",2017,"611","339","80","75","1421","0","2","0","255","479","0.532","16.3","2.9","1.4","1.5","0.558","0.314"
"77","Tyson Chandler",2017,"397","539","30","47","1298","0","0","0","153","228","0.671","16.6","4.1","2.7","1.3","0.703","0.544"
"78","Wilson Chandler",2017,"1117","460","141","71","2197","110","326","0.337","323","613","0.527","14.9","3.5","2.4","1.1","0.545","0.207"
"79","Marquese Chriss",2017,"753","348","60","82","1743","72","224","0.321","212","408","0.52","12.3","1.8","0.3","1.5","0.529","0.286"
"80","Rakeem Christmas",2017,"59","56","4","29","219","0","0","0","19","43","0.442","10.4","0.5","0.3","0.2","0.529","0.674"
"81","Semaj Christon",2017,"183","87","130","64","973","12","63","0.19","65","160","0.406","5.7","0.1","-0.7","0.8","0.387","0.139"
"82","Ian Clark",2017,"527","121","90","77","1137","61","163","0.374","150","270","0.556","13.1","2.3","1","1.3","0.575","0.134"
"83","Jordan Clarkson",2017,"1205","246","213","82","2397","117","356","0.329","360","715","0.503","13.2","1.2","0.5","0.7","0.526","0.157"
"84","Norris Cole",2017,"43","11","14","13","125","3","13","0.231","13","39","0.333","5.4","-0.1","-0.2","0.2","0.381","0.192"
"85","Darren Collison",2017,"900","152","312","68","2063","73","175","0.417","267","539","0.495","15.3","3.9","3.1","0.8","0.57","0.239"
"86","Nick Collison",2017,"33","31","12","20","128","0","1","0","14","22","0.636","12.9","0.4","0.3","0.1","0.622","0.348"
"87","Mike Conley",2017,"1415","241","433","69","2292","171","419","0.408","293","590","0.497","23.2","10","7.5","2.5","0.604","0.365"
"88","Pat Connaughton",2017,"98","52","28","39","316","17","33","0.515","20","39","0.513","11.8","0.6","0.4","0.2","0.645","0.125"
"89","Quinn Cook",2017,"79","7","26","14","188","11","26","0.423","22","40","0.55","11.8","0.2","0.1","0.1","0.579","0.076"
"90","DeMarcus Cousins",2017,"1942","794","332","72","2465","131","363","0.361","516","1069","0.483","25.8","7.6","3.9","3.8","0.562","0.468"
"91","Robert Covington",2017,"864","436","102","67","2119","137","412","0.333","155","320","0.484","13.2","3.1","0","3.2","0.534","0.238"
"92","Allen Crabbe",2017,"845","226","94","79","2254","134","302","0.444","169","345","0.49","11.6","4.2","3.1","1","0.602","0.192"
"93","Jamal Crawford",2017,"1008","129","214","82","2157","116","322","0.36","243","548","0.443","12","1.9","0.5","1.4","0.525","0.233"
"94","Jordan Crawford",2017,"267","34","57","19","442","37","95","0.389","68","123","0.553","17.6","0.9","0.6","0.3","0.582","0.119"
"95","Jae Crowder",2017,"999","415","155","72","2335","157","394","0.398","176","326","0.54","14.9","6.7","4.1","2.5","0.613","0.301"
"96","Dante Cunningham",2017,"435","277","37","66","1649","71","181","0.392","103","178","0.579","10.2","3","1.4","1.6","0.586","0.075"
"97","Seth Curry",2017,"898","179","189","70","2029","137","322","0.425","201","381","0.528","15.5","4.6","2.9","1.7","0.601","0.142"
"98","Stephen Curry",2017,"1999","353","524","79","2638","324","789","0.411","351","654","0.537","24.6","12.6","8.7","3.9","0.624","0.251"
"99","Troy Daniels",2017,"551","100","46","67","1183","138","355","0.389","47","140","0.336","10.4","1.3","0.5","0.8","0.531","0.109"
"100","Anthony Davis",2017,"2099","884","157","75","2708","40","134","0.299","730","1392","0.524","27.5","11","5.9","5.1","0.58","0.424"
