"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Forest Able",1957,"0","1","1","1","1","0","0","0","0","2","0","-41","0","0","0","0","0"
"2","Paul Arizin*",1957,"1817","561","150","71","2767","0","0","0","613","1451","0.422","22.2","12.3","10.7","1.6","0.515","0.491"
"3","Bob Armstrong",1957,"28","39","3","19","110","0","0","0","11","37","0.297","7.8","-0.1","-0.2","0.1","0.331","0.324"
"4","Jim Baechtold",1957,"216","80","33","45","462","0","0","0","75","197","0.381","15.3","0.9","0.6","0.3","0.458","0.447"
"5","John Barber",1957,"7","6","0","5","19","0","0","0","2","8","0.25","4.2","0","-0.1","0","0.329","0.75"
"6","Ernie Beck",1957,"501","312","190","72","1743","0","0","0","195","508","0.384","11.7","2.1","1","1.1","0.434","0.309"
"7","Irv Bemoras",1957,"318","127","46","62","983","0","0","0","124","385","0.322","6.9","-0.6","-1.3","0.6","0.369","0.268"
"8","Gary Bergen",1957,"8","8","1","6","40","0","0","0","3","11","0.273","4.7","0","-0.1","0","0.337","0.182"
"9","Al Bianchi",1957,"563","227","106","68","1577","0","0","0","199","567","0.351","9.6","1.5","0.2","1.3","0.419","0.422"
"10","Carl Braun*",1957,"1001","259","256","72","2345","0","0","0","378","993","0.381","13.8","3.7","2.3","1.4","0.444","0.305"
"11","Bob Burrow",1957,"404","293","41","67","1028","0","0","0","137","366","0.374","13.1","2.3","0.7","1.6","0.44","0.577"
"12","Nat Clifton*",1957,"762","557","164","71","2231","0","0","0","308","818","0.377","12.1","1.8","0.2","1.6","0.417","0.265"
"13","Jack Coleman",1957,"755","645","159","72","2145","0","0","0","316","775","0.408","14.6","4.1","1.7","2.4","0.446","0.208"
"14","Ed Conlin",1957,"953","430","205","71","2250","0","0","0","335","896","0.374","15.4","4.7","2.5","2.2","0.45","0.411"
"15","Larry Costello",1957,"547","323","236","72","2111","0","0","0","186","497","0.374","11.3","3.4","2.1","1.3","0.46","0.447"
"16","Bob Cousy*",1957,"1319","309","478","64","2364","0","0","0","478","1264","0.378","21","8.8","4","4.7","0.452","0.35"
"17","Walt Davis",1957,"430","306","52","65","1250","0","0","0","178","437","0.407","9.8","1.6","0.8","0.8","0.445","0.243"
"18","George Dempsey",1957,"323","251","136","71","1147","0","0","0","134","302","0.444","13.4","2.1","1.3","0.8","0.466","0.338"
"19","Corky Devlin",1957,"477","146","141","71","1242","0","0","0","190","502","0.378","12.2","1.2","0.4","0.8","0.422","0.285"
"20","Walter Dukes",1957,"720","794","54","71","1866","0","0","0","228","626","0.364","15.7","4.2","1.8","2.4","0.453","0.612"
"21","Ray Felix",1957,"867","587","36","72","1622","0","0","0","295","709","0.416","18.8","5.5","4.2","1.3","0.497","0.523"
"22","Ed Fleming",1957,"357","183","81","51","927","0","0","0","109","364","0.299","12.4","1","-0.4","1.3","0.398","0.525"
"23","Larry Foust",1957,"759","555","71","61","1533","0","0","0","243","617","0.394","19.2","4.7","3.4","1.3","0.484","0.616"
"24","Harry Gallatin*",1957,"1079","725","85","72","1943","0","0","0","332","817","0.406","22.9","8.1","6.4","1.6","0.516","0.635"
"25","Dick Garmaker",1957,"1177","336","190","72","2406","0","0","0","406","1015","0.4","16.6","7.5","5.5","2","0.488","0.429"
"26","Jack George",1957,"706","318","307","67","2229","0","0","0","253","750","0.337","11.7","1.2","-0.2","1.4","0.402","0.391"
"27","Joe Graboski",1957,"1032","614","140","72","2501","0","0","0","390","1118","0.349","12.6","1.1","-0.5","1.6","0.41","0.288"
"28","Si Green",1957,"149","67","47","13","423","0","0","0","50","143","0.35","13.5","0.8","0.2","0.6","0.43","0.483"
"29","Richie Guerin*",1957,"695","334","182","72","1793","0","0","0","257","699","0.368","12.8","1.7","0.5","1.3","0.42","0.418"
"30","Cliff Hagan*",1957,"368","247","86","67","971","0","0","0","134","371","0.361","12.2","1.3","0.3","1","0.423","0.391"
"31","Alex Hannum*",1957,"191","158","28","59","642","0","0","0","77","223","0.345","0","0","0","0","0.386","0.251"
