"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Kareem Abdul-Jabbar*",1979,"1903","1025","431","80","3157","0","0","0","777","1347","0.577","25.5","14.4","8.8","5.6","0.612","0.352"
"2","Tom Abernethy",1979,"422","216","79","70","1219","0","0","0","176","342","0.515","13.6","3.7","2.3","1.3","0.55","0.275"
"3","Alvan Adams",1979,"1369","705","360","77","2364","0","0","0","569","1073","0.53","20.4","7.6","3.9","3.7","0.57","0.269"
"4","Lucius Allen",1979,"157","46","44","31","413","0","0","0","69","174","0.397","8.7","0.1","-0.4","0.5","0.416","0.19"
"5","Kim Anderson",1979,"63","45","15","21","224","0","0","0","24","77","0.312","3","-0.4","-0.6","0.2","0.353","0.364"
"6","Tiny Archibald*",1979,"760","103","324","69","1662","0","0","0","259","573","0.452","13.1","1.6","1","0.6","0.537","0.536"
"7","Tate Armstrong",1979,"66","20","31","26","259","0","0","0","28","70","0.4","6.5","-0.1","-0.2","0.2","0.436","0.186"
"8","Dennis Awtrey",1979,"129","151","69","63","746","0","0","0","44","107","0.411","6.7","0.7","-0.1","0.9","0.49","0.523"
"9","Gus Bailey",1979,"4","2","2","2","9","0","0","0","2","7","0.286","6.1","0","0","0","0.286","0"
"10","Greg Ballard",1979,"639","450","116","82","1552","0","0","0","260","559","0.465","14.9","3.9","1.7","2.2","0.503","0.308"
"11","Mike Bantom",1979,"1191","650","223","81","2528","0","0","0","482","1036","0.465","15.7","5.2","2.2","3","0.503","0.326"
"12","Tom Barker",1979,"163","119","15","39","476","0","0","0","68","156","0.436","9.1","0.3","-0.1","0.4","0.473","0.237"
"13","Marvin Barnes",1979,"309","177","53","38","796","0","0","0","133","271","0.491","12.3","1","0.1","0.9","0.515","0.244"
"14","Rick Barry*",1979,"1082","277","502","80","2566","0","0","0","461","1000","0.461","14.7","4.2","2.9","1.3","0.504","0.169"
"15","Tim Bassett",1979,"321","418","99","82","1508","0","0","0","116","313","0.371","8","1.4","-0.5","1.9","0.433","0.419"
"16","Butch Beard",1979,"22","10","19","7","85","0","0","0","11","26","0.423","9","0","-0.1","0.1","0.423","0"
"17","Ron Behagen",1979,"66","42","7","15","165","0","0","0","28","62","0.452","9.6","0.2","0","0.2","0.487","0.21"
"18","Kent Benson",1979,"1006","584","204","82","2132","0","0","0","413","798","0.518","17.3","6.4","3.5","2.9","0.555","0.307"
"19","Del Beshore",1979,"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Henry Bibby",1979,"1002","244","371","82","2538","0","0","0","368","869","0.423","11.2","3.7","1.3","2.4","0.493","0.386"
"21","Bob Bigelow",1979,"85","46","25","29","413","0","0","0","36","90","0.4","6","0","0","0.1","0.428","0.233"
"22","Otis Birdsong",1979,"1778","354","281","82","2839","0","0","0","741","1456","0.509","18.4","8.8","5.9","2.9","0.544","0.28"
"23","Ron Boone",1979,"608","145","154","82","1583","0","0","0","259","569","0.455","9.3","0.4","-0.8","1.2","0.495","0.183"
"24","Tom Boswell",1979,"840","538","242","79","2201","0","0","0","321","603","0.532","14.6","5.6","3.4","2.2","0.577","0.471"
"25","Dennis Boyd",1979,"6","2","7","5","40","0","0","0","3","12","0.25","-4","-0.2","-0.2","0","0.25","0"
"26","Winford Boynes",1979,"645","155","75","69","1176","0","0","0","256","595","0.43","11.7","0.6","-0.5","1.1","0.482","0.284"
"27","Alonzo Bradley",1979,"96","46","17","34","245","0","0","0","37","88","0.42","9.3","0.1","0","0.1","0.468","0.375"
"28","Mike Bratz",1979,"623","141","179","77","1297","0","0","0","242","533","0.454","12.6","1.7","0.5","1.3","0.513","0.319"
"29","Jim Brewer",1979,"308","475","87","80","1611","0","0","0","141","319","0.442","9.9","1.3","-0.5","1.8","0.444","0.197"
"30","Ron Brewer",1979,"1078","229","165","81","2454","0","0","0","434","878","0.494","14.2","5.6","3.3","2.3","0.544","0.292"
"31","Junior Bridgeman",1979,"1269","297","163","82","1963","0","0","0","540","1067","0.506","18.8","5.5","3.7","1.8","0.544","0.214"
"32","Allan Bristow",1979,"472","247","231","74","1324","0","0","0","174","354","0.492","14.2","3.5","2","1.5","0.562","0.421"
"33","Fred Brown",1979,"1075","172","260","77","1961","0","0","0","446","951","0.469","16.9","5.2","2.3","2.9","0.516","0.217"
"34","John Brown",1979,"388","238","104","77","1265","0","0","0","152","317","0.479","9.4","1.7","0.9","0.8","0.539","0.309"
"35","Joe Bryant",1979,"533","259","103","70","1064","0","0","0","205","478","0.429","13.1","1.5","-0.1","1.6","0.482","0.356"
"36","Quinn Buckner",1979,"581","210","468","81","1757","0","0","0","251","553","0.454","13.6","2","-0.4","2.4","0.478","0.226"
"37","Greg Bunch",1979,"28","17","4","12","97","0","0","0","9","26","0.346","9.2","0.1","0","0.1","0.448","0.462"
"38","Tom Burleson",1979,"435","281","50","56","927","0","0","0","157","342","0.459","15.3","2.7","1.1","1.6","0.522","0.494"
"39","Don Buse",1979,"640","217","356","82","2544","0","0","0","285","576","0.495","11.5","5.4","2.6","2.8","0.519","0.158"
"40","Marty Byrnes",1979,"480","191","104","79","1264","0","0","0","187","389","0.481","9.9","0.9","0.2","0.7","0.525","0.396"
"41","Corky Calhoun",1979,"378","238","104","81","1332","0","0","0","153","335","0.457","9.9","2.3","1.1","1.2","0.507","0.257"
"42","Austin Carr",1979,"1394","290","217","82","2714","0","0","0","551","1161","0.475","15.4","5","4.5","0.5","0.529","0.308"
"43","Kenny Carr",1979,"533","292","60","72","1149","0","0","0","225","450","0.5","12.6","1.1","-0.4","1.5","0.522","0.304"
"44","M.L. Carr",1979,"1497","589","262","80","3207","0","0","0","587","1143","0.514","16.3","7.9","4.5","3.4","0.561","0.381"
"45","Ron Carter",1979,"144","45","25","46","332","0","0","0","54","124","0.435","9.3","0","-0.3","0.3","0.487","0.435"
"46","Harvey Catchings",1979,"264","302","48","57","948","0","0","0","102","243","0.42","11.1","1.1","-0.6","1.7","0.476","0.321"
"47","Don Chaney",1979,"384","141","75","65","1074","0","0","0","174","414","0.42","9.7","0.6","-0.3","1","0.444","0.101"
"48","Maurice Cheeks*",1979,"685","254","431","82","2409","0","0","0","292","572","0.51","12.6","4.9","1.3","3.6","0.541","0.245"
"49","Phil Chenier",1979,"156","20","31","27","385","0","0","0","69","158","0.437","7.2","-0.1","-0.3","0.2","0.458","0.177"
