"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Kareem Abdul-Jabbar*",1980,"2034","886","371","82","3143","0","1","0","835","1382","0.604","25.3","14.8","9.5","5.3","0.639","0.344"
"2","Tom Abernethy",1980,"362","191","87","67","1222","0","1","0","153","317","0.483","11","2","1.2","0.8","0.511","0.258"
"3","Alvan Adams",1980,"1118","609","322","75","2168","0","2","0","465","873","0.533","19.2","7","3.1","3.9","0.571","0.27"
"4","Tiny Archibald*",1980,"1131","197","671","80","2864","4","18","0.222","379","776","0.488","15.3","8.9","5.9","2.9","0.574","0.548"
"5","Dennis Awtrey",1980,"86","115","40","26","560","0","0","0","27","60","0.45","7.4","0.6","0.1","0.5","0.524","0.833"
"6","Gus Bailey",1980,"38","28","26","20","180","1","1","1","15","34","0.441","9.3","0.2","0","0.2","0.467","0.371"
"7","James Bailey",1980,"312","197","28","67","726","0","0","0","122","271","0.45","12.3","1","-0.4","1.4","0.495","0.373"
"8","Greg Ballard",1980,"1277","638","159","82","2438","16","47","0.34","529","1054","0.502","18.1","6.9","4.1","2.8","0.532","0.206"
"9","Mike Bantom",1980,"908","456","279","77","2330","1","3","0.333","383","757","0.506","13.7","3.9","2.1","1.9","0.533","0.275"
"10","Marvin Barnes",1980,"64","77","18","20","287","0","0","0","24","60","0.4","8.2","0.1","-0.1","0.2","0.432","0.533"
"11","Rick Barry*",1980,"866","236","268","72","1816","73","221","0.33","252","550","0.458","14.8","3.4","2.2","1.2","0.517","0.198"
"12","Tim Bassett",1980,"34","33","14","12","164","0","0","0","12","34","0.353","6.7","0.1","-0.1","0.2","0.419","0.441"
"13","Billy Ray Bates",1980,"180","29","31","16","235","8","19","0.421","64","127","0.504","24.1","0.9","0.7","0.3","0.552","0.267"
"14","Ron Behagen",1980,"23","14","7","6","64","0","0","0","9","23","0.391","10.2","0.1","0","0.1","0.449","0.261"
"15","Kent Benson",1980,"698","453","178","73","1891","1","5","0.2","298","613","0.486","13.1","3.2","0.4","2.7","0.513","0.228"
"16","Del Beshore",1980,"244","63","139","68","869","10","26","0.385","78","224","0.348","6.4","-0.9","-1.7","0.8","0.423","0.348"
"17","Henry Bibby",1980,"739","208","307","82","2035","11","52","0.212","240","574","0.418","11.1","3.4","1.3","2.1","0.491","0.457"
"18","Larry Bird*",1980,"1745","852","370","82","2955","58","143","0.406","635","1320","0.481","20.5","11.2","5.6","5.6","0.538","0.246"
"19","Otis Birdsong",1980,"1858","331","202","82","2885","10","36","0.278","771","1510","0.511","18.5","8.6","4.9","3.7","0.538","0.266"
"20","Ron Boone",1980,"1004","227","309","81","2392","19","50","0.38","386","865","0.446","12.1","1","0.4","0.6","0.501","0.214"
"21","Lawrence Boston",1980,"56","39","2","13","125","0","0","0","24","52","0.462","12.6","0.2","0.1","0.1","0.485","0.25"
"22","Tom Boswell",1980,"903","442","161","79","2077","5","10","0.5","341","603","0.566","14.3","3.7","3","0.7","0.616","0.445"
"23","Winford Boynes",1980,"546","133","95","64","1102","0","4","0","221","463","0.477","13.1","1.7","0.3","1.3","0.518","0.291"
"24","Alonzo Bradley",1980,"41","6","3","22","96","1","1","1","16","47","0.34","4.1","-0.2","-0.2","0","0.395","0.188"
"25","Dudley Bradley",1980,"688","223","252","82","2027","2","5","0.4","273","604","0.452","13.5","3.1","0.2","2.9","0.502","0.286"
"26","Mike Bratz",1980,"700","167","223","82","1589","21","86","0.244","248","601","0.413","11.6","1.5","-0.5","2","0.462","0.236"
"27","Jim Brewer",1980,"194","257","75","67","1016","0","5","0","90","179","0.503","11.3","2","0.5","1.5","0.493","0.158"
"28","Ron Brewer",1980,"1286","214","216","82","2815","6","32","0.188","542","1150","0.471","13.2","4.3","2","2.3","0.503","0.185"
"29","Junior Bridgeman",1980,"1423","301","237","81","2316","5","27","0.185","589","1216","0.484","17.1","6.1","3.6","2.5","0.523","0.214"
"30","Allan Bristow",1980,"953","512","341","82","2304","2","7","0.286","375","778","0.482","16.6","4.4","3.2","1.2","0.534","0.31"
"31","Fred Brown",1980,"960","155","174","80","1701","39","88","0.443","365","755","0.483","16.4","4.9","2.8","2.1","0.532","0.16"
"32","John Brown",1980,"112","71","18","32","385","0","0","0","37","105","0.352","5.1","0.1","-0.3","0.4","0.444","0.457"
"33","Roger Brown",1980,"2","10","1","4","37","0","0","0","1","3","0.333","7","0.1","0","0","0.333","0"
