"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Kareem Abdul-Jabbar*",1982,"1818","659","225","76","2677","0","3","0","753","1298","0.58","23.4","10.7","6.9","3.9","0.608","0.34"
"2","Alvan Adams",1982,"1196","586","356","79","2393","0","1","0","507","1026","0.494","18.6","7.2","2.5","4.7","0.529","0.227"
"3","Mark Aguirre",1982,"955","249","164","51","1468","25","71","0.352","356","749","0.475","17.3","1.9","1","0.8","0.514","0.301"
"4","Danny Ainge",1982,"219","56","87","53","564","5","17","0.294","74","204","0.363","10.1","0.5","-0.3","0.8","0.439","0.294"
"5","Tiny Archibald*",1982,"858","116","541","68","2167","6","16","0.375","302","636","0.475","14.3","5.2","3.4","1.8","0.542","0.485"
"6","Dennis Awtrey",1982,"15","14","8","10","121","0","0","0","5","15","0.333","1.6","0","-0.1","0","0.396","0.6"
"7","Carl Bailey",1982,"2","0","0","1","7","0","0","0","1","1","1","-6.8","0","0","0","1","0"
"8","James Bailey",1982,"659","391","65","77","1468","0","0","0","261","505","0.517","13.3","2.9","0.2","2.7","0.546","0.444"
"9","Greg Ballard",1982,"1486","633","250","79","2946","9","22","0.409","612","1285","0.476","17.9","9.4","4.1","5.3","0.519","0.217"
"10","Gene Banks",1982,"767","411","147","80","1700","0","8","0","311","644","0.483","14.7","3.5","1.9","1.6","0.515","0.325"
"11","Mike Bantom",1982,"838","440","114","82","2016","2","6","0.333","332","706","0.47","12.7","2.9","0.2","2.7","0.505","0.375"
"12","Billy Ray Bates",1982,"832","108","111","75","1229","12","41","0.293","315","651","0.484","17.8","2.4","1.8","0.6","0.53","0.305"
"13","Mel Bennett",1982,"5","3","0","3","23","0","0","0","2","4","0.5","-2.7","-0.1","-0.1","0","0.377","1.5"
"14","Kent Benson",1982,"940","653","159","75","2467","3","11","0.273","402","791","0.508","14.4","5.2","2.2","3","0.539","0.197"
"15","Larry Bird*",1982,"1761","837","447","77","2923","11","52","0.212","700","1362","0.514","22.6","12.5","6.8","5.7","0.557","0.269"
"16","Otis Birdsong",1982,"524","97","124","37","1025","0","10","0","225","470","0.479","13.3","1.6","0.5","1.1","0.489","0.265"
"17","Rolando Blackman",1982,"1091","254","105","82","1979","1","4","0.25","438","851","0.515","16.2","4.1","3.2","0.8","0.559","0.323"
"18","Ray Blume",1982,"226","41","68","49","546","4","18","0.222","98","204","0.48","9.7","-0.1","-0.5","0.3","0.482","0.126"
"19","Alex Bradley",1982,"137","65","11","39","331","0","1","0","54","102","0.529","12.4","0.4","0.1","0.3","0.552","0.466"
"20","Charles Bradley",1982,"152","38","22","51","339","0","1","0","55","121","0.455","8.9","0.2","-0.2","0.4","0.509","0.508"
"21","Dudley Bradley",1982,"325","87","80","64","937","1","4","0.25","124","277","0.448","10.9","1.4","-0.3","1.7","0.5","0.356"
"22","Brad Branson",1982,"53","33","6","10","176","0","0","0","21","52","0.404","8.4","-0.1","-0.1","0.1","0.463","0.231"
"23","Mike Bratz",1982,"625","166","438","81","1616","46","138","0.333","184","427","0.431","14.2","2.7","1.5","1.2","0.495","0.269"
"24","Jim Brewer",1982,"170","264","42","71","966","1","6","0.167","80","169","0.473","10.1","1.8","0.4","1.4","0.464","0.109"
"25","Ron Brewer",1982,"1357","161","188","72","2319","8","31","0.258","561","1163","0.482","15.9","3.3","2.6","0.7","0.519","0.218"
"26","Junior Bridgeman",1982,"511","125","109","41","924","4","9","0.444","205","424","0.483","16","2.6","1.4","1.2","0.534","0.238"
"27","Allan Bristow",1982,"573","339","448","82","2035","3","18","0.167","215","481","0.447","12.6","2.5","1.3","1.2","0.502","0.329"
"28","Jim Brogan",1982,"400","120","156","63","1027","9","32","0.281","156","332","0.47","13","0.8","0.6","0.2","0.499","0.231"
"29","Michael Brooks",1982,"1276","624","236","82","2750","0","7","0","537","1059","0.507","16.1","4.5","3.4","1.2","0.539","0.25"
"30","Fred Brown",1982,"922","140","238","82","1785","25","77","0.325","368","786","0.468","15.2","3.9","1.7","2.2","0.501","0.149"
"31","Rickey Brown",1982,"470","364","19","82","1260","0","0","0","192","418","0.459","11.2","1.8","0.4","1.4","0.498","0.292"
"32","Joe Bryant",1982,"884","274","189","75","1988","8","30","0.267","333","671","0.496","12.8","1.5","1","0.5","0.546","0.352"
"33","Quinn Buckner",1982,"906","250","328","70","2156","4","15","0.267","392","807","0.486","14.4","4.6","0.7","3.9","0.506","0.204"
