"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Shareef Abdur-Rahim",2008,"10","10","4","6","51","0","0","0","3","14","0.214","5.5","0","0","0","0.317","0.286"
"2","Arron Afflalo",2008,"276","137","52","75","970","10","48","0.208","89","193","0.461","10.2","1.9","0.5","1.4","0.494","0.361"
"3","Maurice Ager",2008,"51","13","8","26","165","3","19","0.158","18","46","0.391","1.8","-0.4","-0.4","0","0.363","0.185"
"4","Blake Ahearn",2008,"70","19","19","12","177","10","34","0.294","5","23","0.217","9","0","-0.1","0.1","0.495","0.544"
"5","LaMarcus Aldridge",2008,"1350","578","122","76","2649","1","7","0.143","560","1153","0.486","18.5","6.2","3.5","2.8","0.523","0.257"
"6","Malik Allen",2008,"338","196","44","73","1096","1","2","0.5","156","325","0.48","9.8","1","0.1","0.9","0.5","0.076"
"7","Ray Allen*",2008,"1273","268","225","73","2624","180","452","0.398","259","534","0.485","16.4","9.7","5.6","4.1","0.584","0.24"
"8","Tony Allen",2008,"494","168","114","75","1373","18","57","0.316","151","332","0.455","10.7","2.7","-0.1","2.8","0.527","0.465"
"9","Lance Allred",2008,"3","1","0","3","10","0","0","0","1","4","0.25","-1","0","0","0","0.307","0.5"
"10","Morris Almond",2008,"13","2","3","9","39","1","4","0.25","3","11","0.273","2","-0.1","-0.1","0","0.368","0.4"
"11","Rafer Alston",2008,"969","260","392","74","2526","143","407","0.351","221","517","0.427","13.2","5","1","4","0.492","0.148"
"12","Lou Amundson",2008,"18","12","0","16","64","0","0","0","8","16","0.5","7.4","0.1","0","0","0.472","0.438"
"13","Chris Andersen",2008,"6","9","0","5","34","0","0","0","2","7","0.286","6.1","0","-0.1","0.1","0.342","0.571"
"14","Derek Anderson",2008,"141","52","44","28","396","19","52","0.365","28","73","0.384","10","0.3","0","0.3","0.497","0.304"
"15","Carmelo Anthony",2008,"1978","571","259","77","2806","58","164","0.354","670","1317","0.509","21.1","8.2","5.2","3","0.568","0.398"
"16","Joel Anthony",2008,"85","93","3","24","498","0","0","0","28","60","0.467","8.8","0.6","0.1","0.4","0.521","0.817"
"17","Gilbert Arenas",2008,"252","51","66","13","425","22","78","0.282","56","118","0.475","18.2","0.6","0.2","0.4","0.529","0.49"
"18","Trevor Ariza",2008,"192","108","44","35","546","5","18","0.278","64","118","0.542","16.1","1.8","0.9","0.9","0.568","0.551"
"19","Darrell Armstrong",2008,"123","67","73","50","549","23","69","0.333","17","41","0.415","8.7","0.3","-0.2","0.5","0.499","0.273"
"20","Hilton Armstrong",2008,"178","163","23","65","732","0","0","0","67","148","0.453","7.7","0.5","-0.5","1","0.498","0.473"
"21","Carlos Arroyo",2008,"430","113","219","62","1269","29","84","0.345","128","264","0.485","12.8","2.8","1.7","1.1","0.547","0.293"
"22","Chucky Atkins",2008,"113","31","47","24","352","25","79","0.316","17","43","0.395","8.9","0.3","0.1","0.2","0.449","0.074"
"23","James Augustine",2008,"40","30","2","25","149","0","0","0","18","34","0.529","10.8","0.3","0.1","0.2","0.533","0.235"
"24","Kelenna Azubuike",2008,"692","324","75","81","1732","71","195","0.364","190","392","0.485","13.5","3.4","2.3","1.1","0.534","0.235"
"25","Renaldo Balkman",2008,"224","216","40","65","952","1","12","0.083","90","174","0.517","11.5","1.3","0.4","0.9","0.492","0.511"
"26","Marcus Banks",2008,"239","45","61","36","569","40","102","0.392","46","89","0.517","12.6","0.8","0.5","0.3","0.579","0.183"
