"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Alaa Abdelnaby",1995,"256","114","13","54","506","0","2","0","118","229","0.515","12.6","0.3","-0.4","0.7","0.519","0.152"
"2","Mahmoud Abdul-Rauf",1995,"1165","137","263","73","2082","83","215","0.386","389","790","0.492","17.8","5","3.8","1.3","0.543","0.155"
"3","Michael Adams",1995,"188","29","95","29","443","29","81","0.358","38","67","0.567","17.7","1.6","1.1","0.5","0.583","0.203"
"4","Rafael Addison",1995,"656","242","109","79","1776","24","83","0.289","255","503","0.507","11.3","1.5","0.9","0.6","0.521","0.169"
"5","Danny Ainge",1995,"571","109","210","74","1374","78","214","0.364","116","208","0.558","14.3","3.4","2.8","0.6","0.596","0.308"
"6","Victor Alexander",1995,"502","291","60","50","1237","6","25","0.24","224","422","0.531","12.8","1.1","0.3","0.8","0.53","0.134"
"7","Derrick Alston",1995,"299","219","33","64","1032","0","4","0","120","254","0.472","11.6","1","0","1","0.481","0.465"
"8","Greg Anderson",1995,"148","188","17","51","622","0","0","0","57","104","0.548","12.6","1.5","0.3","1.3","0.547","0.683"
"9","Kenny Anderson",1995,"1267","250","680","72","2689","97","294","0.33","314","737","0.426","18","6.8","4.8","2","0.522","0.402"
"10","Nick Anderson",1995,"1200","335","314","76","2588","179","431","0.415","260","492","0.528","17.5","8.3","5.7","2.6","0.593","0.22"
"11","Willie Anderson",1995,"185","55","52","38","556","3","19","0.158","73","143","0.51","10.3","0.7","0","0.7","0.514","0.253"
"12","Greg Anthony",1995,"372","64","160","61","943","56","155","0.361","72","138","0.522","15","2.9","1.5","1.4","0.57","0.259"
"13","B.J. Armstrong",1995,"1150","186","244","82","2577","108","253","0.427","310","641","0.484","15.1","8.1","5.4","2.8","0.577","0.261"
"14","Darrell Armstrong",1995,"10","1","3","3","8","2","6","0.333","1","2","0.5","40.2","0.1","0.1","0","0.563","0.25"
"15","Vincent Askew",1995,"703","181","176","71","1721","31","94","0.33","217","410","0.529","13.6","4.6","3.3","1.3","0.577","0.472"
"16","Keith Askins",1995,"229","198","39","50","854","21","78","0.269","60","129","0.465","12.3","1.9","1","0.9","0.493","0.275"
"17","Stacey Augmon",1995,"1053","368","197","76","2362","7","26","0.269","390","850","0.459","16","5.1","1.9","3.2","0.512","0.395"
"18","Anthony Avent",1995,"258","293","41","71","1066","0","0","0","105","244","0.43","9.8","1.5","0.1","1.5","0.466","0.307"
"19","Vin Baker",1995,"1451","846","296","82","3361","7","24","0.292","587","1205","0.487","16.6","5.8","2.7","3.1","0.511","0.352"
"20","Charles Barkley*",1995,"1561","756","276","68","2382","74","219","0.338","480","922","0.521","25.2","10.6","7.4","3.3","0.572","0.444"
"21","Dana Barros",1995,"1686","274","619","82","3318","197","425","0.464","374","740","0.505","20.9","12.7","10.5","2.2","0.632","0.331"
"22","Jon Barry",1995,"191","49","85","52","602","16","48","0.333","41","86","0.477","12.6","1.1","0.7","0.4","0.564","0.597"
"23","John Battle",1995,"116","11","37","28","280","11","31","0.355","32","83","0.386","10.8","0.2","0","0.3","0.462","0.228"
"24","Sergei Bazarevich",1995,"30","7","14","10","74","1","6","0.167","10","16","0.625","13.6","0.2","0.1","0.1","0.578","0.409"
"25","Benoit Benjamin",1995,"675","440","38","61","1598","0","0","0","271","531","0.51","13.9","2.2","0.1","2.1","0.555","0.33"
"26","Elmer Bennett",1995,"15","1","3","4","18","0","2","0","6","9","0.667","32.5","0.1","0","0.1","0.588","0.364"
"27","Tony Bennett",1995,"14","2","4","3","46","2","9","0.222","4","4","1","5.2","0","0","0","0.538","0"
"28","David Benoit",1995,"740","368","58","71","1841","38","115","0.33","247","472","0.523","13.9","4.6","2.3","2.4","0.564","0.267"
"29","James Blackwell",1995,"18","11","11","13","80","0","0","0","8","13","0.615","11.6","0.2","0.1","0.1","0.628","0.231"
"30","Mookie Blaylock",1995,"1373","393","616","80","3069","199","555","0.359","310","643","0.482","19.2","9.4","4.6","4.8","0.531","0.179"
