"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Shareef Abdur-Rahim",2007,"793","398","109","80","2015","3","20","0.15","307","634","0.484","13.1","2.8","1.1","1.7","0.524","0.358"
"2","Hassan Adams",2007,"174","77","13","61","495","0","1","0","75","134","0.56","13","1","0.5","0.5","0.577","0.267"
"3","Maurice Ager",2007,"69","21","7","32","214","5","15","0.333","17","55","0.309","2.9","-0.3","-0.5","0.2","0.408","0.471"
"4","LaMarcus Aldridge",2007,"565","312","24","63","1392","0","2","0","241","477","0.505","17.1","3.4","2.5","1","0.533","0.24"
"5","Malik Allen",2007,"242","119","16","60","638","0","1","0","107","257","0.416","10.4","1","-0.2","1.1","0.443","0.132"
"6","Ray Allen*",2007,"1454","247","228","55","2219","165","443","0.372","340","710","0.479","21.6","6.3","5.4","0.9","0.564","0.268"
"7","Tony Allen",2007,"379","124","56","33","805","8","33","0.242","125","226","0.553","17","1.9","0.8","1.1","0.596","0.517"
"8","Rafer Alston",2007,"1088","282","444","82","3040","192","529","0.363","191","491","0.389","12.9","6.6","1.7","4.9","0.496","0.174"
"9","Lou Amundson",2007,"16","28","1","11","89","0","0","0","6","15","0.4","9.6","0.1","-0.1","0.1","0.412","0.667"
"10","Alan Anderson",2007,"98","32","21","17","256","5","20","0.25","32","61","0.525","10.1","0.1","0","0.1","0.538","0.284"
"11","Derek Anderson",2007,"399","113","133","50","1190","54","152","0.355","72","142","0.507","13.7","2.9","2","0.9","0.586","0.361"
"12","Carmelo Anthony",2007,"1881","391","249","65","2486","40","149","0.268","651","1304","0.499","22.1","7.3","5.2","2.1","0.552","0.391"
"13","Rafael Araújo",2007,"72","66","10","28","248","0","0","0","27","65","0.415","8.3","0.1","-0.1","0.3","0.463","0.446"
"14","Gilbert Arenas",2007,"2105","338","443","74","2942","205","584","0.351","442","964","0.459","24","10.8","9.3","1.5","0.565","0.464"
"15","Trevor Ariza",2007,"506","249","65","57","1278","0","7","0","200","364","0.549","16.2","3.4","1.5","1.9","0.567","0.461"
"16","Darrell Armstrong",2007,"457","135","191","81","1275","72","214","0.336","84","163","0.515","15.1","3.2","1.7","1.5","0.547","0.247"
"17","Hilton Armstrong",2007,"176","149","10","56","634","0","0","0","68","125","0.544","12.2","1.2","0.5","0.7","0.57","0.536"
"18","Carlos Arroyo",2007,"552","134","202","72","1304","14","51","0.275","189","427","0.443","14.4","2.5","1.2","1.3","0.501","0.347"
"19","Chucky Atkins",2007,"988","139","346","75","2064","116","306","0.379","194","409","0.474","17.4","4.9","5.1","-0.2","0.58","0.435"
"20","James Augustine",2007,"2","3","2","2","7","0","0","0","1","3","0.333","16.6","0","0","0","0.333","0"
"21","Kelenna Azubuike",2007,"291","94","28","41","669","34","79","0.43","64","141","0.454","13.4","1.2","0.7","0.5","0.572","0.355"
"22","Renaldo Balkman",2007,"334","294","44","68","1064","5","27","0.185","134","248","0.54","16.1","2.8","1.1","1.7","0.531","0.327"
"23","Marcus Banks",2007,"221","38","60","45","503","5","29","0.172","79","167","0.473","11.3","0.4","-0.1","0.4","0.497","0.306"
"24","Leandro Barbosa",2007,"1444","214","317","80","2613","190","438","0.434","339","673","0.504","18.4","8.2","6.1","2.1","0.595","0.209"
"25","J.J. Barea",2007,"78","25","24","33","191","6","21","0.286","22","57","0.386","9.6","0.1","-0.1","0.2","0.44","0.308"
"26","Andrea Bargnani",2007,"751","255","50","65","1629","100","268","0.373","167","357","0.468","12.8","1.9","0.2","1.7","0.546","0.227"
"27","Matt Barnes",2007,"746","350","156","76","1813","106","290","0.366","169","338","0.5","14.7","3.7","1.9","1.8","0.547","0.196"
"28","Andre Barrett",2007,"8","5","7","6","29","0","0","0","4","8","0.5","8.2","0","0","0","0.5","0"
"29","Earl Barron",2007,"65","41","5","28","203","0","1","0","24","82","0.293","6.6","-0.3","-0.5","0.2","0.357","0.217"
"30","Brent Barry",2007,"635","160","138","75","1631","128","287","0.446","74","138","0.536","16.6","6.8","4.2","2.6","0.666","0.275"
"31","Brandon Bass",2007,"42","43","3","21","162","0","1","0","15","43","0.349","7.2","0","-0.2","0.2","0.411","0.364"
"32","Maceo Baston",2007,"138","74","16","47","405","3","7","0.429","46","69","0.667","13.7","1.1","0.5","0.5","0.714","0.618"
"33","Esteban Batista",2007,"20","30","4","13","81","0","0","0","8","16","0.5","12.5","0.2","0","0.1","0.524","0.438"
"34","Tony Battie",2007,"404","344","35","66","1575","0","1","0","176","359","0.49","9.8","2.7","0.6","2.1","0.513","0.214"
"35","Shane Battier",2007,"829","338","175","82","2988","157","373","0.421","135","281","0.48","12","9","4.4","4.6","0.589","0.173"
"36","Charlie Bell",2007,"1110","238","247","82","2848","127","361","0.352","299","613","0.488","13.1","4","3.6","0.4","0.53","0.172"
"37","Raja Bell",2007,"1143","251","196","78","2917","205","496","0.413","205","454","0.452","12","5.8","4.2","1.6","0.562","0.16"
"38","Mike Bibby",2007,"1403","263","388","82","2784","173","481","0.36","298","685","0.435","16","4.4","2.9","1.5","0.532","0.298"
"39","Andris Biedrinš",2007,"783","762","88","82","2382","0","0","0","348","581","0.599","16.2","6.7","3.5","3.3","0.598","0.287"
"40","Chauncey Billups",2007,"1191","237","502","70","2533","109","316","0.345","239","499","0.479","21.3","11.4","8.7","2.7","0.591","0.536"
"41","Steve Blake",2007,"528","169","408","82","2225","67","208","0.322","142","301","0.472","9.9","2.1","1","1.1","0.491","0.126"
"42","Will Blalock",2007,"25","15","17","14","166","1","5","0.2","8","25","0.32","4.5","-0.1","-0.3","0.1","0.383","0.2"
"43","Andray Blatche",2007,"206","191","39","56","682","4","27","0.148","82","170","0.482","12.1","0.5","-0.1","0.5","0.471","0.249"
"44","Mark Blount",2007,"1010","505","67","82","2544","9","31","0.29","418","808","0.517","12.7","2.8","0.6","2.2","0.546","0.232"
"45","Keith Bogans",2007,"298","93","59","59","990","53","137","0.387","46","108","0.426","9.2","1.7","0.7","1","0.546","0.257"
"46","Andrew Bogut",2007,"809","584","198","66","2258","1","5","0.2","347","624","0.556","15.5","4","2.6","1.4","0.566","0.308"
"47","Matt Bonner",2007,"275","156","22","56","653","36","94","0.383","70","143","0.49","16.4","2.2","1.1","1.2","0.542","0.16"
"48","Josh Boone",2007,"254","176","10","61","669","0","0","0","99","171","0.579","14.6","1.7","0.9","0.8","0.587","0.602"
"49","Calvin Booth",2007,"69","81","18","44","380","1","2","0.5","30","64","0.469","9.6","0.6","0.3","0.3","0.49","0.152"
"50","Carlos Boozer",2007,"1549","867","221","74","2557","0","0","0","647","1154","0.561","24.1","9.9","6.5","3.4","0.588","0.322"
"51","Chris Bosh",2007,"1561","741","175","69","2658","12","35","0.343","531","1059","0.501","22.6","9.6","6.1","3.5","0.577","0.539"
"52","Bruce Bowen",2007,"510","223","117","82","2464","89","232","0.384","100","235","0.426","7.1","4.1","0.4","3.6","0.511","0.156"
"53","Earl Boykins",2007,"961","139","291","66","2031","95","239","0.397","228","530","0.43","16.2","4.5","4.1","0.4","0.548","0.319"
"54","Cedric Bozeman",2007,"26","23","9","23","199","2","13","0.154","9","26","0.346","-0.1","-0.3","-0.4","0.1","0.312","0.154"
"55","Elton Brand",2007,"1642","744","235","80","3077","1","1","1","644","1210","0.532","23.1","11.5","7.2","4.3","0.581","0.381"
"56","Ronnie Brewer",2007,"260","75","24","56","675","0","9","0","102","184","0.554","15.2","1.7","1.1","0.7","0.566","0.43"
"57","Primož Brezec",2007,"288","184","23","58","838","1","3","0.333","121","271","0.446","9.7","0.7","0","0.6","0.474","0.248"
"58","Andre Brown",2007,"93","74","2","38","271","0","1","0","42","73","0.575","11.1","0","-0.2","0.2","0.577","0.203"
"59","Dee Brown",2007,"94","40","83","49","450","6","28","0.214","26","70","0.371","8.6","0.2","-0.2","0.5","0.411","0.378"
"60","Devin Brown",2007,"670","251","149","58","1662","81","227","0.357","152","328","0.463","14.3","3.5","2.1","1.5","0.538","0.279"
"61","Kwame Brown",2007,"345","244","75","41","1132","0","1","0","143","241","0.593","13.7","1.9","0.7","1.2","0.573","0.554"
"62","P.J. Brown",2007,"436","347","48","72","1456","0","2","0","170","416","0.409","9.7","2.3","-0.4","2.7","0.462","0.292"
"63","Shannon Brown",2007,"73","21","10","23","202","7","25","0.28","21","49","0.429","7.5","0.1","-0.2","0.3","0.455","0.189"
"64","Kobe Bryant*",2007,"2430","439","413","77","3140","137","398","0.344","676","1359","0.497","26.1","13","10.8","2.2","0.58","0.437"
"65","Greg Buckner",2007,"305","158","70","76","1372","32","103","0.311","91","196","0.464","7.8","2.2","0.4","1.7","0.486","0.114"
"66","Pat Burke",2007,"60","47","5","23","164","6","22","0.273","17","43","0.395","9.3","0.1","-0.1","0.2","0.424","0.2"
"67","Caron Butler",2007,"1203","467","233","63","2474","18","72","0.25","433","903","0.48","18.3","5.3","3.4","1.9","0.537","0.336"
"68","Jackie Butler",2007,"41","22","5","11","103","0","0","0","16","35","0.457","9.6","0.1","-0.1","0.2","0.52","0.286"
"69","Rasual Butler",2007,"818","256","63","81","2223","134","363","0.369","180","425","0.424","10.8","2.6","0.8","1.8","0.495","0.11"
"70","Andrew Bynum",2007,"637","484","94","82","1793","0","3","0","247","440","0.561","15.4","4.2","2.3","1.9","0.593","0.483"
"71","José Calderón",2007,"668","134","387","77","1614","25","75","0.333","238","430","0.553","19.1","5.4","4","1.5","0.588","0.283"
"72","Marcus Camby",2007,"785","816","223","70","2369","0","2","0","312","657","0.475","19.1","7.6","2.5","5.1","0.519","0.335"
"73","Brian Cardinal",2007,"127","59","31","28","313","18","44","0.409","24","41","0.585","17.7","0.9","0.7","0.3","0.655","0.318"
"74","Rodney Carney",2007,"442","128","26","67","1169","25","72","0.347","157","320","0.491","11.4","1.3","0.4","1","0.514","0.222"
"75","Matt Carroll",2007,"869","207","91","72","1878","111","267","0.416","174","391","0.445","14.6","4.6","3.4","1.2","0.58","0.316"
