"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Quincy Acy",2016,"307","188","27","59","876","19","49","0.388","100","165","0.606","14.7","2.5","1.8","0.7","0.629","0.318"
"2","Jordan Adams",2016,"7","2","3","2","15","0","1","0","2","5","0.4","17.3","0","0","0","0.427","0.833"
"3","Steven Adams",2016,"636","533","62","80","2014","0","0","0","261","426","0.613","15.5","6.5","4.2","2.3","0.621","0.46"
"4","Arron Afflalo",2016,"909","266","144","71","2371","91","238","0.382","263","561","0.469","10.9","2.7","1.8","0.9","0.531","0.164"
"5","Alexis Ajinça",2016,"352","269","31","59","861","0","1","0","150","314","0.478","13.8","1","0.2","0.9","0.514","0.197"
"6","Cole Aldrich",2016,"328","288","50","60","800","0","0","0","134","225","0.596","21.3","3.5","1.4","2","0.626","0.373"
"7","LaMarcus Aldridge",2016,"1331","632","110","74","2261","0","16","0","536","1029","0.521","22.4","10.1","5.6","4.5","0.565","0.289"
"8","Cliff Alexander",2016,"10","6","0","8","36","0","0","0","5","10","0.5","11.6","0","0","0","0.5","0"
"9","Lavoy Allen",2016,"428","424","76","79","1599","0","0","0","191","370","0.516","12.4","3.7","1.6","2.1","0.532","0.197"
"10","Tony Allen",2016,"535","296","70","64","1620","15","42","0.357","200","427","0.468","12.9","2.4","0.5","1.9","0.505","0.294"
"11","Al-Farouq Aminu",2016,"839","499","138","82","2341","126","349","0.361","173","370","0.468","12.7","4","1.7","2.3","0.533","0.217"
"12","Lou Amundson",2016,"52","49","12","29","204","0","0","0","19","53","0.358","6.7","-0.1","-0.3","0.2","0.401","0.509"
"13","Chris Andersen",2016,"105","98","12","27","402","4","14","0.286","34","58","0.586","15.3","1.3","0.8","0.4","0.598","0.5"
"14","Alan Anderson",2016,"65","27","14","13","192","12","37","0.324","9","22","0.409","9.2","0.3","0.2","0.2","0.495","0.254"
"15","James Anderson",2016,"179","86","41","51","721","23","86","0.267","44","92","0.478","6","-0.3","-0.6","0.4","0.469","0.163"
"16","Justin Anderson",2016,"208","132","29","55","647","22","83","0.265","49","92","0.533","12.3","1.1","0.3","0.8","0.522","0.314"
"17","Kyle Anderson",2016,"350","244","123","78","1245","12","37","0.324","126","258","0.488","12.9","3.5","0.7","2.8","0.528","0.281"
"18","Ryan Anderson",2016,"1124","396","73","66","2008","131","358","0.366","266","571","0.466","17.2","3.9","3.1","0.8","0.546","0.245"
"19","Giannis Antetokounmpo",2016,"1350","612","345","80","2823","28","109","0.257","485","904","0.537","18.8","7.1","4.2","2.9","0.566","0.404"
"20","Thanasis Antetokounmpo",2016,"6","1","0","2","6","0","1","0","3","3","1","32.9","0","0","0","0.75","0"
"21","Carmelo Anthony",2016,"1573","556","299","72","2530","105","310","0.339","462","997","0.463","20.3","6.4","3.9","2.5","0.53","0.308"
"22","Joel Anthony",2016,"18","21","1","19","96","0","0","0","6","10","0.6","14.1","0.4","0.2","0.2","0.666","0.8"
"23","Keith Appling",2016,"6","1","1","5","27","0","3","0","2","5","0.4","-4.8","-0.1","-0.1","0","0.338","0.25"
"24","Trevor Ariza",2016,"1025","366","188","81","2859","185","499","0.371","172","360","0.478","12.9","5.4","3.1","2.3","0.551","0.187"
"25","Darrell Arthur",2016,"527","293","96","70","1516","45","117","0.385","176","372","0.473","12.5","2.3","1","1.3","0.514","0.108"
"26","Ömer Asik",2016,"269","414","26","68","1178","0","0","0","104","195","0.533","11","1.7","0.7","1","0.551","0.574"
"27","D.J. Augustin",2016,"467","95","198","62","1178","68","168","0.405","80","182","0.44","13.9","2.6","2","0.6","0.575","0.366"
"28","Jeff Ayres",2016,"30","22","5","17","107","0","1","0","12","22","0.545","8.3","0.2","0.1","0.1","0.585","0.261"
"29","Luke Babbitt",2016,"327","148","53","47","845","44","109","0.404","78","180","0.433","11.6","1.1","0.8","0.3","0.526","0.173"
