"","Player","PC1","PC2","allstar"
"1","Zaid Abdul-Aziz",0.398046936627321,2.16692882287229,0
"2","Kareem Abdul-Jabbar",4.3798874010057,8.63009837165036,1
"3","Don Adams",-1.20032382739368,0.474302370776666,0
"4","Rick Adelman",-0.414528125965148,-2.00686599235937,0
"5","Lucius Allen",1.47540894661288,3.16202633610195,0
"6","Tiny Archibald",0.539278704616076,1.4922672886027,0
"7","Dennis Awtrey",1.64429397761844,-1.5939287485685,0
"8","Mike Bantom",-1.62369792382726,-0.582626950704941,0
"9","Dick Barnett",-0.971100525313682,-2.40978406916021,0
"10","Jim Barnett",0.463591650942128,0.38361372890364,0
"11","Rick Barry",0.165000011389364,4.94905392431726,1
"12","Butch Beard",1.71033589784359,1.28124211491016,0
"13","Ron Behagen",-0.646828943515706,0.00733493636419252,0
"14","Dennis Bell",-4.69145401770455,-2.96465212570922,0
"15","Walt Bellamy",1.22656101117055,1.74720532942553,0
"16","Henry Bibby",-0.130608036538374,-0.856296263047382,0
"17","Dave Bing",-0.573150080650533,3.14991196656354,1
"18","John Block",-0.226120275644363,-0.502753086490711,0
"19","Tom Boerwinkle",0.979901027600302,-0.830105685858442,0
"20","Freddie Boyd",-1.35688213299262,-1.28434027144901,0
"21","Steve Bracey",0.012184328737231,-0.88345205722756,0
"22","Bill Bradley",-0.368577113744304,0.760461637680144,0
"23","Jim Brewer",-1.74307264785683,-0.746610195775218,0
"24","Bill Bridges",-0.551846923243359,0.230659896508166,0
"25","John Brisker",0.0240129451702431,-0.194151751935136,0
"26","Allan Bristow",-0.894108256528211,-1.67474049340646,0
"27","Fred Brown",0.521442626372285,2.36149753285284,0
"28","John Brown",-0.132527003709975,-0.357392622257281,0
"29","Corky Calhoun",0.104537705719968,-0.452664279479746,0
"30","Larry Cannon",-0.858781968399997,-2.11899214519572,0
"31","Austin Carr",-0.677206316228566,2.04443845497277,1
"32","Fred Carter",-1.47617472670542,1.63259869422144,0
"33","Bill Chamberlain",0.287481759626974,-1.61385886717406,0
"34","Don Chaney",0.314751610592284,1.01270939953866,0
"35","Ken Charles",0.667187647619081,-2.08558518416511,0
"36","Phil Chenier",-1.18996866886498,3.02072194218233,1
"37","Bob Christian",1.14353791493297,-1.15568449998614,0
"38","Archie Clark",0.201680185693367,1.15593587985297,0
"39","Jim Cleamons",-0.523015191713479,-0.756907358242181,0
"40","Barry Clemens",0.308631812334744,-1.39806085930076,0
"41","E.C. Coleman",0.874861806082344,-1.07423470439476,0
"42","Doug Collins",-0.655904939506695,-2.22328109164458,0
"43","Mel Counts",-1.21915567829789,-1.92912980611314,0
"44","Dave Cowens",-1.01139635338119,4.85576131957997,1
"45","Dick Cunningham",-0.0352715708014741,-2.65280609270539,0
"46","Mike D'Antoni",-0.976941573937116,-1.73124945275958,0
"47","Bob Dandridge",1.69331922347103,3.19980173655352,0
"48","Charlie Davis",-1.34175341237312,-2.64035761747169,0
"49","Dwight Davis",-0.428727002025639,1.03645240806435,0
"50","Jim Davis",-0.107774124850844,-1.21470119698716,0
"51","Mel Davis",-1.30893504507219,-2.62498430802765,0
"52","Mickey Davis",1.20089093931361,-0.633228870345912,0
"53","Dave DeBusschere",0.0145136148579315,3.27841317169504,1
"54","Derrek Dickey",0.722651856720288,-0.953444404343931,0
"55","Ernie DiGregorio",-1.61507888231387,0.929263405143382,0
"56","Steve Downing",-0.505826990890956,-2.60423245790129,0
"57","Terry Driscoll",0.166563442474411,-1.55742872962618,0
"58","Ken Durrett",0.654284854394727,-2.08233565955583,0
"59","Joe Ellis",-2.06204922354628,-2.37954230347331,0
"60","Leroy Ellis",-0.013104261641984,1.83847521262354,0
"61","Keith Erickson",0.761379110185891,1.13448119737401,0
"62","Hank Finkel",0.241499706309482,-2.03520090079969,0
"63","Chris Ford",-0.579639674019159,0.46901316575805,0
"64","Fred Foster",-0.961958177640312,-2.00153062487081,0
"65","Jim Fox",1.20871077696762,1.98441920925146,0
"66","Walt Frazier",0.793489325465608,5.02238156242701,1
"67","Rod Freeman",-0.41265492398323,-2.50201186687614,0
"68","Bernie Fryer",0.261813977921819,-0.783797151286719,0
"69","Dick Garrett",-1.49761241449051,-2.64853573834406,0
"70","Rowland Garrett",-1.32520511634344,-2.48326827295337,0
"71","Jim Garvin",-2.47340368464695,-2.8639583228789,0
"72","John Gianelli",0.597489893020305,-0.150275802681319,0
"73","Dick Gibbs",-0.441638893636363,-0.703994507077256,0
"74","Herm Gilliam",-0.253522013285184,1.32925378460274,0
"75","Gail Goodrich",-0.425919950549492,3.36313113818192,1
"76","Travis Grant",-1.09768046430516,-3.30120190658337,0
"77","Lamar Green",-0.991757885052914,-1.68439454927548,0
"78","Matt Guokas",0.411624687331582,-1.06109978230785,0
"79","Happy Hairston",2.32321073566783,3.69704136249551,0
"80","Phil Hankinson",0.0833809634786099,-2.05738602650668,0
"81","Clem Haskins",0.260776904394447,0.195038983647614,0
"82","John Havlicek",0.145944974925231,4.39450763567384,1
"83","Connie Hawkins",1.50955194199504,2.61237720948875,0
"84","Nate Hawthorne",0.0844914737451848,-2.3843357767939,0
"85","Elvin Hayes",-1.57603862089858,5.48127976931976,1
"86","Spencer Haywood",0.237061651266951,4.76192796399909,1
"87","Walt Hazzard",-0.345691024532582,-1.75655307529716,0
"88","Gar Heard",-0.942477118322266,2.23043131616196,0
"89","Lou Hudson",2.02245142997448,3.90045137499955,1
"90","John Hummer",0.32126844103805,-0.678530420433842,0
"91","Tom Ingelsby",-0.629550848949845,-2.44401862981285,0
"92","Phil Jackson",0.857077785744783,1.04267580260342,0
"93","Charles Johnson",-1.18632634376987,-1.23126719613844,0
"94","George Johnson",-0.088604355828497,-2.40438856584611,0
"95","John Johnson",0.390659392557159,1.56811923590477,0
"96","Ollie Johnson",0.541390602774929,-0.743036134513057,0
"97","Dwight Jones",0.596321455716793,-0.213565670590978,0
"98","Larry Jones",-0.275634150322584,-0.0449907474739129,0
"99","Bob Kauffman",0.628419292685073,-0.770565645479128,0
"100","Ben Kelso",-0.999736263719159,-2.65574060918233,0
"101","Toby Kimball",0.725186398025404,0.0101196343684866,0
"102","Don Kojis",0.916369143730449,0.756857974759546,0
"103","Howard Komives",-0.620165004708664,-2.01853754332958,0
"104","Tom Kozelko",-0.112144690194604,-1.8209328141889,0
"105","Steve Kuberski",-0.269652376424374,-1.47253988767752,0
"106","Kevin Kunnert",0.189269971942393,-1.7235878187706,0
"107","Sam Lacey",0.698166951536552,3.61977399198474,0
"108","Bob Lanier",2.35525074259017,6.62663554708847,1
"109","Stu Lantz",0.278021732822494,-0.405359288932927,0
"110","Mo Layton",0.225588469745472,-1.94175784968674,0
"111","Manny Leaks",-1.29174220949387,-1.59755848694831,0
"112","Clyde Lee",0.136742661366929,0.21278651145135,0
"113","Russ Lee",-0.726296744575155,-2.41227013231938,0
"114","Bob Love",-2.14554926891361,2.11469962638238,0
"115","Stan Love",-0.390044989647648,-1.57877094351393,0
"116","Jerry Lucas",0.0722427999081631,0.135882181871126,0
"117","Mike Macaluso",0.00368651723251787,-2.74170908912849,0
"118","Ted Manakas",0.431693436879167,-2.69143074461086,0
"119","Pete Maravich",0.291514520259487,3.7662364699917,1
"120","Jack Marin",1.351465642493,0.125222397742537,0
"121","Vester Marshall",-2.13270752687342,-2.68578189774024,0
"122","LaRue Martin",-0.249714346014077,-1.92934647182803,0
"123","Don May",-0.455233397128495,-1.68647219899137,0
"124","Bob McAdoo",4.9214793764069,7.42109851265847,1
"125","Paul McCracken",-2.47340368464695,-3.02185791428639,0
"126","Jim McDaniels",-1.28901858622943,-1.89841765039441,0
"127","Jon McGlocklin",0.244539900581677,0.0198900103663913,0
"128","Allie McGuire",-0.219347696524302,-2.65919267243093,0
"129","Kenny McIntosh",-1.78330829945319,-1.13775065468897,0
"130","Stan McKenzie",-1.06508937957239,-2.82531197274816,0
"131","Jim McMillian",1.80833143668964,3.19940658765822,0
"132","Larry McNeill",1.29753752862683,-1.41746387472705,0
"133","Cliff Meely",-1.05961155983986,-0.575744809348187,0
"134","Gary Melchionni",0.233046479917311,-1.03735596743535,0
"135","Dean Meminger",1.20356925535063,0.416302255217065,0
"136","John Mengelt",0.327039662308192,-0.180163042692598,0
"137","Steve Mix",0.803960382688713,2.95411373120096,0
"138","Earl Monroe",0.298730108824431,0.563724632342009,0
"139","Otto Moore",0.605628560528252,-1.34432900427192,0
"140","Jeff Mullins",0.523127515567161,1.598140930916,0
"141","Calvin Murphy",2.95227577128044,3.80367508113867,0
"142","Bob Nash",-0.919417535628434,-2.34725295836481,0
"143","Lloyd Neal",0.930407098372052,-0.274865443714609,0
"144","Don Nelson",1.81279509183021,0.901330391246421,0
"145","Louie Nelson",-0.0174150869271076,-1.63315753886407,0
"146","Mike Newlin",0.241925132686622,1.84916835810571,0
"147","Willie Norwood",1.19097548389368,-0.427280465987326,0
"148","Jim Owens",1.15436919034407,-2.1563775596329,0
"149","Steve Patterson",-0.677819177247258,0.260830074807988,0
"150","Tom Patterson",0.587171470756557,-2.65984262502541,0
"151","Curtis Perry",-0.540439664699894,1.34746611535083,0
"152","Geoff Petrie",1.21089645184204,2.17139453675574,1
"153","Howard Porter",-0.273614765656189,-0.569023629225371,0
"154","Kevin Porter",0.745212970082402,1.61517492107343,0
"155","Jim Price",-0.374378322943498,1.71825589226967,0
"156","Luther Rackley",1.01701809919869,-2.28688863739074,0
"157","Ed Ratleff",-0.496947290044827,-0.593020337622446,0
"158","Mike Ratliff",-4.67945213268287,-2.96464466252591,0
"159","Clifford Ray",1.38607376121502,2.99775528265158,0
"160","Joe Reaves",1.2997529435366,-2.69113482338059,0
