"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Al Attles*",1963,"735","205","184","71","1876","0","0","0","301","630","0.478","10.6","3.4","2.2","1.2","0.51","0.327"
"2","Dick Barnett",1963,"1437","242","224","80","2544","0","0","0","547","1162","0.471","16.3","8","5.9","2.1","0.533","0.362"
"3","John Barnhill",1963,"901","359","322","77","2692","0","0","0","360","838","0.43","11.7","4.6","1.3","3.3","0.474","0.304"
"4","Elgin Baylor*",1963,"2719","1146","386","80","3370","0","0","0","1029","2273","0.453","26.6","14.4","9.3","5.1","0.519","0.348"
"5","Zelmo Beaty*",1963,"814","665","85","80","1918","0","0","0","297","677","0.439","14.3","5.2","2.1","3.1","0.501","0.453"
"6","Walt Bellamy*",1963,"2233","1309","233","80","3306","0","0","0","840","1595","0.527","24.9","13.7","12.6","1.1","0.571","0.515"
"7","Al Bianchi",1963,"524","134","170","61","1159","0","0","0","202","476","0.424","12.5","1.9","0.8","1.1","0.478","0.345"
"8","Bucky Bockhorn",1963,"933","322","261","80","2612","0","0","0","375","954","0.393","9.2","0.5","-0.7","1.2","0.44","0.254"
"9","Bob Boozer",1963,"1132","878","102","79","2488","0","0","0","440","992","0.444","14.4","3.9","2.3","1.6","0.493","0.356"
"10","Bill Bridges",1963,"164","144","23","27","374","0","0","0","66","160","0.413","14.3","0.6","-0.1","0.7","0.449","0.319"
"11","Joe Buckhalter",1963,"2","3","0","2","12","0","0","0","0","5","0","-2.8","-0.1","-0.1","0","0.17","0.4"
"12","Cleveland Buckner",1963,"12","4","5","6","27","0","0","0","5","10","0.5","14","0.1","0","0","0.51","0.4"
"13","Dave Budd",1963,"739","395","87","78","1725","0","0","0","294","596","0.493","13.8","4.1","3.2","0.9","0.54","0.339"
"14","Donnie Butcher",1963,"475","180","138","68","1193","0","0","0","172","424","0.406","11.4","1.1","0.4","0.6","0.466","0.458"
"15","Al Butler",1963,"738","170","156","74","1488","0","0","0","297","676","0.439","13.8","2.1","1.4","0.7","0.487","0.277"
"16","Barney Cable",1963,"408","238","83","61","1203","0","0","0","173","380","0.455","10.7","1.6","0.7","0.9","0.483","0.253"
"17","Wilt Chamberlain*",1963,"3586","1946","275","80","3806","0","0","0","1463","2770","0.528","31.8","20.9","16","5","0.55","0.402"
"18","Len Chappell",1963,"710","461","56","80","1241","0","0","0","281","604","0.465","17.2","3.2","1.7","1.5","0.501","0.394"
"19","Gene Conley",1963,"630","469","70","70","1544","0","0","0","254","651","0.39","10.7","-0.1","-1","0.9","0.43","0.286"
"20","Larry Costello",1963,"858","237","334","78","2066","0","0","0","285","660","0.432","13.8","5.7","3.6","2.1","0.534","0.495"
"21","Bob Cousy*",1963,"1003","193","515","76","1975","0","0","0","392","988","0.397","16.6","5.2","0.1","5.1","0.448","0.302"
"22","Johnny Cox",1963,"573","280","142","73","1685","0","0","0","239","568","0.421","10.3","0.5","0.1","0.4","0.457","0.238"
"23","Dave DeBusschere*",1963,"1018","694","207","80","2352","0","0","0","406","944","0.43","14.5","3.6","1.3","2.3","0.476","0.304"
"24","Terry Dischinger",1963,"1452","458","175","57","2294","0","0","0","525","1026","0.512","20.8","9.2","8.6","0.5","0.578","0.509"
"25","Danny Doyle",1963,"16","8","3","4","25","0","0","0","6","12","0.5","22.2","0.1","0.1","0","0.563","0.417"
"26","Bob Duffy",1963,"154","39","83","42","435","0","0","0","66","174","0.379","10.6","0.1","-0.5","0.6","0.403","0.224"
"27","Walter Dukes",1963,"267","360","55","62","913","0","0","0","83","255","0.325","10","0.5","-0.5","1","0.423","0.537"
"28","Johnny Egan",1963,"273","59","114","46","752","0","0","0","110","296","0.372","9.8","0","-0.5","0.6","0.418","0.233"
