"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Kareem Abdul-Jabbar*",1987,"1366","523","203","78","2441","1","3","0.333","559","990","0.565","17.9","7.5","4.5","3","0.597","0.345"
"2","Alvan Adams",1987,"756","338","223","68","1690","0","1","0","311","617","0.504","14.6","2.8","1.2","1.6","0.546","0.275"
"3","Michael Adams",1987,"453","123","244","63","1303","28","102","0.275","132","291","0.454","14.3","2.7","1.2","1.5","0.506","0.316"
"4","Rafael Addison",1987,"359","106","45","62","711","16","50","0.32","130","281","0.463","11.9","0.4","-0.1","0.5","0.5","0.193"
"5","Mark Aguirre",1987,"2056","427","254","80","2663","53","150","0.353","734","1440","0.51","22.1","8.9","6.8","2.1","0.56","0.35"
"6","Danny Ainge",1987,"1053","242","400","71","2499","85","192","0.443","325","652","0.498","15.2","6.7","4.1","2.5","0.574","0.195"
"7","Mark Alarie",1987,"503","214","74","64","1110","2","9","0.222","215","434","0.495","12.5","1.5","0.7","0.7","0.516","0.228"
"8","Richard Anderson",1987,"144","79","33","51","312","4","16","0.25","55","123","0.447","13.6","0.5","0.1","0.4","0.474","0.209"
"9","Ron Anderson",1987,"363","151","54","63","721","0","5","0","139","289","0.481","16","1.5","0.6","0.9","0.531","0.367"
"10","John Bagley",1987,"768","252","379","72","2182","31","103","0.301","281","629","0.447","12.1","2.6","0.3","2.3","0.485","0.186"
"11","James Bailey",1987,"282","137","20","34","542","0","0","0","112","239","0.469","11.9","0.3","-0.2","0.5","0.514","0.335"
"12","Thurl Bailey",1987,"1116","432","102","81","2155","0","2","0","463","1034","0.448","13.9","3.1","0.2","2.9","0.49","0.228"
"13","Greg Ballard",1987,"579","340","108","82","1579","15","40","0.375","233","524","0.445","11.5","1.7","0.5","1.2","0.479","0.161"
"14","Gene Banks",1987,"610","308","170","63","1822","0","5","0","249","457","0.545","12.6","3.6","1.9","1.7","0.58","0.316"
"15","Charles Barkley*",1987,"1564","994","331","68","2740","21","104","0.202","536","833","0.643","25.1","12","7.7","4.3","0.66","0.602"
"16","John Battle",1987,"381","60","124","64","804","0","10","0","144","305","0.472","13.8","1.5","0.7","0.8","0.514","0.4"
"17","William Bedford",1987,"334","246","57","50","979","0","1","0","142","357","0.398","7.6","-0.8","-1.7","0.9","0.422","0.24"
"18","Benoit Benjamin",1987,"828","586","135","72","2230","0","2","0","320","711","0.45","12.6","1.1","-1.3","2.4","0.5","0.369"
"19","Kent Benson",1987,"329","231","39","73","895","2","7","0.286","138","309","0.447","11.7","1.7","0.1","1.6","0.482","0.184"
"20","Walter Berry",1987,"1001","309","105","63","1586","0","3","0","407","763","0.533","16.8","2.3","1.4","0.9","0.561","0.376"
"21","Joe Binion",1987,"14","18","1","11","51","0","0","0","4","10","0.4","12","0.1","0","0.1","0.486","1"
"22","Larry Bird*",1987,"2076","682","566","74","3005","90","225","0.4","696","1272","0.547","26.4","15.2","10.4","4.8","0.612","0.304"
"23","Otis Birdsong",1987,"44","7","17","7","127","0","1","0","19","41","0.463","7.7","0","0","0","0.479","0.214"
"24","Uwe Blab",1987,"53","36","13","30","160","0","0","0","20","51","0.392","7.1","-0.1","-0.3","0.2","0.419","0.549"
"25","Rolando Blackman",1987,"1676","278","266","80","2758","5","15","0.333","621","1249","0.497","18.1","8","6.5","1.5","0.569","0.375"
"26","Manute Bol",1987,"251","362","11","82","1552","0","1","0","103","230","0.448","10.9","2.4","-0.5","2.9","0.482","0.29"
"27","Sam Bowie",1987,"80","33","9","5","163","0","0","0","30","66","0.455","11.8","0.1","0","0.1","0.505","0.455"
"28","Dudley Bradley",1987,"212","102","66","68","900","13","50","0.26","63","163","0.387","10.3","1.7","-0.1","1.8","0.444","0.272"
"29","Adrian Branch",1987,"138","53","16","32","219","0","2","0","48","94","0.511","18.8","0.7","0.4","0.4","0.576","0.563"
"30","Randy Breuer",1987,"600","350","47","76","1467","0","0","0","241","497","0.485","12.3","2.4","0.1","2.3","0.512","0.406"
"31","Frank Brickowski",1987,"176","116","17","44","487","0","4","0","63","120","0.525","10.2","1.1","0.5","0.6","0.568","0.565"
"32","Junior Bridgeman",1987,"175","52","35","34","418","1","6","0.167","78","165","0.473","11.1","0.6","0.2","0.4","0.487","0.117"
"33","Mike Brittain",1987,"9","4","2","6","29","0","0","0","4","9","0.444","7.3","0","0","0","0.455","0.222"
"34","Michael Brooks",1987,"33","28","11","10","148","0","0","0","13","37","0.351","6.4","0","-0.2","0.2","0.399","0.27"
"35","Mike Brown",1987,"258","214","24","62","818","0","0","0","106","201","0.527","9.7","1","0.1","0.9","0.554","0.358"
"36","Tony Brown",1987,"873","219","259","77","2339","5","20","0.25","353","790","0.447","9.7","1.3","0","1.2","0.485","0.254"
"37","Michael Cage",1987,"1255","922","131","80","2922","0","3","0","457","875","0.522","17.1","7.2","4.8","2.4","0.579","0.532"
"38","Tony Campbell",1987,"138","58","19","40","332","0","3","0","57","142","0.401","7","-0.3","-0.7","0.4","0.426","0.269"
"39","Rick Carlisle",1987,"80","30","35","42","297","5","16","0.313","25","76","0.329","4.6","-0.3","-0.6","0.2","0.397","0.217"
"40","Antoine Carr",1987,"342","156","34","65","695","1","3","0.333","133","262","0.508","15.5","2.2","1.1","1.1","0.551","0.389"
"41","Kenny Carr",1987,"528","499","83","49","1443","0","2","0","201","397","0.506","12.8","2.9","1.1","1.8","0.558","0.424"
