"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Quincy Acy",2015,"398","301","68","68","1287","18","60","0.3","134","271","0.494","11.9","1.7","1","0.7","0.533","0.293"
"2","Jordan Adams",2015,"94","28","16","30","248","10","25","0.4","25","61","0.41","12.8","0.4","0","0.4","0.489","0.267"
"3","Steven Adams",2015,"537","523","66","70","1771","0","2","0","217","397","0.547","14.1","4.1","1.9","2.2","0.549","0.514"
"4","Jeff Adrien",2015,"60","77","15","17","215","0","0","0","19","44","0.432","14.2","0.4","0.2","0.2","0.494","0.864"
"5","Arron Afflalo",2015,"1035","247","129","78","2502","118","333","0.354","257","551","0.466","10.7","2.6","1.6","1","0.533","0.224"
"6","Alexis Ajinça",2015,"443","315","47","68","957","0","0","0","181","329","0.55","19.9","3.2","1.9","1.2","0.595","0.301"
"7","Furkan Aldemir",2015,"93","176","28","41","540","0","5","0","40","73","0.548","12","1.4","0.7","0.7","0.517","0.346"
"8","Cole Aldrich",2015,"338","338","75","61","976","0","0","0","144","301","0.478","18.1","2.2","0.8","1.4","0.513","0.213"
"9","LaMarcus Aldridge",2015,"1661","726","124","71","2512","37","105","0.352","622","1310","0.475","22.8","8.6","4.9","3.7","0.528","0.256"
"10","Lavoy Allen",2015,"315","323","73","63","1070","0","0","0","141","299","0.472","14.9","2.8","1.3","1.6","0.493","0.157"
"11","Tony Allen",2015,"539","280","86","63","1648","10","29","0.345","215","426","0.505","14.6","4.1","0.9","3.2","0.528","0.277"
"12","Al-Farouq Aminu",2015,"412","342","59","74","1366","34","124","0.274","113","233","0.485","14.4","3.3","1.2","2","0.504","0.331"
"13","Lou Amundson",2015,"259","268","70","53","937","0","1","0","109","254","0.429","11.8","0.3","-0.6","0.9","0.442","0.341"
"14","Chris Andersen",2015,"320","299","43","60","1132","4","13","0.308","116","194","0.598","16.1","3.6","2.1","1.5","0.622","0.551"
"15","Alan Anderson",2015,"545","204","83","74","1744","73","210","0.348","122","230","0.53","10.6","2.7","1.7","1.1","0.563","0.23"
"16","Kyle Anderson",2015,"74","72","28","33","358","3","11","0.273","28","78","0.359","8.2","0.3","-0.3","0.6","0.389","0.157"
