"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Steven Adams",2020,"633","543","141","58","1564","1","3","0.333","261","440","0.593","20.8","6.2","3.7","2.5","0.605","0.413"
"2","Bam Adebayo",2020,"1053","683","333","65","2235","1","13","0.077","407","706","0.576","20.6","8.1","4.6","3.6","0.606","0.476"
"3","LaMarcus Aldridge",2020,"1001","392","129","53","1754","61","157","0.389","330","636","0.519","19.8","4.4","3.1","1.4","0.571","0.241"
"4","Nickeil Alexander-Walker",2020,"211","80","74","41","501","40","117","0.342","37","110","0.336","7.6","-0.4","-0.7","0.4","0.441","0.123"
"5","Grayson Allen",2020,"221","66","43","30","498","33","91","0.363","46","85","0.541","11.4","0.7","0.5","0.3","0.577","0.199"
"6","Jarrett Allen",2020,"681","605","85","64","1647","0","5","0","267","408","0.654","20.3","7.1","4.3","2.8","0.658","0.574"
"7","Kadeem Allen",2020,"50","9","21","10","117","5","16","0.313","14","28","0.5","14","0.1","0.1","0.1","0.512","0.25"
"8","Al-Farouq Aminu",2020,"78","87","21","18","380","9","36","0.25","16","50","0.32","7.6","0.1","-0.4","0.5","0.395","0.337"
"9","Justin Anderson",2020,"3","2","0","3","17","0","3","0","1","3","0.333","-3.8","-0.1","-0.1","0","0.218","0.333"
"10","Kyle Anderson",2020,"335","257","132","59","1140","16","62","0.258","122","218","0.56","13","2.2","0.9","1.4","0.542","0.236"
"11","Ryan Anderson",2020,"5","7","2","2","14","1","5","0.2","1","2","0.5","9.5","0","0","0","0.357","0"
"12","Giannis Antetokounmpo",2020,"1690","783","329","57","1763","83","271","0.306","540","868","0.622","31.6","10.4","5.6","4.8","0.608","0.5"
"13","Kostas Antetokounmpo",2020,"0","1","1","3","5","0","0","0","0","0","0","8.6","0","0","0","0","0"
"14","Thanasis Antetokounmpo",2020,"45","19","9","18","93","0","7","0","19","29","0.655","14.2","0.2","0","0.2","0.528","0.417"
"15","Carmelo Anthony",2020,"763","313","79","50","1623","72","194","0.371","217","485","0.447","12.2","1","0.1","0.9","0.517","0.197"
"16","OG Anunoby",2020,"675","341","99","63","1897","82","215","0.381","185","312","0.593","13.2","5.1","1.8","3.3","0.598","0.163"
"17","Ryan Arcidiacono",2020,"261","110","96","58","930","54","138","0.391","36","82","0.439","9","1.4","0.7","0.7","0.551","0.173"
"18","Trevor Ariza",2020,"423","246","91","53","1493","77","207","0.372","65","117","0.556","11","2.6","1.3","1.3","0.593","0.228"
"19","D.J. Augustin",2020,"511","109","223","49","1215","60","174","0.345","96","223","0.43","14.2","2.6","1.8","0.8","0.548","0.395"
"20","Deandre Ayton",2020,"570","360","57","30","996","0","3","0","255","462","0.552","20.4","2.4","1.1","1.3","0.571","0.168"
"21","Dwayne Bacon",2020,"224","100","52","39","687","19","67","0.284","66","177","0.373","6.1","-0.8","-1.2","0.4","0.419","0.217"
"22","Marvin Bagley III",2020,"185","97","10","13","334","4","22","0.182","74","145","0.51","15.7","0.4","0","0.4","0.512","0.186"
"23","Lonzo Ball",2020,"695","348","392","56","1817","139","363","0.383","120","265","0.453","13.7","2.6","0.7","1.9","0.529","0.107"
"24","Mo Bamba",2020,"332","299","42","60","868","37","104","0.356","95","178","0.534","17.8","2.5","0.9","1.7","0.549","0.163"
"25","J.J. Barea",2020,"194","48","99","26","391","29","76","0.382","45","103","0.437","14.9","0.7","0.5","0.2","0.519","0.101"
"26","Harrison Barnes",2020,"941","306","152","64","2231","93","243","0.383","233","468","0.498","13.3","4.2","3.1","1.1","0.575","0.343"
"27","RJ Barrett",2020,"803","279","143","56","1704","63","197","0.32","229","530","0.432","10.7","-0.5","-1.6","1.1","0.479","0.349"
"28","Will Barton",2020,"874","365","212","58","1916","108","288","0.375","224","450","0.498","15.7","4.5","2.4","2.1","0.549","0.18"
"29","Keita Bates-Diop",2020,"258","112","30","39","665","31","94","0.33","58","114","0.509","12.6","1.1","0.6","0.5","0.541","0.332"
"30","Nicolas Batum",2020,"79","100","66","22","505","14","49","0.286","14","32","0.438","9.2","0.6","0.2","0.4","0.463","0.123"
"31","Aron Baynes",2020,"481","237","67","42","934","59","168","0.351","124","213","0.582","15.1","2","1.3","0.7","0.581","0.197"
"32","Kent Bazemore",2020,"557","277","85","64","1604","78","228","0.342","107","267","0.401","9.2","0.7","-0.8","1.5","0.5","0.287"
"33","Darius Bazley",2020,"238","196","29","53","909","30","100","0.3","58","130","0.446","8.1","0.4","-0.8","1.2","0.475","0.204"
"34","Bradley Beal",2020,"1741","242","347","57","2053","170","481","0.353","423","822","0.515","23.1","5.1","4.6","0.5","0.579","0.351"
"35","Malik Beasley",2020,"615","148","75","55","1209","107","276","0.388","120","258","0.465","12.7","1.3","0.4","0.9","0.546","0.124"
"36","Marco Belinelli",2020,"301","90","64","52","779","57","155","0.368","49","116","0.422","10.2","0.6","0.4","0.1","0.521","0.151"
"37","Jordan Bell",2020,"93","81","16","29","256","4","12","0.333","31","55","0.564","13.9","0.4","0.2","0.2","0.577","0.463"
"38","DeAndre' Bembry",2020,"249","152","81","43","915","15","65","0.231","89","163","0.546","9.6","0.2","-0.5","0.7","0.5","0.211"
"39","Dragan Bender",2020,"107","73","28","16","286","15","43","0.349","26","49","0.531","11","0.3","0","0.3","0.545","0.152"
"40","Davis Bertans",2020,"834","245","92","54","1583","200","472","0.424","65","138","0.471","15.5","3.5","3","0.5","0.628","0.2"
"41","Patrick Beverley",2020,"380","259","179","48","1299","75","198","0.379","64","127","0.504","12.3","3.4","1.4","2","0.554","0.126"
"42","Khem Birch",2020,"153","180","35","40","777","0","1","0","56","114","0.491","10.1","1.5","0.7","0.8","0.529","0.583"
"43","Goga Bitadze",2020,"152","96","21","49","410","6","36","0.167","55","93","0.591","12.2","0.6","-0.1","0.7","0.53","0.256"
