"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Gary Alcorn",1961,"31","50","2","20","174","0","0","0","12","40","0.3","2.5","0","-0.2","0.2","0.356","0.2"
"2","Paul Arizin*",1961,"1832","681","188","79","2935","0","0","0","650","1529","0.425","17.1","9.7","6.7","3","0.506","0.418"
"3","Al Attles*",1961,"541","214","174","77","1544","0","0","0","222","543","0.409","8.8","1.9","0.4","1.5","0.44","0.298"
"4","Dick Barnett",1961,"1320","283","218","78","2070","0","0","0","540","1194","0.452","17.1","5.8","4.1","1.7","0.492","0.282"
"5","Elgin Baylor*",1961,"2538","1447","371","73","3133","0","0","0","931","2166","0.43","28.2","14.8","9.1","5.7","0.498","0.398"
"6","Ernie Beck",1961,"26","23","15","10","82","0","0","0","10","29","0.345","12.5","0.1","0","0.1","0.405","0.241"
"7","Whitey Bell",1961,"15","7","1","5","45","0","0","0","7","18","0.389","4.8","0","-0.1","0","0.388","0.167"
"8","Al Bianchi",1961,"296","105","93","52","667","0","0","0","118","342","0.345","8.8","-0.1","-0.8","0.6","0.389","0.254"
"9","Bucky Bockhorn",1961,"992","434","338","79","2669","0","0","0","420","1059","0.397","10.4","0.3","0.1","0.1","0.431","0.196"
"10","Bob Boozer",1961,"666","488","109","79","1573","0","0","0","250","603","0.415","13","1.4","1.3","0.1","0.468","0.41"
"11","Carl Braun*",1961,"85","31","48","15","218","0","0","0","37","79","0.468","14.8","0.4","0.4","0.1","0.499","0.177"
"12","Dave Budd",1961,"399","297","45","61","1075","0","0","0","156","361","0.432","10.7","1.2","0.9","0.3","0.475","0.371"
"13","Barney Cable",1961,"605","469","85","75","1642","0","0","0","266","574","0.463","11.4","3.3","1.7","1.6","0.487","0.188"
"14","Wilt Chamberlain*",1961,"3033","2149","148","79","3773","0","0","0","1251","2457","0.509","27.8","18.8","12.3","6.5","0.519","0.429"
"15","Gene Conley",1961,"472","550","40","75","1242","0","0","0","183","495","0.37","11","2.8","-0.5","3.2","0.42","0.309"
"16","Ed Conlin",1961,"536","262","123","77","1294","0","0","0","216","599","0.361","10","0.5","-0.9","1.4","0.406","0.232"
"17","Larry Costello",1961,"1084","292","413","75","2167","0","0","0","407","844","0.482","17.2","8.6","6.3","2.3","0.546","0.4"
"18","Bob Cousy*",1961,"1378","331","587","76","2468","0","0","0","513","1382","0.371","17.4","7.2","0.9","6.3","0.436","0.327"
"19","Ralph Davis",1961,"396","86","177","73","1210","0","0","0","181","451","0.401","8.2","-0.2","-0.2","0.1","0.418","0.115"
"20","Archie Dees",1961,"145","94","17","28","308","0","0","0","53","135","0.393","12.9","0.4","0.3","0.1","0.466","0.348"
"21","Walter Dukes",1961,"853","1028","139","73","2044","0","0","0","286","706","0.405","16.3","3.7","2.4","1.4","0.484","0.567"
"22","Wayne Embry*",1961,"1137","864","127","79","2233","0","0","0","458","1015","0.451","16.2","3.4","3.3","0.1","0.49","0.326"
"23","Mike Farmer",1961,"429","380","81","59","1301","0","0","0","180","461","0.39","10.2","-0.1","-0.2","0.1","0.427","0.204"
"24","Ray Felix",1961,"513","539","37","78","1510","0","0","0","189","508","0.372","9.6","1.8","-0.1","1.9","0.433","0.38"
"25","Al Ferrari",1961,"329","115","143","63","1031","0","0","0","117","328","0.357","8.5","1.4","0.2","1.2","0.434","0.354"
"26","Bob Ferry",1961,"889","500","129","79","1657","0","0","0","350","776","0.451","16.5","3.9","3.1","0.8","0.5","0.329"
"27","Larry Foust",1961,"552","389","77","68","1208","0","0","0","194","489","0.397","13.7","3.1","1.3","1.8","0.475","0.425"
"28","Dave Gambee",1961,"1085","581","101","79","2090","0","0","0","397","947","0.419","14.7","5.3","3.3","2","0.492","0.372"
"29","Dick Garmaker",1961,"1105","277","220","71","2238","0","0","0","415","943","0.44","13.7","4.7","4.1","0.6","0.502","0.38"
"30","Jack George",1961,"82","32","39","16","268","0","0","0","31","93","0.333","7.7","-0.1","-0.2","0.1","0.386","0.323"
"31","Tom Gola*",1961,"1050","692","292","74","2712","0","0","0","420","940","0.447","13.3","6.8","3.5","3.3","0.494","0.299"
"32","Joe Graboski",1961,"465","262","74","68","1011","0","0","0","169","507","0.333","10.1","0","-1.1","1.1","0.396","0.361"
"33","Johnny Green",1961,"797","838","97","78","1784","0","0","0","326","758","0.43","16.1","1.7","0.8","0.8","0.453","0.367"
"34","Si Green",1961,"700","380","258","76","1968","0","0","0","263","718","0.366","10.5","2.6","-0.2","2.8","0.423","0.344"
"35","Hal Greer*",1961,"1551","455","302","79","2763","0","0","0","623","1381","0.451","16.3","7.9","5.4","2.5","0.499","0.285"
"36","Gene Guarilia",1961,"79","71","5","25","209","0","0","0","38","94","0.404","9.7","0.3","-0.2","0.4","0.401","0.106"
"37","Richie Guerin*",1961,"1720","628","503","79","3023","0","0","0","612","1545","0.396","17.8","5.4","4.3","1.1","0.472","0.405"
"38","Cliff Hagan*",1961,"1705","715","381","77","2701","0","0","0","661","1490","0.444","20.1","10.8","6.4","4.4","0.503","0.313"
"39","Swede Halbrook",1961,"386","550","31","79","1131","0","0","0","155","463","0.335","8.9","-0.3","-1.8","1.5","0.368","0.302"
"40","Vern Hatton",1961,"240","92","59","54","610","0","0","0","97","304","0.319","7.6","-0.5","-1.1","0.6","0.365","0.184"
"41","Tom Hawkins",1961,"760","479","88","78","1846","0","0","0","310","719","0.431","12.1","3.2","1.2","2","0.462","0.327"
"42","Tom Heinsohn*",1961,"1579","732","141","74","2256","0","0","0","627","1566","0.4","18.4","6.6","1.4","5.2","0.45","0.271"
"43","Bailey Howell*",1961,"1815","1111","196","77","2952","0","0","0","607","1293","0.469","21.2","11.7","10.1","1.6","0.552","0.617"
"44","Hot Rod Hundley",1961,"869","289","350","79","2179","0","0","0","323","921","0.351","12.2","1.9","-0.7","2.6","0.413","0.321"
"45","Darrall Imhoff",1961,"293","296","51","62","994","0","0","0","122","310","0.394","8.7","0","-0.3","0.3","0.416","0.31"
"46","Andy Johnson",1961,"755","345","205","79","2000","0","0","0","299","834","0.359","8.6","0.3","-1.7","2","0.395","0.33"
"47","Ron Johnson",1961,"37","29","2","14","103","0","0","0","13","43","0.302","7.5","-0.1","-0.2","0.1","0.366","0.395"
"48","Howie Jolliff",1961,"103","141","16","46","352","0","0","0","46","141","0.326","8.2","-0.3","-0.8","0.5","0.341","0.163"
"49","K.C. Jones*",1961,"592","279","253","78","1605","0","0","0","203","601","0.338","11","3","-0.6","3.6","0.409","0.466"
"50","Sam Jones*",1961,"1171","421","217","78","2028","0","0","0","480","1069","0.449","17.7","8.1","3.9","4.2","0.493","0.251"
"51","Willie Jones",1961,"196","94","63","35","452","0","0","0","78","216","0.361","10","-0.1","-0.3","0.2","0.402","0.292"
"52","Phil Jordon",1961,"926","674","181","79","2064","0","0","0","360","933","0.386","13.3","0.6","0.3","0.4","0.437","0.308"
"53","Pickles Kennedy",1961,"12","8","9","7","52","0","0","0","4","21","0.19","3.8","-0.1","-0.2","0.1","0.254","0.286"
"54","Red Kerr",1961,"1056","951","199","79","2676","0","0","0","419","1056","0.397","13.7","3.9","0.8","3.1","0.445","0.283"
"55","Jim Krebs",1961,"617","456","68","75","1655","0","0","0","271","692","0.392","10","1.3","-0.6","1.8","0.421","0.134"
"56","Fred LaCour",1961,"309","178","84","55","722","0","0","0","123","295","0.417","13.8","1.7","0.6","1.1","0.465","0.285"
"57","Rudy LaRusso",1961,"1155","781","135","79","2593","0","0","0","416","992","0.419","14.8","6.9","3.8","3.1","0.493","0.412"
"58","George Lee",1961,"896","490","89","74","1735","0","0","0","310","776","0.399","14.6","2.6","1.8","0.8","0.472","0.508"
"59","Slick Leonard*",1961,"193","70","81","55","600","0","0","0","61","207","0.295","8.1","0.1","-0.6","0.6","0.384","0.483"
"60","Jim Loscutoff",1961,"337","291","25","76","1153","0","0","0","144","478","0.301","3.3","-0.9","-2.9","2","0.329","0.159"
"61","Clyde Lovellette*",1961,"1471","677","172","67","2111","0","0","0","599","1321","0.453","20.5","8.5","5.1","3.4","0.502","0.249"
"62","Johnny McCarthy",1961,"654","325","430","79","2519","0","0","0","266","746","0.357","8.3","1.9","-1.5","3.4","0.387","0.303"
"63","Shellie McMillon",1961,"784","487","98","78","1636","0","0","0","322","752","0.428","13.3","2.2","1.4","0.8","0.466","0.267"
"64","Bob McNeill",1961,"437","123","238","75","1387","0","0","0","166","427","0.389","10.4","1.2","0.8","0.4","0.453","0.295"
"65","Jackie Moreland",1961,"468","315","52","64","1003","0","0","0","191","477","0.4","11.7","0.5","0.1","0.5","0.437","0.277"
"66","Willie Naulls",1961,"1846","1055","191","79","2976","0","0","0","737","1723","0.428","19.1","5.7","4.6","1.2","0.48","0.265"
"67","Chuck Noble",1961,"474","180","287","75","1655","0","0","0","196","566","0.346","8.1","-0.5","-1.2","0.7","0.384","0.203"
"68","Don Ohl",1961,"1054","256","265","79","2172","0","0","0","427","1085","0.394","11.7","1.2","0.4","0.8","0.437","0.256"
"69","Jim Palmer",1961,"294","179","30","55","688","0","0","0","125","310","0.403","9.8","0.2","0","0.2","0.434","0.21"
"70","Bob Pettit*",1961,"2120","1540","262","76","3027","0","0","0","769","1720","0.447","25.2","14.9","8.4","6.5","0.511","0.467"
"71","Dave Piontek",1961,"110","68","19","29","254","0","0","0","47","96","0.49","13.7","0.8","0.4","0.4","0.502","0.323"
"72","Cal Ramsey",1961,"6","7","3","2","27","0","0","0","2","11","0.182","0.5","-0.1","-0.1","0","0.235","0.364"
