"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Shareef Abdur-Rahim",2006,"887","357","149","72","1961","5","22","0.227","327","610","0.536","17.2","6.2","4","2.2","0.588","0.44"
"2","Alex Acker",2006,"9","5","4","5","35","1","5","0.2","3","11","0.273","-2.4","-0.2","-0.2","0","0.281","0"
"3","Malik Allen",2006,"266","140","20","54","701","1","1","1","120","246","0.488","11.5","1","0","1","0.504","0.154"
"4","Ray Allen*",2006,"1955","332","286","78","3022","269","653","0.412","412","847","0.486","22.2","9.5","9.8","-0.3","0.59","0.239"
"5","Tony Allen",2006,"369","111","67","51","978","11","34","0.324","118","240","0.492","12.9","1.7","0.6","1","0.554","0.489"
"6","Rafer Alston",2006,"761","255","425","63","2431","102","312","0.327","178","426","0.418","12.6","3.4","0.2","3.1","0.475","0.194"
"7","Chris Andersen",2006,"161","155","6","32","570","0","0","0","56","98","0.571","14.1","1.3","0.6","0.7","0.562","1.051"
"8","Alan Anderson",2006,"207","70","32","36","564","24","58","0.414","51","123","0.415","10.4","0.4","0.2","0.3","0.52","0.227"
"9","Derek Anderson",2006,"349","143","101","43","1047","40","134","0.299","68","169","0.402","10.8","1.6","0.5","1.1","0.496","0.366"
"10","Shandon Anderson",2006,"126","81","30","48","638","5","19","0.263","49","107","0.458","6.2","0.5","-0.1","0.7","0.47","0.143"
"11","Martynas Andriuškevicius",2006,"0","4","0","6","9","0","0","0","0","1","0","15.5","0","0","0","0","0"
"12","Carmelo Anthony",2006,"2122","394","216","80","2941","37","152","0.243","719","1420","0.506","22","9.4","6.8","2.6","0.563","0.451"
"13","Rafael Araújo",2006,"121","144","15","52","601","0","1","0","53","144","0.368","4.5","-0.8","-1.2","0.4","0.385","0.193"
"14","Gilbert Arenas",2006,"2346","280","484","80","3384","199","540","0.369","547","1128","0.485","23.8","13.6","11","2.6","0.581","0.479"
"15","Trevor Ariza",2006,"264","218","61","57","999","1","5","0.2","92","221","0.416","11.8","0.9","-0.1","1","0.468","0.562"
"16","Darrell Armstrong",2006,"130","81","86","62","622","11","48","0.229","32","80","0.4","7.3","0","-0.7","0.7","0.444","0.328"
"17","Carlos Arroyo",2006,"449","130","232","77","1194","7","20","0.35","161","358","0.45","15.6","2.7","1.6","1.1","0.512","0.362"
"18","Chucky Atkins",2006,"678","120","198","71","1713","97","274","0.354","129","299","0.431","12.9","3.6","2.1","1.4","0.526","0.284"
"19","Stacey Augmon",2006,"71","53","23","36","385","0","0","0","25","73","0.342","7.6","0.3","0","0.3","0.412","0.411"
"20","Vin Baker",2006,"27","19","4","8","85","0","0","0","7","15","0.467","11.2","0.1","0","0.2","0.589","1.2"
"21","Marcus Banks",2006,"578","135","220","58","1497","22","63","0.349","197","405","0.486","13.6","2.3","0.9","1.4","0.543","0.314"
"22","Leandro Barbosa",2006,"744","150","158","57","1592","87","196","0.444","186","371","0.501","15.1","3.8","2.6","1.2","0.589","0.259"
"23","Matt Barnes",2006,"175","121","28","56","631","3","15","0.2","67","125","0.536","10.7","1","0.5","0.4","0.545","0.336"
"24","Andre Barrett",2006,"87","25","52","19","282","2","14","0.143","36","90","0.4","11.3","-0.1","-0.1","0","0.398","0.115"
