"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Zaid Abdul-Aziz",1975,"629","488","84","65","1450","0","0","0","235","538","0.437","17.1","3.7","1.9","1.8","0.501","0.377"
"2","Kareem Abdul-Jabbar*",1975,"1949","912","264","65","2747","0","0","0","812","1584","0.513","26.4","12.9","8.1","4.8","0.55","0.269"
"3","Don Adams",1975,"299","244","75","51","1376","0","0","0","127","315","0.403","8.4","0.5","-0.8","1.3","0.428","0.248"
"4","Rick Adelman",1975,"319","95","112","58","1074","0","0","0","123","291","0.423","11.1","1.3","0.2","1.2","0.474","0.354"
"5","Lucius Allen",1975,"1260","278","372","66","2353","0","0","0","511","1170","0.437","17.5","3.6","2","1.7","0.483","0.262"
"6","Dan Anderson",1975,"120","29","81","43","453","0","0","0","47","105","0.448","11.2","0.5","0.2","0.2","0.508","0.286"
"7","Tiny Archibald*",1975,"2170","222","557","82","3244","0","0","0","759","1664","0.456","21.7","11.2","9","2.2","0.544","0.45"
"8","Jim Ard",1975,"226","199","40","59","719","0","0","0","89","266","0.335","9.5","0.4","-0.8","1.1","0.384","0.244"
"9","Dennis Awtrey",1975,"810","704","342","82","2837","0","0","0","339","722","0.47","13.5","5.2","2.7","2.4","0.501","0.27"
"10","Gus Bailey",1975,"122","82","59","47","446","0","0","0","51","126","0.405","11.4","0.2","-0.3","0.4","0.423","0.325"
"11","Mike Bantom",1975,"1021","553","159","82","2239","0","0","0","418","907","0.461","15.5","4.5","2.5","2.1","0.5","0.286"
"12","Jim Barnett",1975,"769","179","176","73","1776","0","0","0","285","652","0.437","13.2","2.5","1.8","0.8","0.508","0.365"
"13","Rick Barry*",1975,"2450","456","492","80","3235","0","0","0","1028","2217","0.464","23.5","12.7","8.9","3.7","0.509","0.197"
"14","Butch Beard",1975,"1048","316","345","82","2521","0","0","0","408","773","0.528","16.1","7.6","5.6","2","0.585","0.361"
"15","Zelmo Beaty*",1975,"380","327","74","69","1213","0","0","0","136","310","0.439","12.8","2.3","1.1","1.2","0.514","0.435"
"16","Ron Behagen",1975,"865","592","153","81","2205","0","0","0","333","834","0.399","12.6","2.2","-0.5","2.8","0.455","0.317"
"17","Dennis Bell",1975,"156","105","25","52","465","0","0","0","68","181","0.376","11.2","0.1","-0.4","0.5","0.396","0.199"
"18","Walt Bellamy*",1975,"6","5","0","1","14","0","0","0","2","2","1","16.4","0.1","0","0","1.042","1"
"19","Leon Benbow",1975,"85","38","25","39","252","0","0","0","35","94","0.372","10.8","0.2","-0.2","0.4","0.417","0.191"
"20","Henry Bibby",1975,"677","137","181","75","1400","0","0","0","270","619","0.436","14.6","1.5","0.7","0.8","0.482","0.305"
"21","Dave Bing*",1975,"1499","286","610","79","3222","0","0","0","578","1333","0.434","17.1","5.3","4","1.3","0.493","0.318"
"22","John Block",1975,"432","232","51","54","939","0","0","0","159","346","0.46","17","3.1","1.4","1.7","0.528","0.416"
"23","Tom Boerwinkle",1975,"337","380","272","80","1175","0","0","0","132","271","0.487","18.6","3.8","1.6","2.2","0.539","0.351"
"24","Freddie Boyd",1975,"465","89","161","66","1362","0","0","0","205","495","0.414","9.6","-0.3","-1","0.7","0.426","0.232"
"25","Ken Boyd",1975,"19","5","2","6","25","0","0","0","7","13","0.538","25.3","0.1","0","0","0.533","0.846"
"26","Steve Bracey",1975,"133","38","52","42","340","0","0","0","54","130","0.415","12.4","0.3","0","0.2","0.453","0.292"
"27","Bill Bradley*",1975,"1048","251","247","79","2787","0","0","0","452","1036","0.436","11.1","2.8","1.4","1.4","0.473","0.159"
"28","Jim Brewer",1975,"685","509","128","82","1991","0","0","0","291","639","0.455","14.6","4.4","2","2.4","0.483","0.249"
"29","Bill Bridges",1975,"87","134","31","32","415","0","0","0","35","93","0.376","9.8","0.2","-0.1","0.3","0.403","0.366"
"30","John Brisker",1975,"162","33","19","21","276","0","0","0","60","141","0.426","15.4","0.5","0.3","0.1","0.498","0.348"
"31","Allan Bristow",1975,"447","254","99","72","1101","0","0","0","163","393","0.415","14.7","1.9","1.1","0.8","0.486","0.389"
"32","Gary Brokaw",1975,"594","147","221","73","1639","0","0","0","234","514","0.455","12.2","1.6","0.8","0.8","0.499","0.358"
"33","Fred Brown",1975,"1700","343","284","81","2669","0","0","0","737","1537","0.48","19.8","7.9","5","2.9","0.513","0.177"
"34","John Brown",1975,"815","434","133","73","1986","0","0","0","315","684","0.461","13.9","4.2","3","1.2","0.513","0.365"
"35","Tom Burleson",1975,"826","572","115","82","1888","0","0","0","322","772","0.417","16.1","3.3","0.2","3.1","0.465","0.343"
"36","Corky Calhoun",1975,"322","269","79","70","1378","0","0","0","132","318","0.415","9.1","1","0","0.9","0.458","0.242"
"37","Austin Carr",1975,"593","107","154","41","1081","0","0","0","252","538","0.468","18.9","2.9","2.1","0.8","0.507","0.197"
"38","Fred Carter",1975,"1686","340","336","77","3046","0","0","0","715","1598","0.447","15.9","4.7","2.8","1.9","0.482","0.217"
"39","Harvey Catchings",1975,"98","153","21","37","528","0","0","0","41","74","0.554","12.1","1.2","0.3","0.8","0.576","0.338"
"40","Don Chaney",1975,"775","370","181","82","2208","0","0","0","321","750","0.428","12.9","5.1","1.7","3.4","0.471","0.22"
"41","Ken Charles",1975,"600","164","171","79","1690","0","0","0","240","515","0.466","12.5","3","1.7","1.3","0.518","0.283"
"42","Phil Chenier",1975,"1681","292","248","77","2869","0","0","0","690","1533","0.45","17.7","8.8","3.9","4.9","0.496","0.238"
"43","Jim Chones",1975,"1044","677","132","72","2427","0","0","0","446","916","0.487","16.1","6.2","2.8","3.5","0.515","0.245"
"44","Archie Clark",1975,"1071","235","433","77","2481","0","0","0","455","919","0.495","16.2","6.2","4.5","1.7","0.533","0.21"
"45","Jim Cleamons",1975,"882","329","381","74","2691","0","0","0","369","768","0.48","13.8","5.5","3.5","2","0.52","0.236"
"46","Barry Clemens",1975,"381","161","76","77","952","0","0","0","168","355","0.473","13.2","1.6","0.3","1.3","0.499","0.169"
"47","Ben Clyde",1975,"69","41","5","25","157","0","0","0","31","72","0.431","11.3","0.2","0","0.2","0.454","0.125"
"48","E.C. Coleman",1975,"622","549","105","77","2176","0","0","0","253","568","0.445","10.8","2.6","0.5","2.1","0.485","0.292"
"49","Doug Collins",1975,"1453","315","213","81","2820","0","0","0","561","1150","0.488","16.4","7.7","5.7","2","0.549","0.341"
"50","Mel Counts",1975,"520","441","182","75","1421","0","0","0","217","495","0.438","14.8","2","0.2","1.8","0.477","0.228"
"51","Dave Cowens*",1975,"1329","958","296","65","2632","0","0","0","569","1199","0.475","19.3","9.5","4.3","5.2","0.509","0.204"
"52","Billy Cunningham*",1975,"1563","726","442","80","2859","0","0","0","609","1423","0.428","19.2","6.1","2.7","3.5","0.483","0.312"
"53","Dick Cunningham",1975,"0","2","1","2","8","0","0","0","0","0","0","4.6","0","0","0","0","0"
"54","Mike D'Antoni",1975,"166","77","107","67","759","0","0","0","69","173","0.399","10.8","0.8","-0.4","1.2","0.44","0.208"
"55","Bob Dandridge",1975,"1593","551","243","80","3031","0","0","0","691","1460","0.473","16.7","7","3.8","3.2","0.506","0.179"
"56","Jesse Dark",1975,"170","37","30","47","401","0","0","0","74","157","0.471","11","0.3","0.2","0.1","0.487","0.255"
"57","Dwight Davis",1975,"766","464","150","78","1964","0","0","0","295","666","0.443","13.6","3.3","1.1","2.3","0.495","0.368"
"58","Jim Davis",1975,"321","285","90","79","1078","0","0","0","118","260","0.454","14.5","2.3","1.1","1.3","0.515","0.45"
"59","Mel Davis",1975,"356","321","54","62","903","0","0","0","154","395","0.39","12.6","0.4","-0.7","1.1","0.418","0.177"
"60","Mickey Davis",1975,"426","237","79","75","1077","0","0","0","174","363","0.479","14.4","2.6","1.6","1","0.53","0.242"
"61","Rod Derline",1975,"327","59","45","58","666","0","0","0","142","332","0.428","12.2","0.5","0.1","0.4","0.458","0.169"
"62","Derrek Dickey",1975,"614","550","125","80","1859","0","0","0","274","569","0.482","13.1","3.8","2","1.8","0.501","0.174"
"63","Ernie DiGregorio",1975,"241","45","151","31","712","0","0","0","103","234","0.44","12.3","0.6","0.3","0.3","0.475","0.192"
"64","Steve Downing",1975,"0","2","0","3","9","0","0","0","0","2","0","-6.5","-0.1","-0.1","0","0","1"
"65","John Drew",1975,"1442","836","138","78","2289","0","0","0","527","1230","0.428","21.4","7.1","4.2","3","0.491","0.442"
"66","Terry Driscoll",1975,"7","16","3","11","52","0","0","0","3","13","0.231","5.3","-0.1","-0.1","0","0.252","0.154"
"67","Charles Dudley",1975,"274","145","103","67","756","0","0","0","102","217","0.47","14.8","1.6","0.9","0.7","0.528","0.447"
"68","Ken Durrett",1975,"165","102","18","48","445","0","0","0","67","166","0.404","10.1","0.1","-0.3","0.4","0.437","0.313"
"69","Dennis DuVal",1975,"60","23","14","37","137","0","0","0","24","65","0.369","13.1","0.1","-0.2","0.4","0.411","0.277"
"70","Al Eberhard",1975,"79","47","16","34","277","0","0","0","31","85","0.365","9.4","0","-0.2","0.2","0.419","0.247"
"71","Leroy Ellis",1975,"646","582","117","82","2183","0","0","0","287","623","0.461","12.3","4.3","2.1","2.2","0.485","0.159"
"72","Keith Erickson",1975,"604","243","170","49","1469","0","0","0","237","557","0.425","13.9","2.4","1.2","1.2","0.483","0.28"
"73","Hank Finkel",1975,"127","112","32","62","518","0","0","0","52","129","0.403","7.5","0.4","-0.2","0.6","0.429","0.333"
"74","Chris Ford",1975,"475","269","230","80","1962","0","0","0","206","435","0.474","12","2.8","1.2","1.7","0.498","0.218"
"75","Fred Foster",1975,"503","110","103","73","1136","0","0","0","217","521","0.417","11.5","0.4","0","0.4","0.446","0.186"
"76","Jim Fox",1975,"676","491","137","75","1766","0","0","0","253","540","0.469","14.7","4.6","2.6","2","0.534","0.393"
"77","Walt Frazier*",1975,"1675","465","474","78","3204","0","0","0","672","1391","0.483","19.9","10.8","7.2","3.5","0.534","0.288"
"78","Bernie Fryer",1975,"127","46","52","31","432","0","0","0","47","106","0.443","11","0.4","0.1","0.3","0.508","0.406"
"79","Rowland Garrett",1975,"533","247","43","70","1183","0","0","0","228","474","0.481","14.2","3.1","1.6","1.5","0.516","0.205"
"80","John Gianelli",1975,"821","689","163","80","2797","0","0","0","343","726","0.472","12.4","5.5","2.7","2.7","0.506","0.269"
"81","Dick Gibbs",1975,"196","61","19","59","424","0","0","0","74","190","0.389","11","0.4","-0.1","0.6","0.449","0.337"
"82","Herm Gilliam",1975,"722","204","170","60","1393","0","0","0","314","736","0.427","16.2","2.5","1.4","1.1","0.459","0.154"
"83","Gail Goodrich*",1975,"1630","219","420","72","2668","0","0","0","656","1429","0.459","18.4","5.5","4.9","0.6","0.511","0.265"
"84","Leonard Gray",1975,"860","478","163","75","2280","0","0","0","378","773","0.489","12.6","4","1.9","2","0.514","0.186"
"85","Lamar Green",1975,"57","109","16","15","280","0","0","0","24","70","0.343","8.4","-0.1","-0.4","0.3","0.362","0.286"
"86","Matt Guokas",1975,"588","139","178","82","2089","0","0","0","255","500","0.51","10","4.3","2.4","1.9","0.539","0.206"
"87","Happy Hairston",1975,"759","946","173","74","2283","0","0","0","271","536","0.506","16.2","7","4.4","2.6","0.579","0.506"
"88","Phil Hankinson",1975,"12","7","2","3","24","0","0","0","6","11","0.545","16.9","0.1","0","0","0.545","0"
"89","Bernie Harris",1975,"5","8","1","11","25","0","0","0","2","11","0.182","3.6","-0.1","-0.1","0","0.21","0.182"
"90","Clem Haskins",1975,"283","80","79","70","702","0","0","0","115","290","0.397","11.8","1","0","0.9","0.445","0.217"
"91","John Havlicek*",1975,"1573","484","432","82","3132","0","0","0","642","1411","0.455","16.7","9.7","5.9","3.8","0.505","0.235"
"92","Steve Hawes",1975,"325","275","88","55","897","0","0","0","140","279","0.502","16.7","2.5","1.3","1.2","0.536","0.197"
"93","Connie Hawkins*",1975,"346","198","120","43","1026","0","0","0","139","324","0.429","13","1.1","0.2","0.9","0.471","0.306"
"94","Nate Hawthorne",1975,"297","92","39","50","618","0","0","0","118","287","0.411","13.3","0.5","-0.2","0.6","0.452","0.328"
"95","Elvin Hayes*",1975,"1887","1004","206","82","3465","0","0","0","739","1668","0.443","19","12.5","4.3","8.2","0.496","0.32"
"96","Spencer Haywood*",1975,"1525","630","137","68","2529","0","0","0","608","1325","0.459","19","7.3","4.6","2.6","0.511","0.288"
"97","Gar Heard",1975,"742","666","190","67","2148","0","0","0","318","819","0.388","13.6","2.1","-1.6","3.6","0.411","0.23"
"98","Tom Henderson",1975,"902","212","314","79","2131","0","0","0","367","893","0.411","13.8","2.4","1","1.4","0.451","0.27"
"99","Bill Hewitt",1975,"126","116","24","18","467","0","0","0","56","129","0.434","10.3","0.8","0.1","0.7","0.453","0.178"
"100","Lou Hudson",1975,"242","47","40","11","380","0","0","0","97","225","0.431","17.4","0.8","0.6","0.2","0.484","0.253"
"101","John Hummer",1975,"96","104","38","43","568","0","0","0","41","108","0.38","5.6","-0.3","-0.7","0.4","0.368","0.472"
"102","Greg Jackson",1975,"182","69","96","49","802","0","0","0","73","176","0.415","7.6","-0.1","-0.5","0.4","0.448","0.352"
"103","Phil Jackson*",1975,"841","600","136","78","2285","0","0","0","324","712","0.455","13.7","4.8","1.9","2.9","0.511","0.355"
"104","Wardell Jackson",1975,"243","133","30","56","939","0","0","0","96","242","0.397","7","0.3","-0.2","0.5","0.445","0.293"
"105","Aaron James",1975,"887","366","66","76","1731","0","0","0","370","776","0.477","14.4","2.9","1.8","1.1","0.516","0.244"
"106","Charles Johnson",1975,"863","311","233","79","2171","0","0","0","394","957","0.412","12.8","2.4","0.5","2","0.431","0.107"
"107","George Johnson",1975,"364","574","67","82","1439","0","0","0","152","319","0.476","14.4","3.6","1.3","2.3","0.507","0.285"
"108","John Johnson",1975,"1290","501","240","80","2540","0","0","0","527","1082","0.487","16.7","6.2","4","2.2","0.531","0.278"
"109","Mickey Johnson",1975,"143","94","20","38","291","0","0","0","53","118","0.449","17.6","0.7","0.1","0.6","0.498","0.492"
"110","Ollie Johnson",1975,"501","243","110","73","1667","0","0","0","203","429","0.473","10.9","2.6","1.4","1.2","0.523","0.266"
"111","Dwight Jones",1975,"778","697","152","75","2086","0","0","0","323","752","0.43","14.4","3.9","1.7","2.2","0.467","0.243"
"112","Jimmy Jones",1975,"517","137","162","73","1424","0","0","0","207","400","0.518","13.2","4.1","1.8","2.2","0.559","0.355"
"113","Bob Kauffman",1975,"285","182","81","73","797","0","0","0","113","261","0.433","12.6","1.2","0.7","0.5","0.478","0.322"
"114","Frank Kendrick",1975,"80","36","6","24","121","0","0","0","31","77","0.403","20.3","0.3","0.1","0.2","0.461","0.286"
"115","Toby Kimball",1975,"20","26","4","3","90","0","0","0","7","23","0.304","7.3","0","-0.1","0.1","0.383","0.304"
"116","Don Kojis",1975,"112","39","10","21","232","0","0","0","46","98","0.469","14.2","0.5","0.2","0.3","0.504","0.306"
"117","Len Kosmalski",1975,"90","119","41","67","413","0","0","0","33","83","0.398","10","0.5","0","0.5","0.47","0.349"
"118","Tom Kozelko",1975,"151","140","41","73","754","0","0","0","60","167","0.359","6.7","0.7","-0.5","1.2","0.413","0.216"
"119","Steve Kuberski",1975,"168","123","35","59","517","0","0","0","62","159","0.39","11.6","0.6","0.2","0.4","0.457","0.352"
"120","Kevin Kunnert",1975,"808","631","108","75","1801","0","0","0","346","676","0.512","17.7","5.1","3","2.1","0.538","0.25"
"121","Sam Lacey",1975,"928","1149","428","81","3378","0","0","0","392","917","0.427","15.3","7.4","1.1","6.3","0.464","0.208"
"122","Bob Lanier*",1975,"1823","914","350","76","2987","0","0","0","731","1433","0.51","24.4","12.4","8.6","3.8","0.559","0.314"
"123","Stu Lantz",1975,"648","194","188","75","1783","0","0","0","228","561","0.406","11.9","1.7","1.3","0.5","0.49","0.408"
"124","Clyde Lee",1975,"471","757","105","80","2456","0","0","0","176","427","0.412","9.3","3.2","1.1","2.1","0.466","0.415"
"125","Russ Lee",1975,"65","31","7","15","139","0","0","0","29","76","0.382","13.1","0","-0.2","0.2","0.396","0.184"
"126","Bill Ligon",1975,"126","26","25","38","272","0","0","0","55","143","0.385","11.8","-0.2","-0.4","0.1","0.409","0.175"
"127","Bob Love",1975,"1342","385","102","61","2401","0","0","0","539","1256","0.429","15","5.2","2.2","2.9","0.481","0.253"
"128","Stan Love",1975,"217","97","26","30","431","0","0","0","85","194","0.438","14.7","0.5","0.1","0.4","0.486","0.34"
"129","Phil Lumpkin",1975,"202","59","177","48","792","0","0","0","86","190","0.453","11.5","0.5","0.2","0.3","0.488","0.205"
"130","Pete Maravich*",1975,"1700","422","488","79","2853","0","0","0","655","1562","0.419","18.3","3.9","1.8","2.1","0.479","0.308"
"131","Jack Marin",1975,"953","363","133","81","2147","0","0","0","380","836","0.455","12.8","3.9","2.4","1.5","0.51","0.266"
"132","LaRue Martin",1975,"571","408","69","81","1372","0","0","0","236","522","0.452","13.6","1.9","0.2","1.6","0.488","0.272"
"133","Don May",1975,"64","13","5","29","139","0","0","0","27","54","0.5","12.2","0.3","0.2","0.1","0.54","0.222"
"134","Bob McAdoo*",1975,"2831","1155","179","82","3539","0","0","0","1095","2138","0.512","25.8","17.8","12.7","5.1","0.569","0.372"
"135","Glenn McDonald",1975,"168","68","24","62","395","0","0","0","70","182","0.385","9.7","0.2","-0.3","0.5","0.424","0.203"
"136","Jon McGlocklin",1975,"709","119","255","79","1853","0","0","0","323","651","0.496","13.2","3.4","2.5","0.9","0.519","0.111"
"137","Kenny McIntosh",1975,"18","15","7","6","101","0","0","0","6","29","0.207","4.7","-0.2","-0.3","0.1","0.273","0.31"
"138","Jim McMillian",1975,"888","385","156","62","2132","0","0","0","347","695","0.499","14.7","6","4.3","1.7","0.557","0.332"
"139","Larry McNeill",1975,"781","497","73","80","1749","0","0","0","296","645","0.459","15.5","4.4","2","2.4","0.52","0.374"
"140","Cliff Meely",1975,"380","164","45","48","753","0","0","0","156","349","0.447","14.7","1","0.4","0.6","0.487","0.269"
"141","Gary Melchionni",1975,"578","187","156","68","1529","0","0","0","232","539","0.43","12.3","2.1","1.1","1","0.481","0.262"
"142","Dean Meminger",1975,"634","214","397","80","2177","0","0","0","233","500","0.466","13.9","3.9","2.5","1.4","0.515","0.526"
"143","John Mengelt",1975,"883","191","201","80","1995","0","0","0","336","701","0.479","14.7","4","3.1","0.9","0.545","0.354"
"144","Steve Mix",1975,"719","500","99","46","1748","0","0","0","280","582","0.481","16.4","5.1","2.8","2.3","0.535","0.352"
"145","Eric Money",1975,"319","88","101","66","889","0","0","0","144","319","0.451","11.3","0.3","0","0.4","0.471","0.141"
"146","Earl Monroe*",1975,"1633","327","270","78","2814","0","0","0","668","1462","0.457","17.7","6.6","4.4","2.2","0.504","0.246"
"147","Otto Moore",1975,"282","330","83","42","1066","0","0","0","118","262","0.45","11.5","1.3","0.1","1.2","0.482","0.263"
"148","Jeff Mullins",1975,"539","123","153","66","1141","0","0","0","234","514","0.455","15.2","2.3","1.4","0.9","0.488","0.169"
"149","Calvin Murphy*",1975,"1455","173","381","78","2513","0","0","0","557","1152","0.484","18.9","7.4","6","1.4","0.55","0.335"
"150","Lloyd Neal",1975,"1007","687","139","82","2278","0","0","0","409","869","0.471","15.4","4.3","1.5","2.8","0.504","0.339"
"151","Don Nelson*",1975,"1109","469","181","79","2052","0","0","0","423","785","0.539","18.1","8.7","6.2","2.5","0.6","0.405"
"152","Louie Nelson",1975,"806","196","178","72","1898","0","0","0","307","679","0.452","12.8","2.3","1.5","0.8","0.511","0.368"
"153","Mike Newlin",1975,"1137","260","403","79","2709","0","0","0","436","905","0.482","15.1","5.9","4.4","1.5","0.547","0.337"
"154","Connie Norman",1975,"48","12","4","12","72","0","0","0","23","44","0.523","19.4","0.2","0.1","0.1","0.53","0.068"
