"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Zaid Abdul-Aziz",1978,"63","50","10","16","158","0","0","0","23","60","0.383","11.4","0.1","0","0.1","0.449","0.383"
"2","Kareem Abdul-Jabbar*",1978,"1600","801","269","62","2265","0","0","0","663","1205","0.55","29.2","12.1","7.7","4.4","0.589","0.29"
"3","Tom Abernethy",1978,"493","265","101","73","1317","0","0","0","201","404","0.498","15.6","4.1","2.9","1.3","0.544","0.275"
"4","Alvan Adams",1978,"1082","565","225","70","1914","0","0","0","434","895","0.485","17.7","4.9","1.5","3.4","0.528","0.327"
"5","Lucius Allen",1978,"920","229","360","77","2147","0","0","0","373","846","0.441","13.3","2.1","0.7","1.4","0.488","0.26"
"6","Jim Ard",1978,"19","36","8","15","125","0","0","0","8","17","0.471","3.2","-0.1","-0.2","0.1","0.495","0.294"
"7","Tate Armstrong",1978,"284","68","74","66","716","0","0","0","131","280","0.468","11.1","0.4","0.1","0.3","0.487","0.096"
"8","Bird Averitt",1978,"496","83","196","55","1085","0","0","0","198","484","0.409","10.3","-0.7","-1.2","0.5","0.454","0.291"
"9","Dennis Awtrey",1978,"293","302","163","81","1623","0","0","0","112","264","0.424","6.1","1","-0.6","1.6","0.47","0.413"
"10","Gus Bailey",1978,"155","82","40","48","449","0","0","0","59","139","0.424","11.8","0.5","0.1","0.4","0.46","0.482"
"11","Greg Ballard",1978,"372","266","62","76","936","0","0","0","142","334","0.425","14.1","2","1","1.1","0.484","0.341"
"12","Mike Bantom",1978,"1258","610","238","82","2775","0","0","0","502","1047","0.479","14.8","5.9","3.3","2.6","0.525","0.327"
"13","Marvin Barnes",1978,"686","439","136","60","1646","0","0","0","279","661","0.422","13.9","2","0.1","1.9","0.463","0.275"
"14","Rick Barry*",1978,"1898","449","446","82","3024","0","0","0","760","1686","0.451","20.9","9.7","5.9","3.8","0.509","0.243"
"15","Tim Bassett",1978,"348","404","63","65","1474","0","0","0","149","384","0.388","8.6","1.1","-0.7","1.8","0.408","0.253"
"16","Butch Beard",1978,"745","264","339","79","1979","0","0","0","308","614","0.502","14.6","4.4","2.8","1.6","0.544","0.261"
